code,trading_date,open,high,low,close,pre_close,change,pct,volume,amount,limit_up,limit_down,type,type_name,name,vol_ratio,turn_over,swing,selling,buying,total_share,float_share,pe,industry,area,float_mv,total_mv,avg_price,strength,activity,avg_turnover,attack,free_float_mv,is_limit_up,is_broken_limit,is_db,limit_status_ext,limit_status,limit_desc,last_limit_desc,sma_5,sma_7,open_pct,close_sma7_pct,vwap,touch_limit_down,lowest_30,prev_limit_status,prev_sma_7,pre_pct,pre_vwap,pre_close_sma7_pct,signal,code_right,buy_time,buy_price,sell_time,sell_price,profit,holding_days,sell_reason,trading_date_right,weight,weight_profit
SZSE.000536,2023-10-11,4.85,5.19,4.73,4.83,5.03,-0.2,-3.9761,4643131.67,226073.93620000003,5.53,4.53,,,华映科技,0.89,16.8,9.15,2548032,2095100,27.66,27.63,0.0,元器件,福建,133.46,133.6,4.87,-4.32,4740,0.0,2.11,69.3584242743,false,false,true,断板,断板,断板,4天4板,4.854,4.5442857142857145,-3.578528827037785,6.287331027978619,4.86899688115026,false,1.77,炸板,4.369999999999999,-4.5541,5.432846713968154,15.102974828375313,1,SZSE.000536,2023-10-11T09:30:00.000000,4.85,2023-10-12T11:30:00.000000,4.83,-0.8099265386752208,1.5,未涨停卖出,2023-10-11,0.4,-0.3239706154700883
SZSE.002642,2023-10-11,10.84,11.43,10.41,10.56,11.21,-0.65,-5.7984,1977833.38,214892.79929999998,12.33,10.09,,,荣联科技,0.92,32.7,9.1,1039603,938230,6.62,6.05,647.3,软件服务,北京,63.87,69.86,10.87,-6.15,4739,0.01,1.44,55.075943788800004,false,false,true,断板,断板,断板,9天6板,10.884,10.421428571428573,-3.300624442462096,1.3296778615489997,10.865060802037835,false,6.57,断板,10.155714285714286,-6.1139,12.072171283658868,10.381206920804622,1,SZSE.002642,2023-10-11T09:30:00.000000,10.84,2023-10-12T11:30:00.000000,10.43,-4.1663904662998785,1.5,未涨停卖出,2023-10-11,0.4,-1.6665561865199514
SHSE.600186,2023-10-12,7.31,8.24,7.31,7.78,7.56,0.22,2.9101,2348914.92,183709.06920000003,8.32,6.8,,,莲花健康,1.49,13.09,12.3,1149375,1199540,17.94,17.94,139.12,食品,河南,139.57,139.57,7.82,1.97,4701,0.0,6.43,112.55520079880002,false,false,true,断板,断板,断板,3天3板,7.0280000000000005,6.5600000000000005,-3.3068783068783074,18.59756097560975,7.82101844710493,false,3.19,断板,6.192857142857143,4.4199,7.401185666367784,22.076124567474036,1,SHSE.600186,2023-10-12T09:30:00.000000,7.31,2023-10-13T11:30:00.000000,7.45,1.508337633897755,1.5,未涨停卖出,2023-10-12,0.4,0.603335053559102
SHSE.600331,2023-10-12,4.33,4.56,4.31,4.48,4.47,0.01,0.2237,772480.0,34408.116700000006,4.92,4.02,,,宏达股份,1.27,3.8,5.59,377300,395180,20.32,20.32,0.0,农药化肥,四川,91.03,91.03,4.45,-0.72,3843,0.0,3.94,59.15060368000002,false,false,true,断板,断板,断板,2天2板,4.246,4.052857142857143,-3.131991051454132,10.539302079661612,4.454240459299918,false,3.55,断板,3.9285714285714293,-0.4454,4.502625047217809,13.781818181818156,1,SHSE.600331,2023-10-12T09:30:00.000000,4.33,2023-10-13T11:30:00.000000,4.41,1.4409979117976526,1.5,未涨停卖出,2023-10-12,0.4,0.576399164719061
SZSE.000536,2023-10-12,4.68,5.04,4.61,4.93,4.83,0.1,2.0704,4367265.17,211010.4695,5.31,4.35,,,华映科技,0.87,15.81,8.9,1970537,2396728,27.66,27.63,0.0,元器件,福建,136.22,136.37,4.83,1.24,4737,0.0,6.94,70.79441649530001,false,false,false,,未涨停,未涨停,4天4板,4.970000000000001,4.735714285714286,-3.1055900621118084,4.102564102564096,4.831638595006586,false,1.77,断板,4.5442857142857145,-3.9761,4.86899688115026,6.287331027978619,1,SZSE.000536,2023-10-12T09:30:00.000000,4.68,2023-10-13T11:30:00.000000,4.9,4.282887217018957,1.5,未涨停卖出,2023-10-12,0.4,1.713154886807583
SZSE.000727,2023-10-12,2.68,3.07,2.68,3.07,2.79,0.28,10.0358,4203048.65,124923.73160000001,3.07,2.51,,,冠捷科技,1.16,12.29,13.98,1593925,2609124,45.3,34.19,157.86,元器件,江苏,104.97,139.06,2.97,9.21,3329,0.0,14.55,73.4173609474,true,false,false,,涨停,5天3板,3天2板,2.81,2.68,-3.9426523297490994,14.552238805970136,2.9722171214934665,false,2.18,断板,2.5871428571428576,-5.4237,2.969210198504309,7.840971838763096,1,SZSE.000727,2023-10-12T09:30:00.000000,2.68,2023-10-16T11:30:00.000000,3.5,30.075669556409558,2.5,未涨停卖出,2023-10-12,0.4,12.030267822563824
SHSE.600198,2023-10-13,7.55,7.6,7.38,7.45,7.81,-0.36,-4.6095,498273.65,37284.9939,8.59,7.03,,,大唐电信,0.91,5.66,2.82,297149,201125,13.14,8.8,0.0,通信设备,北京,65.59,97.87,7.48,-3.97,4005,0.0,0.95,43.290736544000005,false,false,false,,未涨停,未涨停,3天2板,7.504,7.247142857142856,-3.3290653008962843,2.7991326631184825,7.482834763588241,false,5.77,炸板,7.081428571428572,4.8322,7.859852308588856,10.288480936050018,1,SHSE.600198,2023-10-13T09:30:00.000000,7.55,2023-10-16T11:30:00.000000,7.17,-5.412221913788329,1.5,未涨停卖出,2023-10-13,0.4,-2.164888765515332
SZSE.002514,2023-10-13,10.68,11.37,10.58,11.12,11.04,0.08,0.7246,1465729.9,161779.6248,12.14,9.94,,,宝馨科技,2.73,26.46,7.16,773042,692688,7.2,5.54,763.69,机械基件,江苏,61.61,80.07,11.04,1.71,4719,0.01,5.1,48.89616899999999,false,false,true,断板,断板,断板,3天3板,10.474,9.862857142857141,-3.2608695652173862,12.746234067207427,11.037478651421385,false,7.6,断板,9.485714285714286,0.0,11.235227922976037,16.38554216867469,1,SZSE.002514,2023-10-13T09:30:00.000000,10.68,2023-10-16T11:30:00.000000,10.07,-6.088011243430741,1.5,未涨停卖出,2023-10-13,0.4,-2.435204497372297
SZSE.002369,2023-10-16,6.46,7.48,6.15,7.48,6.8,0.68,10.0,1510135.77,101438.0943,7.48,6.12,,,卓翼科技,1.05,26.67,19.56,857145,652991,5.67,5.66,0.0,通信设备,深圳,42.35,42.41,6.72,11.42,4510,0.01,21.63,35.07225870720001,true,false,false,,涨停,12天6板,9天5板,6.87,6.725714285714285,-4.999999999999998,11.214953271028055,6.717150624145536,true,4.45,断板,6.444285714285714,2.8744,6.894053122617637,5.519840390157396,1,SZSE.002369,2023-10-16T09:30:00.000000,6.46,2023-10-17T11:30:00.000000,7.3,12.551985811658403,1.5,未涨停卖出,2023-10-16,0.4,5.0207943246633615
SZSE.002514,2023-10-16,10.8,10.82,10.01,10.13,11.12,-0.99,-8.9029,1361334.85,139063.9129,12.23,10.01,,,宝馨科技,1.7,24.57,7.28,708508,652827,7.2,5.54,695.7,机械基件,江苏,56.12,72.94,10.22,-7.48,4584,0.01,1.2,44.543002875000006,false,false,false,,未涨停,未涨停,3天3板,10.674000000000001,10.114285714285714,-2.8776978417266053,0.15536723163842983,10.215261359099122,true,7.6,断板,9.862857142857141,0.7246,11.037478651421385,12.746234067207427,1,SZSE.002514,2023-10-16T09:30:00.000000,10.8,2023-10-17T11:30:00.000000,10.36,-4.457011902121684,1.5,未涨停卖出,2023-10-16,0.4,-1.7828047608486735
SHSE.603496,2023-10-17,39.86,42.99,38.88,39.0,41.27,-2.27,-5.5004,653272.84,265486.2161,45.4,37.14,,,恒为科技,0.79,20.4,9.96,329862,323411,3.2,3.2,370.62,IT设备,上海,124.88,124.88,40.64,-5.82,4704,0.0,0.31,89.9476344,false,false,false,,未涨停,未涨停,9天6板,37.982,36.332857142857144,-3.4165253210564663,7.340856367711239,40.639408198877526,false,17.65,断板,35.01,6.0653,40.13212754661695,17.880605541273937,1,SHSE.603496,2023-10-17T09:30:00.000000,39.86,2023-10-18T11:30:00.000000,39.86,-0.3992015968063984,1.5,未涨停卖出,2023-10-17,0.0,-0.0
SZSE.002387,2023-10-18,10.65,11.9,10.65,11.25,11.16,0.09,0.8065,1471291.26,168514.0954,12.28,10.04,,,维信诺,2.7,10.72,11.2,669068,802223,13.82,13.73,0.0,元器件,江苏,154.41,155.44,11.45,2.05,4623,0.0,5.63,61.4400552,false,false,true,断板,断板,断板,2天2板,10.368,9.774285714285714,-4.569892473118277,15.097924583455132,11.453483071733872,false,7.23,断板,9.314285714285715,3.7175,10.917413529041879,19.815950920245392,1,SZSE.002387,2023-10-18T09:30:00.000000,10.65,2023-10-19T11:30:00.000000,10.93,2.2194109433714733,1.5,未涨停卖出,2023-10-18,0.4,0.8877643773485894
SZSE.000766,2023-10-19,14.42,14.42,13.64,13.64,15.15,-1.51,-9.967,949716.15,131509.0305,16.67,13.64,,,通化金马,0.57,9.83,5.15,497042,452674,9.66,9.66,611.64,化学制药,吉林,131.76,131.83,13.85,-8.32,4453,0.0,0.0,105.802585592,false,false,true,断板,断板,断板,4天3板,14.718,14.164285714285715,-4.818481848184821,-3.701462430660613,13.847193237684753,true,6.17,断板,13.957142857142857,-3.8095,14.937080819739455,8.546571136131014,1,SZSE.000766,2023-10-19T09:30:00.000000,14.42,2023-10-20T09:30:00.000000,12.9,-10.898037489514723,1.0,止损卖出,2023-10-19,0.4,-4.359214995805889
SZSE.002456,2023-10-19,10.44,11.14,10.09,10.57,10.82,-0.25,-2.3105,7638937.93,818246.0825,11.9,9.74,,,欧菲光,0.96,23.59,9.7,3900077,3738861,32.58,32.39,0.0,元器件,深圳,342.34,344.35,10.71,-0.66,4744,0.01,4.76,256.6033009288,false,false,false,,未涨停,未涨停,6天6板,10.558000000000002,10.094285714285714,-3.512014787430691,4.7127087461081265,10.71151631284429,false,5.6,炸板,9.69,3.0476,10.718164197802476,11.661506707946344,1,SZSE.002456,2023-10-19T09:30:00.000000,10.44,2023-10-20T11:30:00.000000,10.01,-4.501533331803826,1.5,未涨停卖出,2023-10-19,0.4,-1.8006133327215306
SZSE.002657,2023-10-19,16.79,18.97,16.79,18.09,17.53,0.56,3.1945,681664.89,121436.2802,19.28,15.78,,,中科金财,2.0,20.34,12.44,328671,352994,3.4,3.35,0.0,软件服务,北京,60.62,61.52,17.81,4.84,4641,0.0,7.74,55.478151504,false,false,true,断板,断板,断板,2天2板,16.802,16.220000000000002,-4.221334854535094,11.528976572133152,17.81465966363619,false,13.9,断板,15.742857142857146,-0.9045,18.143628399827993,11.352087114337555,1,SZSE.002657,2023-10-19T09:30:00.000000,16.79,2023-10-20T11:30:00.000000,16.77,-0.5178445966910807,1.5,未涨停卖出,2023-10-19,0.4,-0.20713783867643232
SHSE.600449,2023-10-20,19.89,21.17,18.94,19.03,20.57,-1.54,-7.4866,583627.66,115690.26550000001,22.63,18.51,,,宁夏建材,1.3,12.21,10.84,320473,263155,4.78,4.78,30.03,水泥,宁夏,91.0,91.0,19.82,-6.74,4554,0.0,0.48,46.377240001400004,false,false,true,断板,断板,断板,3天2板,19.88,19.06714285714285,-3.305785123966941,-0.19480032966206032,19.822615244109574,false,15.51,断板,18.69571428571428,-4.5032,21.67606411462802,10.02521586307025,1,SHSE.600449,2023-10-20T09:30:00.000000,19.89,2023-10-23T11:30:00.000000,19.0,-4.855949237773836,1.5,未涨停卖出,2023-10-20,0.4,-1.9423796951095345
SHSE.600733,2023-10-20,6.63,7.39,6.63,7.04,6.89,0.15,2.1771,3959788.87,281997.9815,7.58,6.2,,,北汽蓝谷,1.28,10.12,11.03,1895896,2063893,55.74,39.12,0.0,汽车整车,北京,275.42,392.37,7.12,2.92,4738,0.0,6.18,179.41295405440002,false,false,true,断板,断板,断板,3天2板,6.624,6.315714285714286,-3.7735849056603743,11.467993666591267,7.121540838615468,false,4.89,断板,6.081428571428572,0.8785,6.804578713992527,13.295748179469097,1,SHSE.600733,2023-10-20T09:30:00.000000,6.63,2023-10-23T11:30:00.000000,7.09,6.51126103750266,1.5,未涨停卖出,2023-10-20,0.4,2.604504415001064
SHSE.600839,2023-10-20,6.36,6.88,6.06,6.68,6.61,0.07,1.059,9304575.55,602721.2443,7.27,5.95,,,四川长虹,1.0,20.16,12.41,4746963,4557613,46.16,46.15,76.25,家用电器,四川,308.28,308.37,6.48,1.8,4744,0.0,10.23,236.68209060919997,false,false,true,断板,断板,断板,5天3板,6.352,6.032857142857144,-3.7821482602118,10.726971347383355,6.477686607638969,false,3.92,断板,5.752857142857144,-0.3017,6.869881817256428,14.899428855227209,1,SHSE.600839,2023-10-20T09:30:00.000000,6.36,2023-10-23T11:30:00.000000,6.88,7.7442599078572245,1.5,未涨停卖出,2023-10-20,0.4,3.09770396314289
SZSE.000413,2023-10-20,2.31,2.48,2.27,2.33,2.42,-0.09,-3.719,4417583.31,104360.84610000001,2.66,2.18,,,东旭光电,0.66,8.78,8.68,2384769,2032814,56.33,50.29,0.0,元器件,河北,117.18,131.24,2.36,-2.84,4697,0.0,2.64,98.2008180705,false,false,true,断板,断板,断板,4天3板,2.4099999999999997,2.3299999999999996,-4.5454545454545405,1.9059622740346037e-14,2.362396785223277,false,1.84,断板,2.2885714285714287,-4.7244,2.5559682618397153,5.742821473158543,1,SZSE.000413,2023-10-20T09:30:00.000000,2.31,2023-10-23T11:30:00.000000,2.44,5.206038140169876,1.5,未涨停卖出,2023-10-20,0.4,2.0824152560679505
SZSE.002657,2023-10-20,17.57,17.7,16.47,16.65,18.09,-1.44,-7.9602,469433.24,79602.3598,19.9,16.28,,,中科金财,1.0,14.01,6.8,268487,200946,3.4,3.35,0.0,软件服务,北京,55.8,56.62,16.96,-7.08,4425,0.0,1.09,51.06198024,false,false,false,,未涨停,未涨停,2天2板,17.208,16.48857142857143,-2.874516307352126,0.979033096517055,16.957120420360518,false,13.9,断板,16.220000000000002,3.1945,17.81465966363619,11.528976572133152,1,SZSE.002657,2023-10-20T09:30:00.000000,17.57,2023-10-23T11:30:00.000000,17.6,-0.2291376268521519,1.5,未涨停卖出,2023-10-20,0.4,-0.09165505074086076
SZSE.002176,2023-10-24,12.63,13.46,12.26,12.42,12.96,-0.54,-4.1667,3020070.28,386540.36660000007,14.26,11.66,,,江特电机,1.13,17.7,9.26,1508101,1511969,17.06,17.06,0.0,小金属,江西,211.89,211.93,12.8,-4.78,4742,0.0,1.31,181.97083300859998,false,false,true,断板,断板,断板,2天2板,12.292000000000002,11.998571428571427,-2.5462962962962967,3.5123228955828174,12.799052033981145,false,8.52,断板,11.79142857142857,-1.7437,13.669617858019915,9.910346498667334,1,SZSE.002176,2023-10-24T09:30:00.000000,12.63,2023-10-25T11:30:00.000000,12.66,-0.16262012791519406,1.5,未涨停卖出,2023-10-24,0.4,-0.06504805116607763
SZSE.002176,2023-10-25,12.0,12.92,11.76,12.22,12.42,-0.2,-1.6103,2558881.35,317899.2951,13.66,11.18,,,江特电机,0.88,15.0,9.34,1277023,1281858,17.06,17.06,0.0,小金属,江西,208.48,208.51,12.42,-2.08,4740,0.0,3.91,179.0405458426,false,false,false,,未涨停,未涨停,2天2板,12.556000000000001,12.155714285714286,-3.3816425120772946,0.52885180397227,12.42336988778319,false,8.52,断板,11.998571428571427,-4.1667,12.799052033981145,3.5123228955828174,1,SZSE.002176,2023-10-25T09:30:00.000000,12.0,2023-10-26T11:30:00.000000,12.03,-0.15019960079839895,1.5,未涨停卖出,2023-10-25,0.4,-0.06007984031935958
SZSE.002122,2023-10-27,4.13,4.28,3.96,4.14,4.24,-0.1,-2.3585,1997499.49,81871.10710000001,4.66,3.82,,,汇洲智能,0.93,10.07,7.55,1022513,974986,19.92,19.83,49.38,机械基件,浙江,82.08,82.47,4.1,-4.5,4463,0.0,4.55,55.6415474634,false,false,true,断板,断板,断板,2天1板,4.108,3.9614285714285713,-2.5943396226415167,4.507753335737464,4.09867974985065,false,3.05,断板,3.8785714285714286,-3.8549,4.348962069366422,9.318600368324132,1,SZSE.002122,2023-10-27T09:30:00.000000,4.13,2023-10-30T11:30:00.000000,4.09,-1.3638582399366046,1.5,未涨停卖出,2023-10-27,0.4,-0.5455432959746419
SZSE.000541,2023-10-30,8.0,8.15,7.78,7.88,8.23,-0.35,-4.2527,1027189.33,81608.86540000001,9.05,7.41,,,佛山照明,0.78,9.72,4.5,622522,404667,13.62,10.57,33.72,家用电器,广东,83.25,107.33,7.94,-5.86,4518,0.0,1.29,40.601275977200004,false,false,true,断板,断板,断板,4天2板,7.918000000000001,7.635714285714286,-2.7946537059538326,3.199251637043959,7.944870825322924,false,5.43,断板,7.507142857142857,-1.3189,8.577377313046853,9.628924833491919,1,SZSE.000541,2023-10-30T09:30:00.000000,8.0,2023-10-31T11:30:00.000000,7.59,-5.503742514970058,1.5,未涨停卖出,2023-10-30,0.4,-2.2014970059880232
SHSE.603985,2023-10-31,45.03,45.55,41.98,41.98,46.64,-4.66,-9.9914,595889.51,252400.68870000003,51.3,41.98,,,恒润股份,1.16,13.52,7.65,213279,382611,4.41,4.41,239.06,机械基件,江苏,185.07,185.07,42.36,-9.9,3943,0.0,0.0,76.5178397542,false,false,false,,未涨停,未涨停,5天4板,45.016,42.815714285714286,-3.451972555746139,-1.9518868239298062,42.35696122591586,true,24.13,断板,41.434285714285714,1.0399,46.0012705780773,12.563784305613021,1,SHSE.603985,2023-10-31T09:30:00.000000,45.03,2023-11-01T11:30:00.000000,44.39,-1.8148025512377473,1.5,未涨停卖出,2023-10-31,0.4,-0.725921020495099
SHSE.603629,2023-11-01,32.0,35.49,31.52,33.7,33.23,0.47,1.4144,391793.73,131113.0111,36.55,29.91,,,利通电子,1.26,15.38,11.95,194212,197582,2.55,2.55,210.27,元器件,江苏,85.87,85.87,33.46,1.27,4414,0.0,6.92,43.81809474000001,false,false,true,断板,断板,断板,2天2板,33.584,32.53,-3.7014745711706194,3.5966799877036633,33.46480585587727,false,21.8,断板,31.50142857142857,-9.9946,34.33925326994585,5.487279488458571,1,SHSE.603629,2023-11-01T09:30:00.000000,32.0,2023-11-02T11:30:00.000000,33.3,3.6470808383233284,1.5,未涨停卖出,2023-11-01,0.4,1.4588323353293315
SHSE.600203,2023-11-03,8.49,9.19,8.41,8.56,8.78,-0.22,-2.5057,756957.87,66407.5313,9.66,7.9,,,福日电子,0.65,12.77,8.88,374656,382302,5.93,5.93,0.0,元器件,福建,50.76,50.76,8.77,-3.22,4312,0.0,1.78,36.616999008,false,false,true,断板,断板,断板,8天4板,8.782,8.641428571428573,-3.302961275626414,-0.942304513142683,8.772949450938398,false,6.19,断板,8.512857142857145,-4.7722,8.954999852257737,3.138110421211578,1,SHSE.600203,2023-11-03T09:30:00.000000,8.49,2023-11-06T11:30:00.000000,8.8,3.2375766723326183,1.5,未涨停卖出,2023-11-03,0.4,1.2950306689330473
SZSE.000676,2023-11-08,8.46,9.08,8.3,8.94,8.71,0.23,2.6406,2782838.64,240990.12340000004,9.58,7.84,,,智度股份,1.02,21.83,8.96,1456595,1326244,12.77,12.75,52.47,互联网,广东,113.97,114.12,8.66,2.68,4723,0.0,7.71,85.8707693418,false,false,false,,未涨停,未涨停,4天3板,8.898,8.714285714285715,-2.870264064293915,2.590163934426212,8.659866940758018,false,5.65,炸板,8.484285714285715,-1.8038,9.174102261873234,2.6603805354436805,1,SZSE.000676,2023-11-08T09:30:00.000000,8.46,2023-11-09T11:30:00.000000,8.23,-3.107024721243108,1.5,未涨停卖出,2023-11-08,0.4,-1.2428098884972432
SHSE.601901,2023-11-10,9.04,10.24,9.0,9.82,9.31,0.51,5.478,7548522.72,756262.3373,10.24,8.38,,,方正证券,2.31,9.17,13.32,3725585,3822938,82.32,82.32,31.32,证券,湖南,808.39,808.39,10.02,5.95,4741,0.0,9.11,399.60262990940004,false,true,false,,炸板,5天2板,2天2板,9.278,8.815714285714286,-2.900107411385621,11.391994814454709,10.018680016637747,false,7.1,断板,8.498571428571427,2.4202,9.14814337730891,9.547823163556922,1,SHSE.601901,2023-11-10T09:30:00.000000,9.04,2023-11-13T11:30:00.000000,9.26,2.0247116386695514,1.5,未涨停卖出,2023-11-10,0.4,0.8098846554678206
SHSE.603533,2023-11-10,22.03,23.24,21.92,22.71,22.71,0.0,0.0,323054.44,73620.9562,24.98,20.44,,,掌阅科技,0.67,7.36,5.81,158053,165001,4.39,4.39,210.65,互联网,北京,99.67,99.67,22.79,0.47,4361,0.0,3.6,48.421642017,false,false,true,断板,断板,断板,5天3板,23.338,22.642857142857146,-2.994275649493614,0.29652996845424895,22.789024722891906,false,17.85,断板,22.101428571428578,-9.9881,23.321401407119573,2.7535388791933046,1,SHSE.603533,2023-11-10T09:30:00.000000,22.03,2023-11-13T11:30:00.000000,24.08,8.869143238715486,1.5,未涨停卖出,2023-11-10,0.4,3.5476572954861947
SHSE.601901,2023-11-13,9.55,9.63,9.09,9.29,9.82,-0.53,-5.3971,4675713.85,433986.1004,10.8,8.84,,,方正证券,1.03,5.68,5.5,2524772,2150942,82.32,82.32,29.63,证券,湖南,764.76,764.76,9.28,-5.65,4738,0.0,2.2,378.0354818593,false,false,false,,未涨停,未涨停,2天2板,9.406,9.077142857142857,-2.7494908350305454,2.3449795404469604,9.281707870125542,false,7.1,炸板,8.815714285714286,5.478,10.018680016637747,11.391994814454709,1,SHSE.601901,2023-11-13T09:30:00.000000,9.55,2023-11-14T11:30:00.000000,9.29,-3.110846370087076,1.5,未涨停卖出,2023-11-13,0.4,-1.2443385480348306
SZSE.000828,2023-11-14,12.0,12.43,11.52,11.98,12.38,-0.4,-3.231,1046429.8,124439.73370000001,13.62,11.14,,,东莞控股,1.3,10.07,7.35,560619,485811,10.4,10.4,12.49,路桥,广东,124.53,124.53,11.89,-3.4,4589,0.0,3.99,37.57803115040001,false,false,false,,未涨停,未涨停,4天4板,12.664,12.021428571428572,-3.0694668820678577,-0.3446226975638772,11.891837722893596,false,8.55,断板,11.598571428571429,-10.0291,12.592177439875394,6.737282916615352,1,SZSE.000828,2023-11-14T09:30:00.000000,12.0,2023-11-15T11:30:00.000000,12.03,-0.15019960079840394,1.5,未涨停卖出,2023-11-14,0.4,-0.06007984031936158
SZSE.002238,2023-11-15,11.88,13.63,11.55,13.63,12.39,1.24,10.0081,1392450.2,177884.88950000002,13.63,11.15,,,天威视讯,2.02,17.35,16.79,727058,665392,8.03,8.03,103.45,影视音像,深圳,109.39,109.39,12.77,9.28,4202,0.0,18.01,37.567482913700005,true,false,false,,涨停,10天8板,7天7板,12.668000000000001,11.937142857142858,-4.116222760290555,14.181426519865967,12.77495521922436,false,5.93,断板,11.24,-3.5798,12.065688842409928,10.231316725978651,1,SZSE.002238,2023-11-15T09:30:00.000000,11.88,2023-11-16T11:30:00.000000,12.79,7.230152489633523,1.5,未涨停卖出,2023-11-15,0.4,2.8920609958534094
SZSE.002584,2023-11-15,8.6,9.79,8.55,9.79,8.9,0.89,10.0,1841614.24,173976.9653,9.79,8.01,,,西陇科学,1.34,42.58,13.93,933583,908031,5.85,4.32,145.68,化工原料,广东,42.34,57.29,9.45,9.28,3079,0.01,14.5,37.500900643799994,true,false,false,,涨停,6天5板,4天4板,8.552,7.911428571428571,-3.37078651685394,23.745034308414585,9.446981974900455,false,5.27,断板,7.377142857142857,1.1364,8.687682577182482,20.642912470952755,1,SZSE.002584,2023-11-15T09:30:00.000000,8.6,2023-11-21T11:30:00.000000,13.34,54.4970524068143,4.5,未涨停卖出,2023-11-15,0.4,21.79882096272572
SZSE.002512,2023-11-16,5.9,6.31,5.85,5.88,6.14,-0.26,-4.2345,2767074.37,168042.39190000002,6.75,5.53,,,达华智能,2.04,26.39,7.49,1478416,1288658,11.47,10.48,327.81,元器件,福建,61.65,67.45,6.07,-3.01,4733,0.01,0.51,44.460796212,false,false,true,断板,断板,断板,2天2板,5.702,5.512857142857143,-3.908794788273605,6.659756413578637,6.07292647143416,false,4.23,炸板,5.394285714285715,1.8242,6.3663787526074,13.824152542372861,1,SZSE.002512,2023-11-16T09:30:00.000000,5.9,2023-11-17T11:30:00.000000,5.85,-1.2432761595453339,1.5,未涨停卖出,2023-11-16,0.4,-0.4973104638181336
SHSE.603496,2023-11-20,43.6,45.97,43.05,43.98,44.96,-0.98,-2.1797,652592.67,288825.8117,49.46,40.46,,,恒为科技,1.36,20.38,6.49,345974,306619,3.2,3.2,331.76,IT设备,上海,140.83,140.83,44.26,-2.64,4727,0.0,2.16,101.433255408,false,false,true,断板,断板,断板,6天4板,41.19199999999999,38.40857142857143,-3.0249110320284682,14.505690694041503,44.25820653180183,false,26.77,断板,37.00285714285714,5.0958,43.51555501501515,21.504130955138617,1,SHSE.603496,2023-11-20T09:30:00.000000,43.6,2023-11-21T11:30:00.000000,40.66,-7.115402223076798,1.5,未涨停卖出,2023-11-20,0.4,-2.8461608892307195
SZSE.002239,2023-11-23,3.6,3.7,3.38,3.39,3.74,-0.35,-9.3583,4685105.82,164572.2023,4.11,3.37,,,奥特佳,1.42,14.45,8.56,2830754,1854352,32.43,32.43,130.68,汽车配件,江苏,109.94,109.95,3.51,-10.14,4737,0.0,0.3,75.45508609110001,false,false,true,断板,断板,断板,4天4板,3.658,3.447142857142857,-3.7433155080213933,-1.6576875259013617,3.5126677736384617,true,2.51,断板,3.3557142857142854,-8.3333,3.891171620786878,11.451681566624112,1,SZSE.002239,2023-11-23T09:30:00.000000,3.6,2023-11-24T11:30:00.000000,3.34,-7.59259259259261,1.5,未涨停卖出,2023-11-23,0.4,-3.0370370370370443
SZSE.002400,2023-11-23,6.9,7.0,6.45,6.5,7.11,-0.61,-8.5795,3778827.22,251146.13950000002,7.82,6.4,,,省广集团,0.89,22.57,7.74,2210556,1568271,17.43,16.74,97.02,广告包装,广东,108.82,113.32,6.65,-9.36,4743,0.0,0.78,87.539393175,false,false,true,断板,断板,断板,4天3板,6.872,6.558571428571428,-2.953586497890295,-0.8930516227401326,6.646139790958741,true,4.73,断板,6.42,-3.6585,7.3197402235876625,10.747663551401876,1,SZSE.002400,2023-11-23T09:30:00.000000,6.9,2023-11-24T11:30:00.000000,6.29,-9.204489571581494,1.5,未涨停卖出,2023-11-23,0.4,-3.681795828632598
SZSE.002892,2023-11-24,18.56,20.62,18.56,20.17,19.44,0.73,3.7551,992687.09,197660.6516,21.38,17.5,,,科力尔,1.05,36.03,10.6,449891,542796,4.44,2.76,158.47,电气设备,湖南,55.57,89.58,19.91,4.7,4678,0.01,8.67,45.5584205213,false,false,false,,未涨停,未涨停,3天3板,19.381999999999998,18.344285714285714,-4.526748971193428,9.95249591153338,19.91167746525242,false,12.67,断板,17.60571428571428,1.3556,18.88742350117705,10.418695228821845,1,SZSE.002892,2023-11-24T09:30:00.000000,18.56,2023-11-27T11:30:00.000000,18.29,-1.8481356253011278,1.5,未涨停卖出,2023-11-24,0.4,-0.7392542501204512
SZSE.000670,2023-11-29,7.8,7.96,7.45,7.49,8.14,-0.65,-7.9853,864952.42,66911.922,8.95,7.33,,,盈方微,1.13,11.98,6.27,496877,368075,8.17,7.22,0.0,元器件,湖北,54.09,61.17,7.74,-7.08,4555,0.0,0.54,46.7079378024,false,false,false,,未涨停,未涨停,2天2板,8.074000000000002,7.837142857142857,-4.176904176904186,-4.4294567991250435,7.735907831785706,false,5.85,断板,7.807142857142858,1.2438,7.816960161959062,4.2634949679780405,1,SZSE.000670,2023-11-29T09:30:00.000000,7.8,2023-11-30T11:30:00.000000,7.17,-8.443881467833574,1.5,未涨停卖出,2023-11-29,0.4,-3.3775525871334295
