code,underlying,trading_date,datetime,pre_close,open,high,low,close,limit_up,limit_down,volume,turnover,pct,adj,vwap,mv_A_free_float,not_abnormal,is_limit_up,is_broken_limit,is_db,limit_status_ext,limit_status,limit_desc,last_limit_desc,sma_5,sma_10,sma_7,open_pct,lowest_30,volume_ratio_5,body_ratio,upper_shadow_ratio,lower_shadow_ratio,candle_direction,prev_limit_status,prev_sma_7,prev_sma_10,prev_sma_5,pre_volume_ratio_5,pre_pct,pre_body_ratio,pre_upper_shadow_ratio,pre_lower_shadow_ratio,pre_candle_direction,signal,code_right,buy_date,buy_price,sell_date,sell_price,profit,holding_days,trading_date_right
SZSE.002104,stock,2021-05-13,2021-05-13T16:00:00.000+0800,7.07,6.85,7.09,6.71,6.72,7.78,6.36,54876360.0,377253856.0,-4.95,6.537245750427246,6.87,3710350170.24,1,false,false,true,断板,断板,断板,2天2板,6.734,6.2700000000000005,6.421428571428572,-3.1117397454031206,5.6,0.8495650025358596,0.3421052631578946,0.6315789473684218,0.026315789473683657,-1,断板,6.298571428571429,6.186000000000001,6.516,1.3545544709636312,2.76,0.24390243902439038,0.37804878048780427,0.3780487804878054,1,1,SZSE.002104,2021-05-13 09:30,6.85,2021-05-14 11:28:00,6.7,-2.2484495527254,1.49,2021-05-13
SZSE.002162,stock,2021-05-13,2021-05-13T16:00:00.000+0800,8.47,8.22,8.77,7.85,8.13,9.32,7.62,130156280.0,1079071104.0,-4.01,2.2055816650390625,8.29,3187287980.4600005,1,false,false,true,断板,断板,断板,6天3板,8.046000000000001,7.252,7.640000000000001,-2.9515938606847696,4.11,0.859357839257207,0.09782608695652159,0.5978260869565206,0.30434782608695776,-1,断板,7.417142857142857,7.031999999999999,7.7540000000000004,1.0862400793245242,3.04,0.282352941176471,0.3647058823529398,0.3529411764705892,1,1,SZSE.002162,2021-05-13 09:30,8.22,2021-05-14 11:28:00,7.86,-4.436917100052467,1.49,2021-05-13
SHSE.600744,stock,2021-05-14,2021-05-14T16:00:00.000+0800,6.48,6.28,6.75,6.2,6.21,7.13,5.83,202414896.0,1300775680.0,-4.17,4.026995658874512,6.43,3909642585.75,1,false,false,true,断板,断板,断板,4天3板,6.29,5.656000000000001,6.001428571428571,-3.0864197530864224,4.61,0.8729124334679227,0.12727272727272784,0.8545454545454544,0.0181818181818178,-1,断板,5.7871428571428565,5.524,6.1240000000000006,1.1014842535986957,2.37,0.40625000000000067,0.46874999999999933,0.125,1,1,SHSE.600744,2021-05-14 09:30,6.28,2021-05-17 11:28:00,6.27,-0.21912216144075164,1.49,2021-05-14
SZSE.000615,stock,2021-05-14,2021-05-14T16:00:00.000+0800,26.82,26.04,26.27,24.14,24.89,29.5,24.14,101352200.0,2517393664.0,-7.2,9.084980964660645,24.84,11070308449.47,1,false,false,true,断板,断板,断板,12天6板,24.25,21.842000000000002,23.004285714285714,-2.9082774049217046,10.63,1.0383709988576548,0.5399061032863846,0.10798122065727725,0.35211267605633817,-1,炸板,22.445714285714285,20.96,23.172,1.1103063917812095,6.47,0.2,0.33846153846153837,0.4615384615384616,1,1,SZSE.000615,2021-05-14 09:30,26.04,2021-05-17 11:28:00,24.5,-5.970413177122121,1.49,2021-05-14
SZSE.000893,stock,2021-05-14,2021-05-14T16:00:00.000+0800,15.5,15.01,15.63,14.58,15.54,17.05,13.95,28796636.0,436209696.0,0.26,2.043193817138672,15.15,3668122920.8399997,1,false,false,true,断板,断板,断板,5天3板,14.536000000000001,13.134,13.930000000000001,-3.161290322580647,10.5,0.966207682969123,0.5047619047619039,0.08571428571428721,0.40952380952380896,1,断板,13.321428571428571,12.663,13.912,1.2358139519444051,1.84,0.05586592178770927,0.547486033519553,0.3966480446927377,1,1,SZSE.000893,2021-05-14 09:30,15.01,2021-05-17 11:28:00,15.08,0.4060940278875726,1.49,2021-05-14
SZSE.000615,stock,2021-05-17,2021-05-17T16:00:00.000+0800,24.89,24.05,25.09,23.08,24.56,27.38,22.4,72861296.0,1768497152.0,-1.33,9.084980964660645,24.27,10923534572.88,1,false,false,true,断板,断板,断板,12天6板,24.872,22.564,23.615714285714287,-3.3748493370831656,10.63,0.7842339295781738,0.2537313432835809,0.26368159203980135,0.4825870646766177,1,断板,23.004285714285714,21.842000000000002,24.25,1.0383709988576548,-7.2,0.5399061032863846,0.10798122065727725,0.35211267605633817,-1,1,SZSE.000615,2021-05-17 09:30,24.05,2021-05-18 11:28:00,24.46,1.6437771371291348,1.49,2021-05-17
SZSE.000718,stock,2021-05-17,2021-05-17T16:00:00.000+0800,7.47,7.28,7.98,7.1,7.91,8.22,6.72,274694880.0,2076202880.0,5.89,8.05556869506836,7.56,7485244129.37,1,false,false,true,断板,断板,断板,2天2板,7.06,6.795999999999999,6.8428571428571425,-2.5435073627844647,3.93,1.3472737412126492,0.7159090909090902,0.0795454545454548,0.20454545454545506,1,炸板,6.7128571428571435,6.57,6.7379999999999995,1.7816489838138043,2.61,0.029850746268656084,0.8059701492537314,0.16417910447761244,1,1,SZSE.000718,2021-05-17 09:30,7.28,2021-05-18 11:28:00,7.47,2.548342640065125,1.49,2021-05-17
SHSE.600227,stock,2021-05-18,2021-05-18T16:00:00.000+0800,3.87,3.68,3.77,3.48,3.63,4.26,3.48,126012560.0,455843616.0,-6.2,5.754664897918701,3.62,3582126235.0499997,1,false,false,true,断板,断板,断板,3天3板,3.8519999999999994,3.4659999999999997,3.6614285714285715,-4.90956072351421,2.68,1.1329070857843013,0.17241379310344918,0.31034482758620635,0.5172413793103444,-1,断板,3.5785714285714287,3.3890000000000002,3.772,1.4236292708921279,-10.0,1.0,0.0,0.0,-1,1,SHSE.600227,2021-05-18 09:30,3.68,2021-05-19 11:28:00,3.62,-1.6894388205277542,1.49,2021-05-18
SZSE.000625,stock,2021-05-18,2021-05-18T16:00:00.000+0800,23.77,23.01,23.67,22.64,23.47,26.15,21.39,253168432.0,5836754432.0,-1.26,7.79387903213501,23.05,54024139362.079994,1,false,false,true,断板,断板,断板,5天3板,22.524,20.056,21.5,-3.1973075305006224,14.16,0.7823155418743876,0.4466019417475697,0.19417475728155595,0.35922330097087435,1,断板,20.534285714285716,19.368000000000002,21.73,1.062052192419045,3.3,0.4662576687116555,0.23312883435582776,0.30061349693251677,1,1,SZSE.000625,2021-05-18 09:30,23.01,2021-05-19 11:28:00,24.57,6.7156124349135995,1.49,2021-05-18
SZSE.000718,stock,2021-05-18,2021-05-18T16:00:00.000+0800,7.91,7.64,7.85,7.31,7.69,8.7,7.12,200957568.0,1520197760.0,-2.78,8.05556869506836,7.56,7277057819.83,1,false,false,true,断板,断板,断板,2天2板,7.394,6.9430000000000005,7.041428571428571,-3.413400758533508,3.96,1.0035868436099047,0.0925925925925939,0.2962962962962949,0.6111111111111112,1,断板,6.8428571428571425,6.795999999999999,7.06,1.3472737412126492,5.89,0.7159090909090902,0.0795454545454548,0.20454545454545506,1,1,SZSE.000718,2021-05-18 09:30,7.64,2021-05-20 11:28:00,7.89,3.2103065415454037,2.49,2021-05-18
SZSE.002426,stock,2021-05-18,2021-05-18T16:00:00.000+0800,2.7,2.62,2.97,2.56,2.97,2.97,2.43,238471344.0,678510080.0,10.0,5.273509979248047,2.85,7836595760.070001,1,true,false,false,,涨停,7天5板,4天4板,2.902,2.564,2.762857142857143,-2.9629629629629655,2.01,0.8294825136847044,0.8536585365853657,0.0,0.14634146341463422,1,断板,2.6371428571428575,2.475,2.814,1.1449668059135036,-10.0,0.7999999999999997,0.2000000000000003,0.0,-1,1,SZSE.002426,2021-05-18 09:30,2.62,2021-05-19 11:28:00,2.99,14.053684657961405,1.49,2021-05-18
