code,underlying,trading_date,datetime,pre_close,open,high,low,close,limit_up,limit_down,volume,turnover,pct,adj,vwap,mv_A_free_float,not_abnormal,is_limit_up,is_broken_limit,is_db,limit_status_ext,limit_status,limit_desc,last_limit_desc,sma_5,sma_7,ema_7,ewma_volatility_8,open_pct,lowest_30,close_sma7_pct,volume_ratio_5,body_ratio,upper_shadow_ratio,lower_shadow_ratio,candle_direction,prev_limit_status,prev_sma_7,prev_ema_7,pre_volume_ratio_5,pre_pct,pre_vwap,pre_ewma_volatility_8,pre_close_sma7_pct,pre_body_ratio,pre_upper_shadow_ratio,pre_lower_shadow_ratio,pre_candle_direction,code_right,buy_time,buy_price,sell_time,sell_price,profit,holding_days,trading_date_right
SZSE.002279,stock,2023/1/20,2023-01-20T16:00:00.000+0800,8.52,8.12,9.37,8.12,9.37,9.37,7.67,129169160,1168674816,9.98,9.998591423,9.05,5676893377,1,TRUE,FALSE,FALSE,,涨停,20天8板,16天7板,9.12,8.88,8.929430989,9.949683664,-4.694835681,5.41,5.518018018,0.583876531,1,0,0,1,断板,8.81,8.782574652,1.046563653,-9.75,9.1,9.462054942,-3.291713961,0.681818182,0.309090909,0.009090909,-1,SZSE.002279,2023/1/20 9:30,8.12,2023/1/31 11:28,10.29,26.64812625,2.49,2023/1/20
SZSE.002560,stock,2023/1/20,2023-01-20T16:00:00.000+0800,12.49,12.16,12.49,11.25,11.67,13.74,11.24,157152976,1854720640,-6.57,4.229715824,11.8,4197363593,1,FALSE,FALSE,TRUE,断板,断板,断板,5天4板,11.112,10.34,10.54952913,6.811255984,-2.642113691,6.52,12.86266925,1.06433606,0.39516129,0.266129032,0.338709677,-1,断板,9.712857143,10.17603883,1.438038292,9.85,11.5,9.84733642,28.59244006,0.814070352,0,0.185929648,1,SZSE.002560,2023/1/20 9:30,12.16,2023/1/30 11:28,12.52,2.898768527,1.49,2023/1/20
SZSE.002777,stock,2023/1/30,2023-01-30T16:00:00.000+0800,19.98,19.39,19.88,18.48,19.74,21.98,17.98,46786500,895422144,-1.2,5.002142429,19.14,4249813565,1,FALSE,FALSE,TRUE,断板,断板,断板,2天2板,18.186,17.45857143,18.04917674,2.065503328,-2.952952953,14.33,13.0676704,1.421632503,0.25,0.1,0.65,1,断板,16.85857143,17.48556898,2.154283406,6.73,19.52,6.967428981,18.51538005,0.276995305,0.244131455,0.478873239,1,SZSE.002777,2023/1/30 9:30,19.39,2023/1/31 11:28,18.74,-3.410214687,1.49,2023/1/30
SZSE.002777,stock,2023/1/31,2023-01-31T16:00:00.000+0800,19.74,19.05,19.14,18.48,18.58,21.71,17.77,30929820,579871552,-5.88,5.002142429,18.75,4000077814,1,FALSE,FALSE,TRUE,断板,断板,断板,2天2板,18.808,17.90857143,18.18188255,5.723278277,-3.495440729,14.33,3.749202297,0.815624793,0.712121212,0.136363636,0.151515152,-1,断板,17.45857143,18.04917674,1.421632503,-1.2,19.14,2.065503328,13.0676704,0.25,0.1,0.65,1,SZSE.002777,2023/1/31 9:30,19.05,2023/2/1 11:28,19.25,0.989257029,1.49,2023/1/31
SZSE.002401,stock,2023/2/2,2023-02-02T16:00:00.000+0800,18.94,18.21,20.83,18.21,20.83,20.83,17.05,100304208,2016031744,9.98,7.208235264,20.1,3822784465,1,TRUE,FALSE,FALSE,,涨停,7天5板,4天4板,18.576,17.4,17.7795902,9.739925122,-3.854276663,10.58,19.71264368,1.208308329,1,0,0,1,炸板,16.21285714,16.76278694,1.547457068,4.64,18.86,4.549295502,16.82086527,0.334661355,0.386454183,0.278884462,1,SZSE.002401,2023/2/2 9:30,18.21,2023/2/3 11:28,19.26,5.702621998,1.49,2023/2/2
SHSE.600705,stock,2023/2/3,2023-02-03T16:00:00.000+0800,5.18,5.03,5.35,4.97,5.15,5.7,4.66,475014240,2449856000,-0.58,23.15299988,5.16,21042433879,1,FALSE,FALSE,TRUE,断板,断板,断板,9天5板,5.352,5.17,5.052790319,2.524326055,-2.895752896,3.23,-0.386847195,0.897324682,0.315789474,0.526315789,0.157894737,1,断板,5.027142857,5.020387093,1.281865096,-10.07,5.31,10.04656329,3.040636544,1,0,0,-1,SHSE.600705,2023/2/3 9:30,5.03,2023/2/6 11:28,4.78,-5.027179719,1.49,2023/2/3
SZSE.002235,stock,2023/2/3,2023-02-03T16:00:00.000+0800,9.7,9.37,10.67,9.37,10.67,10.67,8.73,251433648,2598235648,10,4.57554388,10.33,4832911349,1,TRUE,FALSE,FALSE,,涨停,4天2板,2天1板,9.166,8.745714286,9.294783222,9.795165443,-3.402061856,4.88,22.00261352,1.255624284,1,0,0,1,断板,8.384285714,8.83637763,1.407317337,5.32,9.47,5.693953022,15.69262225,0.438596491,0.333333333,0.228070175,1,SZSE.002235,2023/2/3 9:30,9.37,2023/2/6 14:57,9.7,3.459783836,1.99,2023/2/3
SZSE.002235,stock,2023/2/7,2023-02-07T16:00:00.000+0800,9.85,9.5,9.8,9.28,9.33,10.84,8.87,150439872,1430406144,-5.28,4.57554388,9.51,4225966531,1,FALSE,FALSE,TRUE,断板,断板,断板,4天2板,9.752,9.287142857,9.407690562,5.466843239,-3.553299492,4.88,0.461467467,0.691906821,0.326923077,0.576923077,0.096153846,-1,断板,9.06,9.433587417,1.033466506,-7.69,9.81,7.832282551,8.719646799,0.709302326,0,0.290697674,-1,SZSE.002235,2023/2/7 9:30,9.5,2023/2/8 11:28,8.97,-5.635583009,1.49,2023/2/7
SZSE.002512,stock,2023/2/7,2023-02-07T16:00:00.000+0800,4.69,4.46,4.98,4.46,4.81,5.16,4.22,209910176,1002380928,2.56,6.932421684,4.78,3670683631,1,FALSE,FALSE,TRUE,断板,断板,断板,2天2板,4.524,4.32,4.40399521,2.611809013,-4.904051173,3.4,11.34259259,1.375045689,0.673076923,0.326923077,0,1,炸板,4.151428571,4.26866028,2.72276044,-2.29,4.95,3.319543942,12.97315898,0.983333333,0,0.016666667,-1,SZSE.002512,2023/2/7 9:30,4.46,2023/2/8 11:28,4.46,-0.059982005,1.49,2023/2/7
SZSE.002167,stock,2023/2/8,2023-02-08T16:00:00.000+0800,9.71,9.35,9.48,8.84,9.13,10.68,8.74,177980304,1628053248,-5.97,7.858571053,9.15,4581985406,1,FALSE,FALSE,TRUE,断板,断板,断板,3天3板,8.996,8.408571429,8.535597879,5.876739655,-3.707518023,5.88,8.579680598,0.942459501,0.34375,0.203125,0.453125,-1,断板,8.018571429,8.337463839,1.199582436,3.96,9.42,4.150548099,21.09388919,0.7,0.3,0,1,SZSE.002167,2023/2/8 9:30,9.35,2023/2/9 11:28,9.38,0.260681154,1.49,2023/2/8
SZSE.002235,stock,2023/2/8,2023-02-08T16:00:00.000+0800,9.33,9.08,9.18,8.61,8.92,10.26,8.4,141595568,1256187264,-4.39,4.57554388,8.87,4040259534,1,FALSE,FALSE,TRUE,断板,断板,断板,4天2板,9.694,9.435714286,9.285767922,4.461945372,-2.679528403,5.15,-5.465556397,0.694200612,0.280701754,0.175438596,0.543859649,-1,断板,9.287142857,9.407690562,0.691906821,-5.28,9.51,5.466843239,0.461467467,0.326923077,0.576923077,0.096153846,-1,SZSE.002235,2023/2/8 9:30,9.08,2023/2/9 11:28,8.83,-2.811634483,1.49,2023/2/8
SZSE.002512,stock,2023/2/8,2023-02-08T16:00:00.000+0800,4.81,4.59,4.61,4.33,4.38,5.29,4.33,188621696,837449344,-8.94,6.932421684,4.44,3342535198,1,FALSE,FALSE,TRUE,断板,断板,断板,2天2板,4.608,4.402857143,4.397996407,8.691229877,-4.573804574,3.4,-0.519143413,1.057869896,0.75,0.071428571,0.178571429,-1,断板,4.32,4.40399521,1.375045689,2.56,4.78,2.611809013,11.34259259,0.673076923,0.326923077,0,1,SZSE.002512,2023/2/8 9:30,4.59,2023/2/9 11:28,4.33,-5.721072349,1.49,2023/2/8
SZSE.002717,stock,2023/2/8,2023-02-08T16:00:00.000+0800,3.77,3.66,3.98,3.62,3.79,4.15,3.39,280570176,1076890624,0.53,13.50589561,3.84,4895693016,1,FALSE,FALSE,TRUE,断板,断板,断板,4天2板,3.646,3.57,3.571237378,1.188299509,-2.917771883,2.74,6.162464986,0.825563339,0.361111111,0.527777778,0.111111111,1,断板,3.457142857,3.498316504,1.018698763,4.43,3.7,4.37418511,9.049586777,0.384615385,0.256410256,0.358974359,1,SZSE.002717,2023/2/8 9:30,3.66,2023/2/9 11:28,3.97,8.404882907,1.49,2023/2/8
SZSE.002117,stock,2023/2/9,2023-02-09T16:00:00.000+0800,9.97,9.48,9.59,9.13,9.43,10.97,8.97,94086336,877600576,-5.42,6.178753376,9.33,3437514449,1,FALSE,FALSE,TRUE,断板,断板,断板,3天3板,9.844,9.374285714,9.428796299,5.663632984,-4.914744233,7.25,0.594330997,1.233083879,0.108695652,0.239130435,0.652173913,-1,断板,9.178571429,9.428395066,2.348444551,-8.53,10.32,8.624502481,8.622568093,0.613333333,0.28,0.106666667,-1,SZSE.002117,2023/2/9 9:30,9.48,2023/2/10 11:28,9.56,0.783393674,1.49,2023/2/9
SZSE.002362,stock,2023/2/9,2023-02-09T16:00:00.000+0800,35.59,34,35.54,33.56,35.42,39.15,32.03,57868256,1998791808,-0.48,2,34.54,5658130107,1,FALSE,FALSE,TRUE,断板,断板,断板,7天7板,32.052,29.57857143,30.21836258,2.284082811,-4.467547064,15.22,19.74885293,1.194130349,0.717171717,0.060606061,0.222222222,1,炸板,27.41142857,28.48448344,2.476958875,9.07,34.79,9.129127641,29.83635606,0.637614679,0.137614679,0.224770642,1,SZSE.002362,2023/2/9 9:30,34,2023/2/10 11:28,33,-2.999394299,1.49,2023/2/9
SZSE.002729,stock,2023/2/13,2023-02-13T16:00:00.000+0800,31.7,30.8,32.07,30.58,31.05,34.87,28.53,10735507,335412800,-2.05,2.78403163,31.24,3280199749,1,FALSE,FALSE,TRUE,断板,断板,断板,4天2板,31.242,30.30142857,30.39683143,2.284348625,-2.839116719,24.57,2.470416293,0.710479701,0.167785235,0.684563758,0.147651007,1,断板,29.74857143,30.17910857,1.216467164,-4.06,31.54,4.596916792,6.559738763,0.542372881,0,0.457627119,-1,SZSE.002729,2023/2/13 9:30,30.8,2023/2/14 11:28,30.13,-2.234001877,1.49,2023/2/13
SZSE.000584,stock,2023/2/15,2023-02-15T16:00:00.000+0800,9.75,9.41,10.14,9.3,10.13,10.73,8.78,141663504,1385210368,3.9,4.849497318,9.78,5699059097,1,FALSE,FALSE,TRUE,断板,断板,断板,3天3板,9.524,8.98,9.228027044,3.935991996,-3.487179487,6.86,12.80623608,2.101672926,0.857142857,0.011904762,0.130952381,1,炸板,8.621428571,8.927369392,4.666564033,-3.85,10.11,4.462123919,13.09030655,0.804597701,0,0.195402299,-1,SZSE.000584,2023/2/15 9:30,9.41,2023/2/16 11:28,9.94,5.568945682,1.49,2023/2/15
SZSE.000716,stock,2023/2/15,2023-02-15T16:00:00.000+0800,9.43,9.16,9.76,9.15,9.61,10.37,8.49,148953408,1411967104,1.91,3.786518335,9.48,4144061842,1,FALSE,FALSE,TRUE,断板,断板,断板,2天1板,9.042,8.772857143,8.991414463,1.944444121,-2.863202545,6.18,9.542419801,0.932868727,0.737704918,0.245901639,0.016393443,1,断板,8.525714286,8.785219284,1.491256651,-0.32,9.68,2.420912151,10.60656836,0.038461538,0.794871795,0.166666667,-1,SZSE.000716,2023/2/15 9:30,9.16,2023/2/16 11:28,9.29,1.358380695,1.49,2023/2/15
SHSE.603556,stock,2023/2/16,2023-02-16T16:00:00.000+0800,23.27,22.68,22.94,21.4,21.64,25.6,20.94,17871308,397542400,-7,1.503335714,22.24,3486652554,1,FALSE,FALSE,TRUE,断板,断板,断板,5天2板,21.748,21.19571429,21.33542016,6.925211793,-2.535453373,17.43,2.096111074,0.962453842,0.675324675,0.168831169,0.155844156,-1,断板,20.97285714,21.23389355,1.289541312,5.77,23.2,5.625179073,10.95293236,0.539393939,0.296969697,0.163636364,1,SHSE.603556,2023/2/16 9:30,22.68,2023/2/17 11:28,21.69,-4.422443108,1.49,2023/2/16
SZSE.002354,stock,2023/2/16,2023-02-16T16:00:00.000+0800,6.72,6.5,7.27,6.4,6.84,7.39,6.05,480629216,3349846528,1.79,2.874030828,6.97,9932172323,1,FALSE,FALSE,TRUE,断板,断板,断板,9天5板,6.696,6.478571429,6.448050909,1.807558603,-3.273809524,3.75,5.578831312,0.92138236,0.390804598,0.494252874,0.114942529,1,断板,6.375714286,6.317401213,0.92857576,-2.04,6.9,2.063226049,5.399955187,0.622222222,0.266666667,0.111111111,-1,SZSE.002354,2023/2/16 9:30,6.5,2023/2/17 11:28,6.77,4.091372588,1.49,2023/2/16
SHSE.600410,stock,2023/2/21,2023-02-21T16:00:00.000+0800,7.01,6.81,7.07,6.7,6.82,7.71,6.31,120081264,822541248,-2.71,12.69130611,6.85,7478093738,1,FALSE,FALSE,TRUE,断板,断板,断板,3天2板,6.716,6.488571429,6.566510539,2.705541551,-2.853067047,4.91,5.10788199,0.917902177,0.027027027,0.675675676,0.297297297,1,断板,6.357142857,6.482014053,1.609726175,1.15,7.13,2.634707716,10.26966292,0.166666667,0.566666667,0.266666667,-1,SHSE.600410,2023/2/21 9:30,6.81,2023/2/22 11:28,6.6,-3.141832781,1.49,2023/2/21
SZSE.002728,stock,2023/2/21,2023-02-21T16:00:00.000+0800,26,25.14,25.76,24.66,25.05,28.6,23.4,37581484,943899520,-3.65,2.475993156,25.12,3064178850,1,FALSE,FALSE,TRUE,断板,断板,断板,2天2板,24.244,23.46857143,23.9261812,3.603547054,-3.307692308,20.52,6.738495252,0.846985167,0.081818182,0.563636364,0.354545455,-1,断板,22.84142857,23.55157494,1.574209092,1.36,26.07,2.776092486,13.82825693,0.227758007,0.270462633,0.501779359,-1,SZSE.002728,2023/2/21 9:30,25.14,2023/2/22 11:28,25.58,1.689167076,1.49,2023/2/21
SHSE.600410,stock,2023/2/22,2023-02-22T16:00:00.000+0800,6.82,6.62,6.7,6.46,6.55,7.5,6.14,82924648,543782400,-3.96,12.69130611,6.56,7182040174,1,FALSE,FALSE,TRUE,断板,断板,断板,3天2板,6.722,6.58,6.562382905,3.896139282,-2.93255132,5.35,-0.455927052,0.605850846,0.291666667,0.333333333,0.375,-1,断板,6.488571429,6.566510539,0.917902177,-2.71,6.85,2.705541551,5.10788199,0.027027027,0.675675676,0.297297297,1,SHSE.600410,2023/2/22 9:30,6.62,2023/2/23 11:28,6.29,-5.041886226,1.49,2023/2/22
SZSE.002261,stock,2023/2/23,2023-02-23T16:00:00.000+0800,10.56,10.25,10.32,9.5,9.5,11.62,9.5,294273344,2898558720,-10.04,10.13896751,9.85,9331816057,1,FALSE,FALSE,TRUE,断板,断板,断板,3天1板,10.024,9.671428571,9.610355436,9.783611162,-2.935606061,6.81,-1.772525849,0.852494187,0.914634146,0.085365854,0,-1,断板,9.49,9.647140582,0.942143652,4.04,10.33,4.011532044,11.27502634,0.416666667,0,0.583333333,1,SZSE.002261,2023/2/23 9:30,10.25,2023/2/27 11:28,10.85,5.790165389,2.49,2023/2/23
SHSE.600602,stock,2023/2/27,2023-02-27T16:00:00.000+0800,11.03,10.69,11.11,10.44,10.56,12.13,9.93,76534192,819633536,-4.26,537.9926758,10.71,6357299288,1,FALSE,FALSE,TRUE,断板,断板,断板,2天1板,10.63,10.26857143,10.44686105,4.147472264,-3.082502267,8.38,2.838063439,0.754311128,0.194029851,0.626865672,0.179104478,-1,断板,10.18,10.40914806,1.325931993,1.47,10.75,1.542628608,8.349705305,0.188235294,0.129411765,0.682352941,1,SHSE.600602,2023/2/27 9:30,10.69,2023/2/28 11:28,10.83,1.248867622,1.49,2023/2/27
SZSE.002229,stock,2023/2/27,2023-02-27T16:00:00.000+0800,16,15.6,16.57,15.51,15.9,17.6,14.4,153401344,2459000320,-0.62,5.187788963,16.03,5758676580,1,FALSE,FALSE,TRUE,断板,断板,断板,12天7板,15.368,15.00857143,14.98844046,1.867516652,-2.5,6.53,5.939463164,0.804985579,0.283018868,0.632075472,0.08490566,1,炸板,14.84857143,14.68458728,0.990797286,7.31,15.52,7.218359055,7.754473735,0.316455696,0.253164557,0.430379747,1,SZSE.002229,2023/2/27 9:30,15.6,2023/2/28 11:28,15.13,-3.070995368,1.49,2023/2/27
SZSE.000925,stock,2023/3/3,2023-03-03T16:00:00.000+0800,9.98,9.66,9.72,9.22,9.26,10.98,8.98,131798936,1243636864,-7.21,3.494258404,9.44,4990183136,1,FALSE,FALSE,TRUE,断板,断板,断板,2天2板,9.78,9.351428571,9.429543972,7.07313419,-3.206412826,7,-0.977696303,1.087077125,0.8,0.12,0.08,-1,断板,9.218571429,9.486058629,1.891724579,-4.41,10.19,4.404870908,8.259724159,0.604651163,0.279069767,0.11627907,-1,SZSE.000925,2023/3/3 9:30,9.66,2023/3/6 11:28,9.23,-4.508657755,1.49,2023/3/3
SZSE.000506,stock,2023/3/22,2023-03-22T16:00:00.000+0800,5.92,5.71,5.87,5.34,5.5,6.51,5.33,273886496,1536118912,-7.09,2.998588085,5.61,3199500849,1,FALSE,FALSE,TRUE,断板,断板,断板,5天5板,5.63,5.272857143,5.2818803,6.944081041,-3.547297297,3.43,4.307775671,1.037171993,0.396226415,0.301886792,0.301886792,-1,断板,5.028571429,5.209173733,1.215482001,-3.27,6.26,4.01714556,17.72727273,0.256410256,0.692307692,0.051282051,-1,SZSE.000506,2023/3/22 9:30,5.71,2023/3/23 11:28,5.6,-1.985271319,1.49,2023/3/22
SZSE.002051,stock,2023/3/22,2023-03-22T16:00:00.000+0800,11.53,11.08,11.3,10.78,11.19,12.68,10.38,89087120,984414720,-2.95,5.431704521,11.05,5030924431,1,FALSE,FALSE,TRUE,断板,断板,断板,2天2板,10.82,10.37571429,10.58960832,2.924446002,-3.902862099,8.49,7.847996696,0.909358754,0.211538462,0.211538462,0.576923077,1,断板,10.09714286,10.38947775,1.513812404,0.52,11.32,2.4900951,14.19071873,0.244444444,0.407407407,0.348148148,1,SZSE.002051,2023/3/22 9:30,11.08,2023/3/23 14:57,12,8.238286637,1.99,2023/3/22
SZSE.002605,stock,2023/3/23,2023-03-23T16:00:00.000+0800,24.1,23.35,24.06,22.75,23.87,26.51,21.69,25545992,600587840,-0.95,4.610071182,23.51,4555701283,1,FALSE,FALSE,TRUE,断板,断板,断板,2天2板,22.588,21.54571429,22.09809397,1.152880339,-3.112033195,15.59,10.78769394,0.827949886,0.396946565,0.145038168,0.458015267,1,断板,20.90714286,21.50745863,1.309138599,1.47,23.45,2.830733344,15.27160916,0.179640719,0.113772455,0.706586826,1,SZSE.002605,2023/3/23 9:30,23.35,2023/3/24 11:28,25.34,8.457389978,1.49,2023/3/23
SZSE.002803,stock,2023/3/24,2023-03-24T16:00:00.000+0800,23.88,23.28,24.97,23.28,24.29,26.27,21.49,49797184,1210119424,1.72,3.038097143,24.3,5564974077,1,FALSE,FALSE,TRUE,断板,断板,断板,3天2板,22.04,20.44,21.30676784,2.410612018,-2.512562814,15.6,18.83561644,0.90648163,0.597633136,0.402366864,0,1,断板,19.27857143,20.31235712,1.086931488,7.09,22.94,7.106516145,23.8680993,0.829268293,0.154471545,0.016260163,1,SZSE.002803,2023/3/24 9:30,23.28,2023/3/27 11:28,24.07,3.331453313,1.49,2023/3/24
SHSE.601138,stock,2023/3/27,2023-03-27T16:00:00.000+0800,17.66,17.08,17.99,16.61,17.63,19.43,15.89,378361856,6534760960,-0.17,1.10250783,17.27,60418043021,1,FALSE,FALSE,TRUE,断板,断板,断板,4天2板,16.588,15.91571429,15.99475946,1.018115866,-3.284258211,9.49,10.77102594,1.180396011,0.398550725,0.260869565,0.34057971,1,断板,15.16142857,15.44967927,0.97941559,3.94,17.25,4.101613335,16.47978894,0.698275862,0.129310345,0.172413793,1,SHSE.601138,2023/3/27 9:30,17.08,2023/3/28 11:28,16.89,-1.171726936,1.49,2023/3/27
SZSE.002315,stock,2023/3/27,2023-03-27T16:00:00.000+0800,25.66,25,25.58,24.41,25.11,28.23,23.09,23358756,584444800,-2.14,3.516054153,25.02,4009805580,1,FALSE,FALSE,TRUE,断板,断板,断板,3天1板,24.742,23.45285714,23.64978741,2.156004426,-2.572096648,18.1,7.065846379,0.601868518,0.094017094,0.401709402,0.504273504,1,断板,22.48,23.16304988,0.905002083,2.39,25.19,2.392805487,14.14590747,0.387096774,0.219354839,0.393548387,1,SZSE.002315,2023/3/27 9:30,25,2023/3/28 11:28,24,-4.057582725,1.49,2023/3/27
SZSE.002463,stock,2023/3/28,2023-03-28T16:00:00.000+0800,22.57,21.67,22.08,20.84,21,24.83,20.31,121769440,2607778560,-6.96,3.122791767,21.42,26480119155,1,FALSE,FALSE,TRUE,断板,断板,断板,2天2板,21.03,19.91571429,20.07424396,6.835726535,-3.987594152,14.96,5.444372714,0.861407027,0.540322581,0.330645161,0.129032258,-1,断板,19.12857143,19.76565862,1.212145852,4.49,22.13,4.457303483,17.99103809,0.774566474,0.219653179,0.005780347,1,SZSE.002463,2023/3/28 9:30,21.67,2023/3/29 11:28,21.66,-0.106101072,1.49,2023/3/28
SZSE.000158,stock,2023/3/30,2023-03-30T16:00:00.000+0800,9.15,8.89,8.97,8.5,8.5,10.07,8.24,252406144,2203495936,-7.1,2.860815525,8.73,8190321634,1,FALSE,FALSE,TRUE,断板,断板,断板,2天2板,9.018,8.615714286,8.563281699,6.972625992,-2.841530055,6.2,-1.343060852,1.047369871,0.829787234,0.170212766,0,-1,断板,8.414285714,8.584375599,1.393011294,-4.59,9.64,4.531580349,8.743633277,0.348623853,0.587155963,0.064220183,-1,SZSE.000158,2023/3/30 9:30,8.89,2023/3/31 11:28,8.87,-0.284818941,1.49,2023/3/30
SZSE.002153,stock,2023/3/30,2023-03-30T16:00:00.000+0800,23,22.21,24.69,21.95,24.69,25.3,20.7,85425968,1999151232,7.35,34.09527206,23.4,14687531499,1,FALSE,FALSE,TRUE,断板,断板,断板,2天2板,21.646,20.26142857,21.08868171,7.211837776,-3.434782609,15.44,21.85715293,1.59858703,0.905109489,0,0.094890511,1,断板,19.05714286,19.88824228,2.641460502,3.93,21.89,4.526687725,20.68965517,0.217008798,0.205278592,0.57771261,1,SZSE.002153,2023/3/30 9:30,22.21,2023/3/31 11:28,24.62,10.7844774,1.49,2023/3/30
SZSE.002153,stock,2023/3/31,2023-03-31T16:00:00.000+0800,24.69,23.99,26.1,23.41,25.66,27.16,22.22,63830612,1587350016,3.93,34.09527206,24.87,15264562911,1,FALSE,FALSE,TRUE,断板,断板,断板,2天2板,23.12,21.63,22.23151128,4.19986217,-2.835155934,15.44,18.63153028,1.066112288,0.620817844,0.163568773,0.215613383,1,断板,20.26142857,21.08868171,1.59858703,7.35,23.4,7.211837776,21.85715293,0.905109489,0,0.094890511,1,SZSE.002153,2023/3/31 9:30,23.99,2023/4/3 14:57,27.16,13.14593117,1.99,2023/3/31
SHSE.600839,stock,2023/4/4,2023-04-04T16:00:00.000+0800,5.06,4.93,5.34,4.83,5.04,5.57,4.55,695609152,3500830976,-0.4,26.66898727,5.03,17857451148,1,FALSE,FALSE,TRUE,断板,断板,断板,6天3板,4.698,4.535714286,4.540774827,1.899323394,-2.56916996,2.99,11.11811024,0.89024146,0.215686275,0.588235294,0.196078431,1,断板,4.335714286,4.374366436,1.05388483,7.43,5.01,7.590596545,16.70510708,0.472222222,0.305555556,0.222222222,1,SHSE.600839,2023/4/4 9:30,4.93,2023/4/6 11:28,5.03,1.967198887,1.49,2023/4/4
SHSE.600839,stock,2023/4/6,2023-04-06T16:00:00.000+0800,5.04,4.86,5.22,4.79,4.97,5.54,4.54,627889472,3145328640,-1.39,26.66898727,5.01,17609430993,1,FALSE,FALSE,TRUE,断板,断板,断板,6天3板,4.812,4.674285714,4.64808112,1.425699744,-3.571428571,2.99,6.326405868,0.869294972,0.255813953,0.581395349,0.162790698,1,断板,4.535714286,4.540774827,0.89024146,-0.4,5.03,1.899323394,11.11811024,0.215686275,0.588235294,0.196078431,1,SHSE.600839,2023/4/6 9:30,4.86,2023/4/7 11:28,4.79,-1.499447285,1.49,2023/4/6
SHSE.600975,stock,2023/4/7,2023-04-07T16:00:00.000+0800,13.1,12.57,13.1,12.51,12.69,14.41,11.79,64444320,823339840,-3.13,7.317020416,12.78,5609460253,1,FALSE,FALSE,TRUE,断板,断板,断板,7天3板,12.062,11.33142857,11.57528531,3.288802042,-4.045801527,7.17,11.98940998,0.762197868,0.203389831,0.694915254,0.101694915,1,断板,10.85,11.20371374,1.077015147,4.72,12.73,5.175475611,20.73732719,0.448,0.28,0.272,1,SHSE.600975,2023/4/7 9:30,12.57,2023/4/10 11:28,12.26,-2.524692075,1.49,2023/4/7
SHSE.603039,stock,2023/4/10,2023-04-10T16:00:00.000+0800,92.5,90.16,90.44,83.25,86.84,101.75,83.25,6549468,563906304,-6.12,3.727290392,86.1,10914953381,1,FALSE,FALSE,TRUE,断板,断板,断板,2天2板,87.108,82.99714286,84.21776593,6.046119142,-2.52972973,59.18,4.630107749,0.989970976,0.461752434,0.038942976,0.49930459,-1,断板,81.40571429,83.3436879,1.238614284,4.85,89.96,4.7406411,13.62838692,0.365333333,0.066666667,0.568,1,SHSE.603039,2023/4/10 9:30,90.16,2023/4/11 11:28,82.5,-8.550893028,1.49,2023/4/10
SZSE.002681,stock,2023/4/10,2023-04-10T16:00:00.000+0800,6.09,5.84,6.55,5.6,6.22,6.7,5.48,386754912,2327919360,2.13,10.62813187,6.02,5501178559,1,FALSE,FALSE,TRUE,断板,断板,断板,2天2板,5.58,5.24,5.483542284,2.695453139,-4.105090312,4.1,18.70229008,1.621886848,0.4,0.347368421,0.252631579,1,断板,4.998571429,5.238056379,2.586757231,6.84,5.97,7.071988903,21.83480995,0.369565217,0.217391304,0.413043478,1,SZSE.002681,2023/4/10 9:30,5.84,2023/4/11 11:28,6.33,8.325396217,1.49,2023/4/10
SHSE.603083,stock,2023/4/11,2023-04-11T16:00:00.000+0800,45.73,44.35,46.44,41.85,46.04,50.3,41.16,56517544,2515673600,0.68,2.224811316,44.51,9164093586,1,FALSE,FALSE,TRUE,断板,断板,断板,10天6板,45.388,43.7,43.39097803,1.084027186,-3.017712661,17.73,5.354691076,0.811360529,0.368191721,0.087145969,0.544662309,1,断板,42.61714286,42.50797071,1.060704736,-2.64,46.27,3.512973433,7.304237061,0.209022556,0.354887218,0.436090226,-1,SHSE.603083,2023/4/11 9:30,44.35,2023/4/12 11:28,45.7,2.982160594,1.49,2023/4/11
SZSE.002320,stock,2023/4/11,2023-04-11T16:00:00.000+0800,7.5,7.28,7.38,6.98,7.02,8.25,6.75,84177072,598662400,-6.4,13.69992638,7.11,4231543863,1,FALSE,FALSE,TRUE,断板,断板,断板,4天2板,7.066,6.867142857,6.862868581,6.296491299,-2.933333333,5.53,2.225920533,0.85378186,0.65,0.25,0.1,-1,断板,6.662857143,6.810491442,1.121403694,4.46,7.19,4.365399326,12.56432247,0.358974359,0.205128205,0.435897436,1,SZSE.002320,2023/4/11 9:30,7.28,2023/4/12 11:28,7.1,-2.531026406,1.49,2023/4/11
SZSE.002681,stock,2023/4/11,2023-04-11T16:00:00.000+0800,6.22,6.06,6.69,5.89,6.48,6.84,5.6,360751776,2258986240,4.18,10.62813187,6.26,5731131361,1,FALSE,FALSE,TRUE,断板,断板,断板,2天2板,5.934,5.535714286,5.732656713,4.106091092,-2.572347267,4.1,17.05806452,1.239600833,0.525,0.2625,0.2125,1,断板,5.24,5.483542284,1.621886848,2.13,6.02,2.695453139,18.70229008,0.4,0.347368421,0.252631579,1,SZSE.002681,2023/4/11 9:30,6.06,2023/4/12 11:28,6.51,7.36130646,1.49,2023/4/11
