code,name,trading_date,open,high,low,close,pre_close,pct,volume,amount,limit_up,limit_down,is_st,is_suspended,adj_factor,turnover_rate,total_mv,circulation_mv,mv_A_free_float,is_limit_up,is_broken_limit,is_db,limit_status_ext,limit_status,limit_desc,last_limit_desc,avg_limit_turnover_5,sma_5,sma_7,open_pct,close_sma7_pct,vwap,touch_limit_down,lowest_30,trend_rsq_20,trend_slope_20,trend_rsq_60,trend_slope_60,trend_rsq_120,trend_slope_120,trend_slope,trend_rsq,stability_ewmvol_60,stability_maxdd_60,stability_up_ratio_60,trend_strength,trend_stability,trend_composite,prev_limit_status,prev_sma_7,pre_pct,pre_vwap,pre_close_sma7_pct,pre_trend_composite,pre_trend_rsq_60,pre_trend_strength,pre_trend_stability,pre_trend_slope,pre_amount,open_pre_vwap_pct,open_prev_sma7_pct,signal,code_right,trading_date_right,buy_time,buy_price,sell_time,sell_price,profit,holding_days,sell_reason
SHSE.601168,西部矿业,2021-02-23,17.89,18.25,17.34,17.37,18.38,-0.05495103373231758,139733514.0,2496546951.0,20.22,16.54,false,false,1.13702,5.863764750314729,413.9271,41392710000.0,289.74898771740004,false,false,false,,未涨停,未涨停,2天2板,4.340514477549307,17.144,16.057142857142857,-2.665941240478773,8.1761565836299,1786.648656813998,false,11.88,0.3419199934670951,0.01428418928330281,0.11672873324278757,0.001984308955738309,0.7767993244978975,0.00572021281875523,0.005565056180156285,0.35978816266418207,22.639473914361886,2.488721742573918,0.5333333333333333,0.9534828244274809,0.18018139298948208,0.5668321087084814,断板,15.302857142857144,0.009890109890109855,1914.0132175655613,20.108289768483925,0.547327946703019,0.07983434886585508,0.9396325459317585,0.1550233474742796,0.0047163857676592235,4611924291.0,-6.531470964686747,16.90627333831216,1,SHSE.601168,2021-02-23,2021-02-23T09:30:00.000000,17.89,2021-02-24T11:30:00.000000,17.1,-5.177501286079814,1.5,未涨停卖出
SHSE.600096,云天化,2021-02-26,8.56,8.79,8.31,8.45,8.99,-0.0600667408231369,48871387.0,417512579.0,9.89,8.09,false,false,2.55905,3.5904486508614912,155.3206109455,11501716367.699999,44.810693238999995,false,false,false,,未涨停,未涨停,2天1板,6.48787640552139,8.856,8.625714285714285,-4.783092324805336,-2.0370983769460036,854.3088392396148,false,5.6,0.725085785307232,0.015939573306543546,0.7239885272396723,0.007230452195618522,0.6213780429446816,0.0035482608219246227,0.007867619005695357,0.6934248335646871,26.9433812230172,2.307506000022925,0.5833333333333334,0.979757085020243,0.45525285683196337,0.7175049709261032,断板,8.495714285714286,-0.04055496264674485,898.846281771913,5.818059525811338,0.7079526102440143,0.7099839020365846,0.9780743565300286,0.4378308639580002,0.007758262767508049,653176762.0,-4.766808590168415,0.7566840423743226,1,SHSE.600096,2021-02-26,2021-02-26T09:30:00.000000,8.56,2021-03-01T11:30:00.000000,8.72,1.0574524332576298,1.5,未涨停卖出
SHSE.600466,*ST蓝光,2021-02-26,4.6,4.67,4.38,4.43,4.81,-0.079002079002079,119478894.0,537524800.0,5.29,4.33,false,false,6.74303,3.9367918493986833,134.4474182705,13444741827.05,56.052266994200004,false,false,false,,未涨停,未涨停,3天2板,1.80882427705464,4.566,4.48,-4.365904365904365,-1.1160714285714444,449.8910075280744,false,3.97,0.2677331381996563,0.004287418710364248,0.7061491699078518,-0.003447365396728161,0.8223222450263624,-0.002186747848368031,-0.0015222233108016403,0.6533178861017659,47.18787687219199,3.876811443906225,0.3,0.5367944748749702,0.6120258114368445,0.5744101431559074,断板,4.421428571428572,0.0388768898488121,482.2562195619722,8.788368336025833,0.5698618478300713,0.7332759245982535,0.5305052430886559,0.6092184525714868,-0.001781825701653851,606016225.0,-4.615019705124257,4.038772213247155,1,SHSE.600466,2021-02-26,2021-02-26T09:30:00.000000,4.6,2021-03-01T11:30:00.000000,4.41,-4.894335700675537,1.5,未涨停卖出
SZSE.000829,天音控股,2021-04-30,6.45,6.96,6.26,6.92,6.67,0.03748125937031488,54672826.0,361605701.0,7.34,6.0,false,false,14.9048,5.340564797377664,70.93695030960001,7084193718.72,38.8792781068,false,false,false,,未涨停,未涨停,2天2板,1.4417899500700684,6.792,6.504285714285714,-3.2983508245877022,6.3913902921151,661.3993229470158,false,5.58,0.5076648551628038,0.009213549337260167,0.07458313382689603,0.000785052989133158,0.6526107691814108,-0.002494955952769214,0.0014867495761878484,0.334607768700432,37.44282842310533,3.59715626870893,0.4,0.7603826411572562,0.3548758597009319,0.5576292504290941,断板,6.35,-0.0710306406685236,693.2229781117471,5.039370078740162,0.34442110177404295,0.01703641546489845,0.6888422035480859,0.0,0.0009883124022992719,431426239.0,-6.956344442462148,1.5748031496063186,1,SZSE.000829,2021-04-30,2021-04-30T09:30:00.000000,6.45,2021-05-06T11:30:00.000000,6.66,2.4330584638191355,1.5,未涨停卖出
SHSE.600227,赤天化,2021-05-18,3.68,3.77,3.48,3.63,3.87,-0.06201550387596899,126012560.0,455843623.0,4.26,3.48,false,false,5.75466,9.85875265300267,61.460771496300005,4639791755.61,35.8212623505,false,false,true,断板,断板,断板,3天3板,7.569530787784804,3.8519999999999994,3.661428571428572,-4.90956072351421,-0.8583690987124627,361.7445935548012,true,2.68,0.7065529017915466,0.020117572703318487,0.21400440080997277,0.002733866879703631,0.14854342213460528,0.0009974811869030245,0.00568969233658642,0.29287580740367725,29.586409253762813,2.6060605381450888,0.48333333333333334,0.9433348815606131,0.0,0.47166744078030653,断板,3.5785714285714287,-0.09999999999999998,394.31064043043284,8.143712574850296,0.47071810364861727,0.19497126384009625,0.9414362072972345,0.0,0.0055154695557922745,551553049.0,-6.672566685421399,2.8343313373253576,1,SHSE.600227,2021-05-18,2021-05-18T09:30:00.000000,3.68,2021-05-19T11:30:00.000000,3.62,-2.414256019400646,1.5,未涨停卖出
SZSE.002426,胜利精密,2021-05-18,2.62,2.97,2.56,2.97,2.7,0.10000000000000009,238471347.0,678510064.0,2.97,2.43,false,false,5.27351,8.101950516700937,102.2130762543,8741844314.28,77.68728658350001,true,false,false,,涨停,8天6板,5天5板,7.1492595626427,2.9019999999999997,2.7628571428571433,-2.9629629629629655,7.497414684591508,284.5247752133509,false,2.01,0.6314162611052776,0.020269456993592214,0.46900199284563526,0.00459444099163228,0.15045042071898992,0.0010731408894561335,0.006673054161371423,0.40591937485957014,27.682394061966068,2.189542435719169,0.5,0.9591267998142127,0.31733867671659416,0.6382327382654034,断板,2.6371428571428575,-0.09999999999999998,277.80987504567116,2.383531960996744,0.6316122810284507,0.46467611013407684,0.9514292354171509,0.31179532663975046,0.006043654262655384,905595913.0,-5.69089743230764,-0.650054171180936,1,SZSE.002426,2021-05-18,2021-05-18T09:30:00.000000,2.62,2021-05-19T11:30:00.000000,3.0,13.591435783583217,1.5,未涨停卖出
SZSE.000572,海马汽车,2021-05-31,5.42,5.56,5.24,5.37,5.66,-0.051236749116607805,110719339.0,593372284.0,6.23,5.09,false,false,4.65324,6.742318715176465,88.3169760762,8818373552.880001,57.7560830601,false,false,false,,未涨停,未涨停,4天3板,1.2249087178862204,5.316000000000001,5.167142857142857,-4.240282685512371,3.925905446502626,535.9246987556528,false,3.23,0.8115684697729058,0.017159443200845358,0.8431187520585334,0.010887625887562093,0.49072939509379193,0.004113093871293019,0.010109629745338022,0.7310918885119854,33.959043208074554,1.9508196340741744,0.5833333333333334,0.9747918593894542,0.49995560438785,0.7373737318886521,炸板,5.037142857142858,0.04621072088724576,584.9842915231712,12.365286443562088,0.7404996350674082,0.8301427186132488,0.9754856614246068,0.5055136087102098,0.010070657991721188,1050159793.0,-7.347939448296903,7.60068065796935,1,SZSE.000572,2021-05-31,2021-05-31T09:30:00.000000,5.42,2021-06-01T11:30:00.000000,5.36,-1.8950030137751566,1.5,未涨停卖出
SHSE.603927,中科软,2021-06-16,43.1,43.92,40.69,41.37,45.21,-0.08493696084936964,24314581.0,1017038138.0,49.73,40.69,false,false,1.00767,7.490902009487961,175.4088,13428212179.199999,107.948859144,false,false,true,断板,断板,断板,2天2板,4.74925348478515,42.604,41.511428571428574,-4.667109046671089,-0.3406979145158089,4182.832260198109,true,34.4,0.7159726700536301,0.012156424933938623,0.03183826586907031,0.0006214106831192734,0.03226236775602725,-0.00032241732229554656,0.0026452651316586978,0.16879237727206936,36.795447939341756,3.372413679371704,0.5,0.8005062126092959,0.0,0.40025310630464794,断板,40.90285714285715,-0.0218520121159671,4701.134036912623,10.530176026823115,0.3898227032005526,0.020751735620578752,0.7796454064011052,0.0,0.002480786495777699,1325398899.0,-8.319993300371674,5.371612182173768,1,SHSE.603927,2021-06-16,2021-06-16T09:30:00.000000,43.1,2021-06-17T11:30:00.000000,40.73,-6.251837198768757,1.5,未涨停卖出
SZSE.000027,深圳能源,2021-03-10,7.15,8.11,7.15,8.11,7.37,0.10040705563093621,137055836.0,1074182710.0,8.11,6.63,false,false,15.1897,2.8809039918938613,385.82432218759993,38582432218.759995,99.3308478181,true,false,false,,涨停,7天4板,5天3板,2.79130501902716,7.331999999999999,7.088571428571429,-2.9850746268656683,14.409512293430055,783.7555417924706,false,5.45,0.7359701450481024,0.01756534594236658,0.28364721323188385,0.002605787962742639,0.38593090041627875,0.0013345143543729056,0.005216317476156507,0.404796905750446,27.033500536686606,2.774834360089033,0.5666666666666667,0.9634117367545735,0.28025557988233396,0.6218336583184537,断板,6.757142857142857,-0.04780361757105944,788.4183797405343,9.069767441860467,0.6052517619649389,0.26525926463944277,0.941777566539924,0.26872595738995375,0.004222504354474453,2582476237.0,-9.312109106930766,5.813953488372103,1,SZSE.000027,2021-03-10,2021-03-10T09:30:00.000000,7.15,2021-03-11T11:30:00.000000,8.58,19.043824701195213,1.5,未涨停卖出
SZSE.000667,ST美置,2021-03-10,2.05,2.09,1.92,1.95,2.12,-0.08018867924528306,301448822.0,597908742.0,2.33,1.91,false,false,25.5545,12.317534413368392,48.106278343499994,4772263532.4,39.6358941225,false,false,false,,未涨停,未涨停,2天2板,10.753789768540067,2.1479999999999997,2.0628571428571427,-3.3018867924528434,-5.470914127423819,198.34502521293646,true,1.54,0.7643123146966313,0.017871352246700337,0.7507329916382914,-0.017172692990274185,0.5767544948473774,-0.0056506657005215,-0.0067072757559534756,0.7012553072126853,21.155097033667175,1.626016233723313,0.35,0.003326205749584224,0.42555954054391565,0.21444287314674992,断板,2.0557142857142856,-0.10169491525423724,217.39181886809473,3.1271716469770783,0.20907866294325153,0.7582735280070703,0.003564638783269962,0.4145926871032331,-0.00657305850568732,766531549.0,-5.700223188073905,-0.2779708130646319,1,SZSE.000667,2021-03-10,2021-03-10T09:30:00.000000,2.05,2021-03-11T11:30:00.000000,1.97,-4.668156641725778,1.5,未涨停卖出
SZSE.000718,苏宁环球,2021-05-10,6.0,6.44,5.83,6.3,6.3,0.0,220214178.0,1344504414.0,6.93,5.67,false,false,8.05557,9.619774178886468,191.182092192,14421849157.8,59.616988641,false,false,false,,未涨停,未涨停,3天3板,10.038525504317835,6.531999999999999,6.207142857142857,-4.761904761904759,1.4959723820483262,610.5439832307255,false,3.9,0.781095749076965,0.023688260598099333,0.37400510732637376,0.005200925258418318,0.6825220543476997,0.0044974962294807765,0.00868736361767326,0.5479783197828898,21.746430374889822,1.9946949204241224,0.5833333333333334,0.9773945467257049,0.4051953113243866,0.6912949290250457,断板,6.015714285714286,-0.09999999999999998,651.2170869352032,4.725718356684864,0.6869033277646723,0.35182475743407954,0.9776223776223776,0.39618427790696703,0.00837927244675047,1185870698.0,-7.86482541117649,-0.261220612681079,1,SZSE.000718,2021-05-10,2021-05-10T09:30:00.000000,6.0,2021-05-11T11:30:00.000000,6.06,0.1952191235059552,1.5,未涨停卖出
SHSE.601016,节能风电,2021-03-26,4.5,4.88,4.49,4.7,4.63,0.015118790496760237,462494428.0,2172246379.0,5.09,4.17,false,false,2.13504,10.322518647241377,235.61344400000002,21058075900.7,101.57585174500001,false,false,true,断板,断板,断板,4天3板,9.025324312291465,4.7780000000000005,4.591428571428572,-2.8077753779697603,2.3646546359676406,469.6805512649333,false,3.03,0.738448408616873,0.017192433255976528,0.2770302926722147,0.0033180911519486403,0.6730494953632644,0.003890863830549839,0.006264791376334577,0.48811967666846123,18.11926631621611,2.4093022675340197,0.5666666666666667,0.9772781065088757,0.3673603841633096,0.6723192453360927,断板,4.491428571428572,-0.09922178988326846,476.3323444302433,3.0852417302798827,0.6664428911369468,0.26597758047657183,0.9756039791567978,0.3572818031170958,0.0060858526704019745,2928525197.0,-5.528145367021075,0.190839694656475,1,SHSE.601016,2021-03-26,2021-03-26T09:30:00.000000,4.5,2021-03-29T11:30:00.000000,4.67,2.9508632138114077,1.5,未涨停卖出
SHSE.600171,上海贝岭,2021-06-24,27.61,30.5,26.66,30.3,28.61,0.059070255155539986,135686651.0,3861115696.0,31.47,25.75,false,false,2.7062,19.394626328652244,215.98304014200002,21198168274.2,157.987082742,false,false,false,,未涨停,未涨停,3天3板,6.770004607646506,28.802,27.254285714285714,-3.4952813701502974,11.175175594926094,2845.6120536131443,false,16.03,0.8825852688861754,0.030344406558059773,0.6789940938992164,0.010274737580804024,0.5526161096481226,0.004588479050960624,0.012582793817302155,0.68179893362128,24.948384299404484,1.8670694515453499,0.55,0.9821100917431193,0.4435191390629111,0.7128146154030152,断板,26.252857142857145,0.0038596491228068963,2897.894195819955,8.978614572563517,0.7125068153829478,0.6750614808666924,0.981417756366139,0.4435958743997566,0.012048283402321003,4088572704.0,-4.72391973514481,5.169505359960813,1,SHSE.600171,2021-06-24,2021-06-24T09:30:00.000000,27.61,2021-06-25T11:30:00.000000,28.8,3.478876958662982,1.5,未涨停卖出
SZSE.002647,仁东控股,2021-04-06,13.33,15.24,13.19,15.24,13.85,0.100361010830325,163723999.0,2359977571.0,15.24,12.47,false,false,3.40265,29.239736138007753,85.33434546000001,8533434546.0,50.6015852076,true,false,false,,涨停,4天3板,2天2板,23.12821048595408,13.400000000000002,13.084285714285718,-3.7545126353790583,16.475597772682576,1441.4365550648442,false,7.8,0.5995796376451137,-0.01907797316531537,0.3935484164315527,0.010331809896099886,0.6609460842516968,-0.01875715545373014,-0.004276836321132174,0.5149739610203081,16.99800029744141,1.6409549776640353,0.45,0.037971698113207546,0.361497641509434,0.19973466981132076,断板,12.67571428571429,-0.0007215007215006786,1436.8950725203026,9.264059506367587,0.2004028895321188,0.36368716692498754,0.02525967894239849,0.3755461001218391,-0.005156196982184893,2861948391.0,-7.230526049342734,5.161726586272919,1,SZSE.002647,2021-04-06,2021-04-06T09:30:00.000000,13.33,2021-04-07T11:30:00.000000,16.23,20.785276000274973,1.5,未涨停卖出
SHSE.601619,嘉泽新能,2021-06-21,3.79,4.3,3.78,4.3,3.91,0.0997442455242965,150764223.0,609837490.0,4.3,3.52,false,false,1.04178,7.1566516106804965,93.550831949,9058512194.9,36.358669909,true,false,false,,涨停,4天3板,2天2板,2.2522234690467537,3.9000000000000012,3.7671428571428556,-3.0690537084399003,14.144861585134667,404.49748479120274,false,3.34,0.3095268586028157,0.006910192851436366,0.04880740509118743,-0.0007087983370266295,0.05336108962616597,0.0004815994250435285,0.001172119229287017,0.10231740115400664,29.346443471759557,4.174757107267422,0.48333333333333334,0.6621497473587505,0.0,0.33107487367937527,断板,3.6385714285714275,-0.0532687651331718,404.2846697100066,7.459756576364388,0.2607397197335171,0.17562027327654428,0.5214794394670342,0.0,0.00023380270546960794,758920825.0,-6.254174744776564,4.1617589320769754,1,SHSE.601619,2021-06-21,2021-06-21T09:30:00.000000,3.79,2021-06-22T11:30:00.000000,4.43,15.955176654858134,1.5,未涨停卖出
SZSE.002803,吉宏股份,2021-06-30,29.75,30.1,27.75,28.38,30.83,-0.0794680506000649,27827566.0,796651766.0,33.91,27.75,false,false,2.97957,10.19170463976386,107.39255593440001,7748912973.78,62.0620463892,false,false,true,断板,断板,断板,4天2板,4.661357477780534,29.25,27.997142857142855,-3.5030814142069358,1.367486478212068,2862.8151164927613,true,23.24,0.14046591633742825,0.005399594958734267,0.15967379347686053,-0.0016325888298066229,0.4567929903300805,-0.0022484056534554163,-0.00041089711919308283,0.24496797710494006,27.248521812787388,3.103167324518002,0.45,0.4062214089661482,0.0,0.2031107044830741,炸板,27.398571428571426,-0.01090792428617271,3333.5357808186955,12.524114917357531,0.15972063201282344,0.21669443970214547,0.3194412640256469,0.0,-0.0009406169653031636,1407962273.0,-10.755420202228683,8.582303561186722,1,SZSE.002803,2021-06-30,2021-06-30T09:30:00.000000,29.75,2021-07-01T11:30:00.000000,27.07,-9.733436003883643,1.5,止损卖出
SZSE.000036,华联控股,2021-07-01,4.52,4.88,4.51,4.66,4.66,0.0,63233333.0,296201528.0,5.13,4.19,false,false,8.81258,4.275409400866972,69.15132556500001,6892143047.64,45.9537928604,false,false,true,断板,断板,断板,2天2板,3.5043501745469814,4.386,4.204285714285715,-3.0042918454935745,10.83927964661909,468.4262460117356,false,3.59,0.5241536367872709,0.01167721593264825,0.0001974901185175088,-0.00005020553360898595,0.05136878833747883,-0.00035321854439910027,0.0022043748564054273,0.12034010891795659,47.8206792136545,3.4256755583231406,0.36666666666666664,0.760347587468557,0.0,0.3801737937342785,炸板,4.065714285714286,0.010845986984815648,485.6065288658558,14.617006324666198,0.33851784080512354,0.02891930160596571,0.6770356816102471,0.0,0.0013940696346858683,536450863.0,-6.920526572067443,11.17357695010539,1,SZSE.000036,2021-07-01,2021-07-01T09:30:00.000000,4.52,2021-07-02T11:30:00.000000,4.65,2.056376264852103,1.5,未涨停卖出
SZSE.000761,本钢板材,2021-04-14,4.11,4.61,4.08,4.44,4.24,0.04716981132075482,112176771.0,494736032.0,4.66,3.82,false,false,1.91805,3.2272740210781405,154.32989575320002,15432989575.320002,40.66150117440001,false,false,true,断板,断板,断板,7天4板,2.4171179255932675,4.184,4.008571428571429,-3.066037735849054,10.76265146115467,441.03251287202767,false,3.02,0.6914874558675126,0.01726284978239384,0.5187906966668066,0.004527945619826382,0.0011119177408685998,0.00007680423056631636,0.0057395840355618545,0.39802641482916634,30.5796398445946,2.483870906045787,0.45,0.963563704748472,0.3350223705152557,0.6492930376318639,断板,3.8528571428571428,-0.004694835680751019,435.2038032314108,10.048201705598823,0.6249320170501346,0.4986514528048387,0.9468735307945463,0.3029905033057229,0.0048172026446682056,571015813.0,-5.561487066908944,6.674082313681873,1,SZSE.000761,2021-04-14,2021-04-14T09:30:00.000000,4.11,2021-04-16T11:30:00.000000,4.29,3.547852386076132,2.5,未涨停卖出
SZSE.002639,雪人集团,2021-04-14,7.9,8.43,7.53,8.04,8.19,-0.01831501831501836,122973826.0,986247489.0,9.01,7.37,false,false,3.08794,22.01182532905438,54.1954504668,4491720001.679999,41.0439243084,false,false,false,,未涨停,未涨停,4天4板,17.100641441423534,8.41,7.981428571428572,-3.5409035409035305,0.7338464292106471,801.9978893720034,false,5.61,0.6249487094436321,0.020370184337344648,0.3368610505127678,0.004039092773001757,0.020448966146914164,-0.00040485051595676153,0.00597212809918278,0.2995549569891846,28.876261501019794,2.2727272210743816,0.5333333333333333,0.9649741419840151,0.0,0.48248707099200755,断板,7.687142857142858,-0.09999999999999998,830.4695699006576,6.5415350306634314,0.4790785143394452,0.2990614545708375,0.9581570286788904,0.0,0.005448850232752421,979338482.0,-4.873094857105798,2.769002044229696,1,SZSE.002639,2021-04-14,2021-04-14T09:30:00.000000,7.9,2021-04-15T11:30:00.000000,8.23,3.347117857683197,1.5,未涨停卖出
SHSE.600169,ST太重,2021-03-11,2.71,2.89,2.63,2.73,2.84,-0.03873239436619713,282663673.0,776032299.0,3.12,2.56,false,false,9.85144,11.024517707994095,90.99476295,6999597150.0,45.5954737875,false,false,true,断板,断板,断板,3天3板,8.653523716289872,2.842,2.718571428571429,-4.577464788732391,0.4203888596952067,274.5426360464792,false,2.05,0.7126102131457044,0.016157678145974144,0.5649435871165828,0.004295998204819091,0.3957711353488162,0.0015913865292918419,0.005856950690391927,0.5437251767920771,27.108075480308607,2.6554621143591572,0.45,0.971265732605082,0.3862542914214905,0.6787600120132862,断板,2.672857142857143,-0.10126582278481022,290.3899246078255,6.253340459647235,0.665588673977223,0.5387512910116119,0.9695889760038013,0.3615883719506447,0.005700241447292628,562656524.0,-6.677202948419025,1.3896312132549271,1,SHSE.600169,2021-03-11,2021-03-11T09:30:00.000000,2.71,2021-03-12T11:30:00.000000,2.77,1.399567780538357,1.5,未涨停卖出
SZSE.000625,长安汽车,2021-04-21,17.29,17.39,16.6,16.78,18.01,-0.06829539144919494,234504471.0,3974148020.0,19.81,16.21,false,false,7.79388,6.01194323100028,761.4101914896,65452797409.82001,364.3807938964,false,false,true,断板,断板,断板,2天2板,4.30383696521329,16.472,15.887142857142857,-3.997779011660202,5.619998201600584,1694.7003198075486,false,13.76,0.45969553542626673,0.008611091904090604,0.643589649017659,-0.005300892237973306,0.35038413588347317,-0.003072781928429205,-0.0018500623166972936,0.5188491723591248,26.072140688190196,3.0537312500308333,0.45,0.15874502458440645,0.4455508795833317,0.3021479520838691,炸板,15.518571428571429,0.035652673950546276,1835.258801918306,16.054496916137357,0.28586381702188,0.693133310406334,0.12353492733239568,0.4481927067113643,-0.0022744257393256073,7322126628.0,-5.789853823735314,11.414894596336179,1,SZSE.000625,2021-04-21,2021-04-21T09:30:00.000000,17.29,2021-04-22T11:30:00.000000,17.07,-2.0590858082994647,1.5,未涨停卖出
SZSE.002055,ST得润,2021-04-21,11.75,12.08,11.48,11.86,12.32,-0.03733766233766245,37406685.0,437853954.0,13.55,11.09,false,false,5.97954,8.625983098995535,56.155389788,5143104026.62,36.355238743799994,false,false,true,断板,断板,断板,2天2板,4.064265538050417,11.654,11.262857142857143,-4.626623376623379,5.301877219685429,1170.5232741153086,false,9.98,0.4100483600472586,0.006989934829628379,0.11388379167471735,-0.001603916489653879,0.7907116562295015,-0.003852137785014196,-0.0005596126144055222,0.3761650647156608,32.39907142123003,3.202298748027537,0.4,0.35401545305549054,0.35255370102411465,0.3532845770398026,炸板,11.040000000000001,-0.011235955056179803,1297.209869772728,11.594202898550718,0.31919885501284684,0.180557094084409,0.26629160806375995,0.3721061019619337,-0.0011571590967164593,816065000.0,-9.420979027405895,6.431159420289845,1,SZSE.002055,2021-04-21,2021-04-21T09:30:00.000000,11.75,2021-04-22T11:30:00.000000,11.82,-0.20581503772146575,1.5,未涨停卖出
SHSE.600578,京能电力,2021-04-02,3.98,4.1,3.74,3.8,4.1,-0.07317073170731703,207746912.0,803747670.0,4.51,3.69,false,false,5.46236,3.1110931544747564,253.749478528,25374947852.8,48.70312199,false,false,true,断板,断板,断板,6天4板,2.7816520901951214,3.9699999999999998,3.761428571428571,-2.9268292682926753,1.0254462590201325,386.88790233377813,false,2.78,0.7272302132585609,0.018932942888308615,0.34506009001923366,0.003497732325812942,0.04612225268529968,0.00045674509478872775,0.005672478269004812,0.3318127634669189,30.483084537548763,2.639053184791851,0.4166666666666667,0.965533522190746,0.27953535320310674,0.6225344376969264,断板,3.7057142857142855,-0.06178489702517176,419.0986822315722,10.639938319198146,0.48110979929161746,0.29752792750127177,0.9622195985832349,0.0,0.005337213649634594,1133136985.0,-5.034299349076488,7.401696222050891,1,SHSE.600578,2021-04-02,2021-04-02T09:30:00.000000,3.98,2021-04-06T11:30:00.000000,3.75,-6.5296602534585375,1.5,未涨停卖出
SZSE.000617,中油资本,2021-04-02,6.94,7.1,6.68,6.69,7.25,-0.0772413793103448,124771900.0,853904545.0,7.98,6.53,false,false,7.06838,0.9869571232730303,845.7550903851001,84575509038.51001,59.1117119322,false,false,false,,未涨停,未涨停,2天2板,0.3134349045943031,7.2700000000000005,6.964285714285714,-4.2758620689655125,-3.9384615384615342,684.3724788994958,false,6.16,0.34581404582896136,0.007845199745799067,0.0005243715754227831,-0.0000674866745259108,0.2985902006357093,-0.0007644072896133742,0.001305974425012846,0.15900205514421645,34.69470702180602,3.7590907677832717,0.48333333333333334,0.7639282341831917,0.0,0.38196411709159583,断板,6.901428571428572,-0.09937888198757772,729.8261924826699,5.050714137859646,0.38016528925619836,0.0036417991488472104,0.7603305785123967,0.0,0.001171855349864111,1085756785.0,-4.908866364579067,0.5588904988615084,1,SZSE.000617,2021-04-02,2021-04-02T09:30:00.000000,6.94,2021-04-06T11:30:00.000000,6.68,-4.513358669070114,1.5,未涨停卖出
SHSE.603198,迎驾贡酒,2021-04-26,41.88,42.28,38.82,38.82,43.13,-0.0999304428472062,39828506.0,1582095094.0,47.44,38.82,false,false,1.18173,4.9785632500000006,310.56,31056000000.0,78.08648823,false,false,false,,未涨停,未涨停,2天1板,3.407343,43.410000000000004,42.04142857142857,-2.898214699744957,-7.662509769275197,3972.2682392354864,true,26.84,0.5817130131495147,0.012217001340254394,0.21274650714516757,0.003711746678760072,0.05280236176724971,0.0008168594545204369,0.004544331443787046,0.23855656473266165,25.454904244002837,2.1646180391846728,0.55,0.9368421052631579,0.0,0.46842105263157896,断板,41.85285714285714,-0.0958071278825996,4417.8664036451855,3.051506980236898,0.4713249063670412,0.19087921330624685,0.9426498127340824,0.0,0.004786117669045089,1536597685.0,-5.203108981646032,0.06485305662697893,1,SHSE.603198,2021-04-26,2021-04-26T09:30:00.000000,41.88,2021-04-27T11:30:00.000000,38.34,-9.182182445005086,1.5,未涨停卖出
SHSE.600155,华创云信,2021-05-19,11.0,11.71,11.0,11.17,11.34,-0.014991181657848296,70093438.0,790838466.0,12.47,10.21,false,false,2.83221,4.029385193094327,194.30847758160002,19430847758.16,116.62944163600001,false,false,true,断板,断板,断板,5天3板,4.81136659712849,10.958000000000002,10.594285714285714,-2.9982363315696636,5.434196332254584,1128.263199188489,false,8.55,0.10846849933444304,0.004560507515021445,0.3462713976558055,-0.0022444851469754228,0.7443205857945333,-0.0026758417667718886,-0.0010128936005149888,0.41812557443315135,35.21134535204696,3.1645568618811124,0.36666666666666664,0.4132807058277223,0.39779579987068536,0.40553825284920386,断板,10.262857142857143,-0.03898305084745768,1188.693581152663,10.495545657015585,0.3693432811933922,0.4377994628402176,0.30794240594519273,0.43074415644159175,-0.0016024541252628352,1174372189.0,-7.461433506409431,7.182628062360807,1,SHSE.600155,2021-05-19,2021-05-19T09:30:00.000000,11.0,2021-05-20T11:30:00.000000,11.31,1.998913437160457,1.5,未涨停卖出
SZSE.002426,胜利精密,2021-05-20,2.77,2.99,2.77,2.88,2.88,0.0,186234908.0,535728146.0,3.17,2.59,false,false,5.27351,6.327242362992782,99.11571030719999,8476939941.12,75.9912316128,false,false,true,断板,断板,断板,8天6板,6.61661637968257,2.8859999999999992,2.8957142857142864,-3.8194444444444406,-0.5426739023187231,287.6625825701807,false,2.01,0.7170243489516712,0.022369974523072614,0.49508987140315214,0.0050897040039312585,0.20605654837924,0.0013912272326378262,0.007436215076371501,0.45276677000568233,27.48074819882521,2.2635134622785804,0.4666666666666667,0.9642608493850081,0.3511082123332666,0.6576845308591374,断板,2.845714285714286,-0.030303030303030387,300.96201318536146,1.2048192771084167,0.6468153993859829,0.48020274062020585,0.961690271650801,0.3319405271211646,0.007071376138440957,1113811044.0,-7.961806518952064,-2.6606425702811354,1,SZSE.002426,2021-05-20,2021-05-20T09:30:00.000000,2.77,2021-05-21T11:30:00.000000,2.78,-0.43867849900039757,1.5,未涨停卖出
