code,trading_date,open,high,low,close,pre_close,change,pct,volume,amount,limit_up,limit_down,type,type_name,name,vol_ratio,turn_over,swing,selling,buying,total_share,float_share,pe,industry,area,float_mv,total_mv,avg_price,strength,activity,avg_turnover,attack,is_limit_up,is_broken_limit,is_db,limit_status_ext,limit_status,limit_desc,last_limit_desc,sma_5,sma_7,open_pct,close_sma7_pct,vwap,touch_limit_down,lowest_30,prev_limit_status,prev_sma_7,pre_pct,pre_vwap,pre_close_sma7_pct,code_right,buy_time,buy_price,sell_time,sell_price,profit,holding_days,sell_reason,trading_date_right,weight
SHSE.600097,2021-01-08,11.6,11.98,11.44,11.57,12.15,-0.58,-4.7737,136967.17,16005.6169,13.37,10.94,,,开创国际,0.98,5.68,4.44,71955,65012,2.41,2.41,22.64,渔业,上海,27.88,27.88,11.69,-4.6,3587,0.0,1.14,false,false,false,,未涨停,未涨停,2天2板,11.852,11.852,-4.526748971193421,-2.379345258184273,11.685732354694924,false,10.2,断板,11.9225,1.7588,12.364082726627629,1.9081568462990224,SHSE.600097,2021-01-08T09:30:00.000000,11.6,2021-01-11T11:30:00.000000,11.26,-3.124978469806059,1.5,未涨停卖出,2021-01-08,0.4
SHSE.600419,2021-01-08,17.78,17.8,16.55,16.85,18.39,-1.54,-8.3741,314392.12,53236.33730000001,20.23,16.55,,,天润乳业,1.42,11.7,6.8,173818,140574,2.69,2.69,28.23,乳制品,新疆,45.26,45.26,16.93,-8.2,4017,0.0,1.81,false,false,true,断板,断板,断板,2天2板,16.978,16.978,-3.3170201196302305,-0.7539168335492997,16.933101662980615,true,14.4,断板,17.009999999999998,1.3223,18.02063677172459,8.112874779541462,SHSE.600419,2021-01-08T09:30:00.000000,17.78,2021-01-11T11:30:00.000000,17.07,-4.185072520280621,1.5,未涨停卖出,2021-01-08,0.4
SHSE.601016,2021-01-08,3.98,4.26,3.92,4.0,4.1,-0.1,-2.439,2631557.09,106884.38670000002,4.51,3.69,,,节能风电,0.7,6.33,8.29,1307638,1323919,49.87,41.56,27.92,新型电力,北京,166.22,199.47,4.06,-2.27,4648,0.0,2.04,false,false,true,断板,断板,断板,3天2板,3.9159999999999995,3.9159999999999995,-2.9268292682926753,2.145045965270698,4.061640429773083,false,3.46,断板,3.895,1.4851,4.1067886483032,5.263157894736833,SHSE.601016,2021-01-08T09:30:00.000000,3.98,2021-01-11T11:30:00.000000,3.85,-3.4596057209122546,1.5,未涨停卖出,2021-01-08,0.4
SHSE.601016,2021-01-11,3.9,4.0,3.71,3.74,4.0,-0.26,-6.5,2443424.95,93925.6371,4.4,3.6,,,节能风电,0.67,5.88,7.25,1305657,1137768,49.87,41.56,26.11,新型电力,北京,155.42,186.5,3.84,-5.42,4662,0.0,0.81,false,false,false,,未涨停,未涨停,3天2板,3.91,3.8866666666666667,-2.500000000000002,-3.773584905660373,3.844015634693425,false,3.46,断板,3.9159999999999995,-2.439,4.061640429773083,2.145045965270698,SHSE.601016,2021-01-11T09:30:00.000000,3.9,2021-01-12T11:30:00.000000,3.61,-7.620840697763764,1.5,未涨停卖出,2021-01-11,0.4
SZSE.000718,2021-01-11,4.23,4.82,4.23,4.82,4.38,0.44,10.0457,1649437.11,77397.6872,4.82,3.94,,,苏宁环球,1.9,7.21,13.47,1051101,598336,30.35,22.89,12.93,区域地产,吉林,110.34,146.27,4.69,11.38,2974,0.0,13.95,true,false,false,,涨停,5天4板,3天3板,4.308,4.155,-3.4246575342465633,16.004813477737663,4.692369701806939,false,3.36,断板,4.022,-2.8825,4.566077565240554,8.901044256588753,SZSE.000718,2021-01-11T09:30:00.000000,4.23,2021-01-12T11:30:00.000000,4.57,7.821965268773774,1.5,未涨停卖出,2021-01-11,0.4
SZSE.002164,2021-01-11,6.99,8.0,6.99,8.0,7.27,0.73,10.0413,907690.22,70443.0845,8.0,6.54,,,宁波东力,2.48,20.81,13.89,404084,503606,5.32,4.36,2.24,电气设备,浙江,34.89,42.57,7.76,11.37,4053,0.01,14.45,true,false,false,,涨停,4天3板,2天2板,6.936,6.778333333333333,-3.8514442916093445,18.02311285960167,7.760696650449753,false,5.77,炸板,6.534000000000001,2.3944,7.564390556788891,11.264156718702155,SZSE.002164,2021-01-11T09:30:00.000000,6.99,2021-01-13T15:00:00.000000,8.8,25.642597745602053,3.0,未涨停卖出,2021-01-11,0.4
SHSE.600655,2021-01-12,13.52,14.45,13.35,13.63,13.91,-0.28,-2.0129,1327474.78,183304.2721,15.3,12.52,,,豫园股份,1.1,8.27,7.91,658201,669274,38.83,16.05,25.0,百货,上海,218.8,529.32,13.81,-4.19,4724,0.0,2.1,false,false,true,断板,断板,断板,5天5板,13.344,12.465714285714286,-2.8037383177570137,9.339903735961496,13.80849375533899,false,9.78,断板,12.271666666666667,-2.8631,14.506083235603427,13.350536466114358,SHSE.600655,2021-01-12T09:30:00.000000,13.52,2021-01-13T11:30:00.000000,14.51,7.10805466722628,1.5,未涨停卖出,2021-01-12,0.4
SHSE.601908,2021-01-12,12.72,13.94,11.88,13.85,13.06,0.79,6.049,1889375.72,243946.1297,14.37,11.75,,,京运通,1.16,9.48,15.77,908875,980501,19.93,19.93,49.73,新型电力,北京,276.03,276.03,12.91,3.87,4725,0.0,16.58,false,false,true,断板,断板,断板,4天2板,13.469999999999999,12.821428571428571,-2.6033690658499222,8.022284122562674,12.911467376112995,false,10.23,断板,12.65,-9.9931,13.493580941291714,3.2411067193675898,SHSE.601908,2021-01-12T09:30:00.000000,12.72,2021-01-13T11:30:00.000000,12.97,1.7616817145119095,1.5,未涨停卖出,2021-01-12,0.4
SHSE.600655,2021-01-13,13.11,14.93,13.1,14.21,13.63,0.58,4.2553,1496374.15,212853.53560000003,14.99,12.27,,,豫园股份,1.03,9.32,13.43,700988,795386,38.83,16.05,26.07,百货,上海,228.11,551.85,14.22,4.52,4725,0.0,8.47,false,false,false,,未涨停,未涨停,5天5板,13.818000000000001,13.098571428571429,-3.8151137197358866,8.485112880357732,14.22461993212059,false,9.78,断板,12.465714285714286,-2.0129,13.80849375533899,9.339903735961496,SHSE.600655,2021-01-13T09:30:00.000000,13.11,2021-01-14T11:30:00.000000,13.47,2.5407087191984443,1.5,未涨停卖出,2021-01-13,0.4
SHSE.600844,2021-01-13,4.07,4.63,4.07,4.2,4.21,-0.01,-0.2375,931635.74,39848.3406,4.63,3.79,,,丹化科技,1.5,11.32,13.3,479837,451799,10.17,8.23,0.0,化工原料,江苏,34.55,42.69,4.28,0.03,3991,0.0,3.19,false,true,false,,炸板,4天2板,2天2板,4.0,3.922857142857143,-3.3254156769596124,7.064821558630735,4.277244730864448,false,3.45,断板,3.9057142857142857,-0.7075,4.358748285038799,7.790782735918069,SHSE.600844,2021-01-13T09:30:00.000000,4.07,2021-01-14T11:30:00.000000,3.9,-4.368358913813466,1.5,未涨停卖出,2021-01-13,0.4
SHSE.601908,2021-01-13,13.5,13.82,12.47,12.47,13.85,-1.38,-9.9639,1677595.31,219285.3536,15.24,12.47,,,京运通,0.97,8.42,9.75,868764,808831,19.93,19.93,44.78,新型电力,北京,248.53,248.53,13.07,-9.7,4726,0.0,0.0,false,false,false,,未涨停,未涨停,4天2板,13.416,13.057142857142859,-2.5270758122743655,-4.496717724288847,13.0714095522835,true,10.23,断板,12.821428571428571,6.049,12.911467376112995,8.022284122562674,SHSE.601908,2021-01-13T09:30:00.000000,13.5,2021-01-14T09:30:00.000000,11.79,-12.841158841158832,1.0,止损卖出,2021-01-13,0.4
SZSE.000718,2021-01-13,4.31,4.47,4.05,4.06,4.49,-0.43,-9.5768,1325181.98,55550.0012,4.94,4.04,,,苏宁环球,0.96,5.79,9.35,724718,600464,30.35,22.89,10.89,区域地产,吉林,92.94,123.21,4.19,-8.96,4341,0.0,0.25,false,false,true,断板,断板,断板,5天4板,4.452,4.298571428571429,-4.008908685968833,-5.550016616816235,4.191877194104315,true,3.36,断板,4.202857142857143,-6.8465,4.435154374122462,6.832087015635627,SZSE.000718,2021-01-13T09:30:00.000000,4.31,2021-01-14T09:30:00.000000,3.91,-9.461999717220104,1.0,止损卖出,2021-01-13,0.4
SZSE.002017,2021-01-13,10.58,11.99,10.15,11.99,10.9,1.09,10.0,700983.49,78984.4348,11.99,9.81,,,东信和平,3.35,15.75,16.88,345732,355251,4.46,4.45,168.12,通信设备,广东,53.37,53.53,11.27,10.61,4286,0.0,18.13,true,false,false,,涨停,4天3板,2天2板,10.306000000000001,9.937142857142858,-2.935779816513764,20.65842438182863,11.267659784683374,false,8.52,炸板,9.531428571428572,4.107,11.156521613192508,14.358513189448438,SZSE.002017,2021-01-13T09:30:00.000000,10.58,2021-01-14T11:30:00.000000,12.26,15.64749050571356,1.5,未涨停卖出,2021-01-13,0.4
SHSE.600189,2021-01-14,16.0,16.62,14.94,14.94,16.6,-1.66,-10.0,523037.45,81010.63540000001,18.26,14.94,,,泉阳泉,0.72,9.29,10.12,275129,247908,7.15,5.63,104.87,软饮料,吉林,84.08,106.85,15.49,-9.09,4550,0.0,0.0,false,false,true,断板,断板,断板,3天2板,16.236,15.700000000000001,-3.6144578313253093,-4.840764331210201,15.488496167913025,true,13.61,断板,15.654285714285715,-5.8957,17.168255188403528,6.0412484029932525,SHSE.600189,2021-01-14T09:30:00.000000,16.0,2021-01-15T11:30:00.000000,14.51,-9.4936938061938,1.5,止损卖出,2021-01-14,0.4
SHSE.600439,2021-01-14,2.65,2.74,2.58,2.6,2.77,-0.17,-6.1372,390399.18,10299.7279,3.05,2.49,,,瑞贝卡,1.03,3.45,5.78,233369,157030,11.32,11.32,231.01,服饰,河南,29.43,29.43,2.64,-5.23,2982,0.0,0.78,false,false,true,断板,断板,断板,3天2板,2.5620000000000003,2.4842857142857144,-4.332129963898921,4.6578493387004,2.6382555158030816,false,2.19,炸板,2.454285714285714,6.5385,2.751838383496136,12.86379511059372,SHSE.600439,2021-01-14T09:30:00.000000,2.65,2021-01-15T11:30:00.000000,2.57,-3.2126364201835766,1.5,未涨停卖出,2021-01-14,0.4
SZSE.000918,2021-01-14,3.85,3.94,3.72,3.74,3.97,-0.23,-5.7935,140251.99,5331.953300000001,4.37,3.57,,,嘉凯城,1.13,0.78,5.54,84367,55885,18.04,18.04,0.0,全国地产,浙江,67.48,67.48,3.8,-3.87,1983,0.0,0.54,false,false,true,断板,断板,断板,2天2板,3.72,3.6,-3.0226700251889196,3.8888888888888924,3.8016952914536195,false,3.14,断板,3.557142857142857,-0.2513,4.056856341884962,11.606425702811258,SZSE.000918,2021-01-14T09:30:00.000000,3.85,2021-01-20T11:30:00.000000,4.88,26.499993512980534,4.5,未涨停卖出,2021-01-14,0.4
