factor_group,mean_daily_return,std_return,annual_return,sharpe_ratio,max_drawdown,positive_ratio,sample_count
G1,0.0034873816187522165,0.03951231870993819,0.1757640335851117,31.58004631383116,-0.3207201305731344,0.5618181818181818,1100
G2,0.0029842617464474917,0.036343772197964766,0.15040679202095358,29.380062476812295,-0.2966697419572524,0.5418181818181819,1100
G3,0.0028598060654202615,0.034761409243961094,0.14413422569718118,29.43642150001547,-0.2823033110981599,0.5436363636363636,1100
G4,0.002627885614638177,0.034839302096240574,0.13244543497776412,26.988752808122534,-0.3524094756661193,0.5418181818181819,1100
G5,-0.00045414986064072155,0.03786204047029202,-0.022889152976292366,-4.291814814837631,-0.5971608302472395,0.5036363636363637,1100
