trading_date,ic,rank_ic,sample_size
2021-08-20,0.05424508804914046,0.041223131369027825,4312
2021-08-23,0.06768268242053646,0.05482544811047171,4311
2021-08-24,0.09910271700096199,0.09013914017132951,4314
2021-08-25,0.034685302361983784,0.021343500507358153,4315
2021-08-26,0.08908733263997869,0.08764989018611204,4318
2021-08-27,0.02912881131231236,0.007645030290638376,4318
2021-08-30,-0.016664332579387712,-0.03195221970504251,4322
2021-08-31,-0.03253895765110471,-0.07358354200612897,4322
2021-09-01,-0.006752391893257746,-0.027779603692570754,4323
2021-09-02,-0.015752567624518182,-0.021602243046580986,4322
2021-09-03,0.017186959461623123,0.027216953932726145,4324
2021-09-06,0.11654565492819098,0.16218134909417392,4326
2021-09-07,0.05636104311848736,0.07176929607883117,4331
2021-09-08,0.12447675997765406,0.18972130062546835,4334
2021-09-09,0.07310360844109183,0.08998590169578546,4339
2021-09-10,0.13133808360615898,0.1580998070379621,4340
2021-09-13,0.13467722594458242,0.128943442432999,4344
2021-09-14,0.21723602522233307,0.24996283562572816,4348
2021-09-15,0.07588775675970587,0.04307449896260304,4348
2021-09-16,-0.05721517838750478,-0.1049618210032583,4349
2021-09-17,0.012171147131360688,-0.02474555852325535,4351
2021-09-22,-0.12501895837620836,-0.11390505953768197,4347
2021-09-23,-0.08564993501250918,-0.10712595348138892,4351
2021-09-24,-0.02536216473881196,-0.032597794173854625,4351
2021-09-27,-0.03230189022854177,-0.018929288228550393,4349
2021-09-28,-0.14524841303505154,-0.09829338072570376,4353
2021-09-29,-0.26138469915778784,-0.2340719103071644,4358
2021-09-30,-0.29774805988903397,-0.26928060114216074,4362
2021-10-08,-0.3292682143606348,-0.33224474835247797,4366
2021-10-11,-0.19802242911675158,-0.22330379262472205,4369
2021-10-12,-0.17308360575427048,-0.22444398937558285,4373
2021-10-13,0.009409506203625786,-0.0649581954250876,4375
2021-10-14,0.09542188030153817,0.04018085606155761,4375
2021-10-15,0.07980434124732684,0.03663111919978288,4378
2021-10-18,0.04384025438332058,0.008124386688798727,4382
2021-10-19,-0.028580324144893258,-0.06949680396291998,4382
2021-10-20,0.014489540981928402,0.012266720102946332,4384
2021-10-21,0.002573917232903822,0.02408824446499056,4385
2021-10-22,0.020954984962112993,0.028344174036773622,4389
2021-10-25,-0.011760589125904896,-0.024567014338458926,4389
2021-10-26,0.03651628665970126,0.020358364292323006,4392
2021-10-27,0.01771602335418515,-0.01756865683913328,4394
2021-10-28,-0.005907218949055944,-0.06458388905253701,4401
2021-10-29,-0.02768737107715075,-0.07472685754618999,4404
2021-11-01,-0.04051126822065251,-0.09422371303976854,4406
2021-11-02,-0.057878967996766374,-0.15100409915989174,4409
2021-11-03,-0.049570273799283554,-0.14058260259366478,4409
2021-11-04,-0.08464196559863028,-0.1733940338227109,4413
2021-11-05,-0.030856407860701544,-0.10990682368329478,4417
2021-11-08,0.004322528135772442,-0.04674274798275605,4419
2021-11-09,0.04330251032953708,-0.019055072882625725,4415
2021-11-10,0.017481979815238243,-0.06969920383234991,4417
2021-11-11,-0.04666255430813544,-0.12196585414053795,4417
2021-11-12,-0.10769554552026014,-0.18137421596543232,4422
2021-11-15,-0.04053730685415277,-0.10699339236961916,4426
2021-11-16,-0.05240254034933236,-0.12433883206134955,4429
2021-11-17,-0.013374249717201301,-0.11935167948379008,4430
2021-11-18,0.025502995658826504,-0.040843401508909506,4435
2021-11-19,0.03173376379905034,-0.043578405585066066,4438
2021-11-22,0.043099016990714466,-0.012120003333706308,4438
2021-11-23,-0.0012443964496511827,-0.006969879654462771,4441
2021-11-24,-0.06471876712300913,-0.0661953156638863,4442
2021-11-25,-0.07531327628943786,-0.13739767916779655,4443
2021-11-26,-0.11377314008325738,-0.1799507851097173,4442
2021-11-29,-0.22006153479099574,-0.33013898151019555,4443
2021-11-30,-0.2687618712184556,-0.3910450789203506,4444
2021-12-01,-0.2188523537136053,-0.3133518031317004,4444
2021-12-02,-0.182592584993504,-0.26871634133134653,4447
2021-12-03,-0.09469493063625677,-0.2017012752232026,4445
2021-12-06,-0.03743601280497222,-0.10666092592556778,4447
2021-12-07,0.08135204366653846,0.07039803317442103,4449
2021-12-08,0.04690484598539286,-0.012517762042150032,4451
2021-12-09,0.024761813873123945,-0.05134315541052734,4454
2021-12-10,0.027193127510338977,-0.07186496531575176,4458
2021-12-13,0.10219397506171371,0.031036653051856548,4459
2021-12-14,0.07448158289001539,0.043118221173815016,4462
2021-12-15,0.07492534000010258,0.05310085121227517,4462
2021-12-16,0.028104555992187863,0.034329432410198604,4463
2021-12-17,-0.03299146030814129,0.00447272644644216,4466
2021-12-20,-0.11829404049611762,-0.06540215445789738,4469
2021-12-21,-0.16716965864925915,-0.15269583920863775,4470
2021-12-22,-0.12537702333977147,-0.09679675806667387,4472
2021-12-23,0.013193942459946631,0.035315866352530846,4478
2021-12-24,-0.01961074183798658,-0.01844366175603407,4478
2021-12-27,0.0905485365999052,0.11160323456763682,4480
2021-12-28,0.1981423038980596,0.2453116946568735,4482
2021-12-29,0.2107167608411301,0.2565276464537275,4484
2021-12-30,0.14191345048425555,0.17827537567561888,4483
2021-12-31,0.16127198629433176,0.19733913156800964,4482
2022-01-04,0.11149063677812987,0.1320259557116032,4483
2022-01-05,0.07271358099544625,0.04040579875872975,4484
2022-01-06,0.08164317479849202,0.08516474992637832,4486
2022-01-07,0.15203805271360116,0.06514660580527239,4489
2022-01-10,0.12376731688120225,0.021446029572941203,4491
2022-01-11,-0.031150401175584933,-0.09920605008230009,4494
2022-01-12,0.0513524814396918,0.07366222295203625,4497
2022-01-13,0.03534752955442375,0.04859549866774785,4500
2022-01-14,-0.06579812099916187,0.04115475010376925,4500
2022-01-17,-0.11516789727110255,-0.018524704302737255,4501
2022-01-18,-0.055385582005023096,0.004655146707213476,4506
2022-01-19,-0.17503672985412488,-0.14247249480163984,4509
2022-01-20,-0.26655891061277853,-0.21855647085785765,4511
2022-01-21,-0.19803485442985336,-0.1754025843231266,4512
2022-01-24,-0.13526887081677846,-0.1087795188572512,4515
2022-01-25,-0.030169540395917654,-0.012832978039969856,4515
2022-01-26,0.08485325331813022,0.05541826125232805,4516
2022-01-27,0.18677159165920257,0.12879540643787996,4519
2022-01-28,0.20350450942144982,0.13605000155335453,4521
2022-02-07,0.30205093319475307,0.2397555549527839,4521
2022-02-08,0.18877889396681766,0.1443924947722304,4520
2022-02-09,0.10554010391053958,0.07678566713219509,4524
2022-02-10,-0.0711446463756547,-0.08409314656194468,4527
2022-02-11,-0.07896894942736886,-0.08326849476908979,4530
2022-02-14,-0.053573397583327145,-0.09023143398942315,4533
2022-02-15,0.02350714376063912,-0.045189039993780884,4537
2022-02-16,-0.03411587999632475,-0.10474787942042353,4538
2022-02-17,-0.037697520019946584,-0.1066173639814566,4541
2022-02-18,-0.12422135132572638,-0.1783602135328007,4543
2022-02-21,-0.16034339023676675,-0.1438509818007517,4545
2022-02-22,-0.18432943267768714,-0.16393675164396507,4544
2022-02-23,-0.1106437658129749,-0.08041632071008198,4545
2022-02-24,-0.04846645112379468,-0.048481623807749744,4546
2022-02-25,-0.027067659389739294,-0.04030917569959173,4549
2022-02-28,0.050329470334396796,-0.0006233171988321096,4549
2022-03-01,0.09043817588438466,0.045872601750266605,4550
2022-03-02,0.13750235023928045,0.10676801294997292,4551
2022-03-03,0.05742280411034257,0.0490549911560785,4552
2022-03-04,0.07662442436845486,0.07655065770046907,4554
2022-03-07,-0.003235841932643111,-0.0019589401402163712,4556
2022-03-08,0.007933024606623129,-0.012518793497866837,4557
2022-03-09,-0.04015964099770783,-0.06079266340250441,4556
2022-03-10,-0.04716073427179391,-0.07618450744742875,4558
2022-03-11,-0.013771766229614171,-0.057284414518600425,4562
2022-03-14,0.026711688773853604,-0.0425585621554602,4565
2022-03-15,-0.06349863885113563,-0.11243367233580928,4567
2022-03-16,-0.15401729115004667,-0.19217178930883932,4571
2022-03-17,-0.10539914072205273,-0.1284611971304227,4573
2022-03-18,-0.13586695422658487,-0.17146173461537312,4572
2022-03-21,-0.20149409503252555,-0.1977396015773247,4575
2022-03-22,-0.11575148958243359,-0.08240102908561692,4576
2022-03-23,-0.02652251597050222,-0.009305513832925534,4581
2022-03-24,-0.042046214823146175,-0.09288643207852612,4582
2022-03-25,-0.057973810355128656,-0.06378112820353649,4584
2022-03-28,-0.02078201547502908,-0.044144243130356545,4586
2022-03-29,-0.06134707650771503,-0.10762831755638073,4590
2022-03-30,-0.027368168852039618,-0.07020487052601573,4590
2022-03-31,-0.0028101894792455393,-0.012728236690853583,4588
2022-04-01,-0.005982349961224564,-0.0007764108088598661,4589
2022-04-06,-0.054109810206171366,-0.028616836547399903,4587
2022-04-07,0.01108674638188361,0.03140547754454036,4587
2022-04-08,-0.03855819225811278,-0.0014562149974591332,4587
2022-04-11,-0.14018645233906707,-0.1169868761046156,4588
2022-04-12,-0.07751517185720991,-0.054629838753257755,4590
2022-04-13,-0.10097245213305489,-0.08808367114689822,4595
2022-04-14,-0.13507871915414169,-0.1082995831855032,4598
2022-04-15,-0.12248690062338549,-0.10632336104102613,4595
2022-04-18,0.012645546314286426,0.05283999623571615,4593
2022-04-19,0.0730995021464114,0.08976370161442393,4597
2022-04-20,-0.008575357032619437,0.03290787147823676,4599
2022-04-21,-0.0049911789817518905,0.04514100347049067,4601
2022-04-22,-0.019310382807963246,0.021307054531674134,4602
2022-04-25,-0.05048954310625408,-0.06112039757875529,4603
2022-04-26,-0.10597588480506355,-0.14592870563470076,4602
2022-04-27,-0.018961083580498556,-0.08976325216909775,4600
2022-04-28,-0.019819289338244766,-0.11195233126610771,4593
2022-04-29,0.012296446053266295,-0.05527273543054167,4590
2022-05-05,-0.05241383540702502,-0.1252774168740598,4539
2022-05-06,-0.020184668640436772,-0.041706945401334766,4573
2022-05-09,-0.007862637192265029,-0.00036491181947956644,4571
2022-05-10,-0.05606297720191317,9.790385171986555e-05,4574
2022-05-11,-0.11311883093077674,-0.0767184044031629,4576
2022-05-12,-0.11866914522399925,-0.08574801811237724,4575
2022-05-13,-0.11626832967477023,-0.08837244829765654,4577
2022-05-16,-0.1709015417778115,-0.15643453167710747,4577
2022-05-17,-0.1400863226709695,-0.1440933875426021,4581
2022-05-18,-0.1319225421172866,-0.15686574948123888,4581
2022-05-19,-0.16876414719349148,-0.18562958389438688,4581
2022-05-20,-0.13233914705952263,-0.1957219967688358,4584
2022-05-23,-0.068138339581852,-0.09536027778247673,4586
2022-05-24,-0.10539312816345588,-0.12632898942679532,4585
2022-05-25,-0.09725662776453581,-0.0951622898073164,4588
2022-05-26,-0.024080046643503227,-0.004564901417506722,4592
2022-05-27,-0.024089052163960744,0.027388839413733927,4592
2022-05-30,-0.0719652216453567,-0.03878314750444807,4595
2022-05-31,-0.01916450025553602,-0.007603726851949686,4601
2022-06-01,-0.06504956801658451,-0.06429062512450265,4596
2022-06-02,-0.07457460308825124,-0.08628343601489226,4594
2022-06-06,-0.029129267104497834,-0.06641289688834397,4605
2022-06-07,0.02810903022654825,0.005330915180641428,4608
2022-06-08,-0.04088402318153914,-0.05474717495844626,4608
2022-06-09,0.028308286378878972,0.02263758578634948,4606
2022-06-10,0.039275578490298294,0.04728326128187211,4611
2022-06-13,-0.02240580389143666,-0.03474192558183467,4613
2022-06-14,-0.08052430242569276,-0.11028737053842283,4610
2022-06-15,-0.03671509614786021,-0.08247162789372277,4611
2022-06-16,0.0537676878684942,0.047620778767644145,4613
2022-06-17,-0.010605342110168262,-0.02778228475094582,4612
2022-06-20,0.038387355618345956,0.023455745130201405,4611
2022-06-21,0.12550553166884992,0.13694113042680597,4618
2022-06-22,0.00404007307742453,-0.018287472643072362,4615
2022-06-23,-0.08734569947636137,-0.11891712777821259,4618
2022-06-24,-0.107288872791269,-0.18223821007072755,4618
2022-06-27,-0.13535077088656128,-0.1657835074802252,4622
2022-06-28,-0.18456474063833775,-0.22619614489912437,4626
2022-06-29,-0.013630956841387841,0.0006894780490196922,4626
2022-06-30,0.048961456773464786,0.05832084209930013,4628
2022-07-01,0.048371657440602865,0.014399585105936544,4634
2022-07-04,0.01649952573954924,-0.05366389307884739,4632
2022-07-05,-0.03155363560743839,-0.13141831465029233,4635
2022-07-06,-0.0949937591362125,-0.20759633444624004,4638
2022-07-07,-0.05936359150497015,-0.13226770169467886,4639
2022-07-08,0.05785171481391957,0.059846219611998416,4642
2022-07-11,0.07413158706198164,0.07061418430755088,4642
2022-07-12,0.10450056594381962,0.09633326525888469,4640
2022-07-13,0.09877498982085217,0.1057037984940417,4640
2022-07-14,0.06953531306686474,0.01148593044338059,4644
2022-07-15,-0.0002569358474052478,-0.09301487949709636,4650
2022-07-18,-0.07521269723816883,-0.12702510641618622,4655
2022-07-19,-0.06928592414007032,-0.10521739417906786,4658
2022-07-20,-0.01254366873638611,-0.04021024134760253,4662
2022-07-21,-0.004944579766565187,-0.02584920969258376,4663
2022-07-22,0.023429450271811442,0.028305518058017277,4664
2022-07-25,0.08845498841555798,0.13929103040518329,4659
2022-07-26,0.08354048115619714,0.14367675736853003,4664
2022-07-27,0.006479307672463377,0.0690546062184578,4668
2022-07-28,-0.013709699993387866,0.07922185726345399,4668
2022-07-29,-0.09893885333359917,-0.04479128957368515,4668
2022-08-01,-0.05075987412945605,-0.003841752350186696,4669
2022-08-02,-0.038655505051779025,0.004513021975371419,4671
2022-08-03,0.04167613732544,0.06040613735064404,4672
2022-08-04,0.004872883617714501,-0.00997881941720308,4674
2022-08-05,0.037997877274109165,-0.04538564116575964,4673
2022-08-08,0.038528357194832344,-0.06658781982217614,4674
2022-08-09,0.003100885339049215,-0.10357098688696127,4675
2022-08-10,-0.12094888772337674,-0.2364632114454682,4674
2022-08-11,0.04423065701263418,0.0015719713101212047,4672
2022-08-12,-0.003798799439960542,-0.04176834721767621,4676
2022-08-15,-0.10996348869071815,-0.16268937664668845,4673
2022-08-16,-0.07904631861906734,-0.11599200968062032,4679
2022-08-17,-0.1289543229488253,-0.212836575258083,4679
2022-08-18,-0.26884398273294774,-0.36507581758959357,4682
2022-08-19,-0.2606032274667583,-0.33667134586014913,4683
2022-08-22,-0.19414953399249876,-0.25788710867916076,4681
2022-08-23,-0.27403216442867484,-0.32345125847459893,4681
2022-08-24,-0.2892992430196073,-0.32920717960635737,4681
2022-08-25,-0.26852531035916494,-0.30200213688123884,4682
2022-08-26,-0.17361240545364115,-0.19453459690744465,4687
2022-08-29,-0.14970802740553263,-0.1760873220034703,4689
2022-08-30,-0.07257002369446658,-0.09369292034830551,4693
2022-08-31,0.014090096870664492,0.032989831358002236,4694
2022-09-01,-0.012608667515388583,-0.0005068849823989145,4692
2022-09-02,-0.06597522889382944,-0.05884169257196395,4694
2022-09-05,-0.13838162256115577,-0.13852540479298817,4695
2022-09-06,-0.09802527478531936,-0.07477018753800832,4694
2022-09-07,-0.0027170962589385434,0.050327573078210584,4694
2022-09-08,-0.00837761345951704,0.05107027433753629,4697
2022-09-09,0.05744422657466732,0.10455932107487378,4697
2022-09-13,0.04197062978675013,0.07244200505964539,4695
2022-09-14,0.030387479245642456,0.03263823615017003,4699
2022-09-15,-0.07992104867159455,-0.1289670116216795,4698
2022-09-16,-0.02591129766807476,-0.05116714314946421,4701
2022-09-19,-0.07861806621827358,-0.10573374564295097,4701
2022-09-20,-0.05720058707123057,-0.044624083134831655,4702
2022-09-21,-0.0032737973564469897,0.03210115395192902,4706
2022-09-22,-0.04262644170135429,0.014438041762671444,4706
2022-09-23,-0.033874245270949316,0.012113944050597413,4709
2022-09-26,0.021934783100986975,0.09849218872755244,4709
2022-09-27,-0.013924568618948554,0.050745562658396894,4711
2022-09-28,-0.13313079953222906,-0.13604253768076982,4714
2022-09-29,-0.11953316814916715,-0.16346935731426013,4714
2022-09-30,-0.11766069832542951,-0.2064180555086858,4715
2022-10-10,-0.13987087708692342,-0.2650948794405272,4718
2022-10-11,-0.07111436035660779,-0.1727674847503057,4718
2022-10-12,-0.01395940632997919,-0.11997978678527618,4719
2022-10-13,-0.009787683657156463,-0.0962653902804946,4718
2022-10-14,-0.05258337773663882,-0.13864183339200326,4723
2022-10-17,-0.09536050392116979,-0.15430660296377807,4720
2022-10-18,-0.18237625616483982,-0.2388548228053349,4720
2022-10-19,-0.10418176306207387,-0.13079057825711984,4722
2022-10-20,-0.07660671194313234,-0.07202295046289614,4722
2022-10-21,-0.01562661163606487,0.016977443242173578,4725
2022-10-24,0.054992134053635774,0.029276480397309446,4728
2022-10-25,0.09966523795561821,0.0726370518025099,4727
2022-10-26,0.02991107387260284,0.012468249227021139,4726
2022-10-27,-0.005847043206662668,-0.011802434136465107,4728
2022-10-28,-0.0951982807770885,-0.1358689063145708,4733
2022-10-31,-0.15964875979750628,-0.19840337751264203,4732
2022-11-01,-0.10186458259003435,-0.1798720261214664,4734
2022-11-02,-0.05936852791999714,-0.1520911895210843,4734
2022-11-03,0.040165496049833015,-0.06729623693834484,4735
2022-11-04,0.002382640798214997,-0.09637100581698471,4742
2022-11-07,0.10310957022263073,0.03800243064510975,4746
2022-11-08,0.08091472346607863,0.019675623623227067,4745
2022-11-09,0.025680506311542745,-0.025046533244604312,4746
2022-11-10,0.01953310666935218,-0.008861947322916397,4751
2022-11-11,0.12079004364393346,0.10784867888022168,4754
2022-11-14,0.055527399550109414,-0.002675169875570131,4753
2022-11-15,-0.008306788478306577,-0.053596202248830084,4755
2022-11-16,-0.10181020090484456,-0.14125054233862894,4756
2022-11-17,-0.1803915596524622,-0.23758809727203897,4761
2022-11-18,-0.21553021377953416,-0.24631812801521238,4763
2022-11-21,-0.20925289546576084,-0.21920111906630255,4765
2022-11-22,-0.0620959894375999,-0.1040549995254166,4769
2022-11-23,0.058810530457370565,-0.02077277025865136,4770
2022-11-24,0.018864106646971614,-0.006916885329337695,4775
2022-11-25,0.025115540262231575,-0.055283749448320894,4777
2022-11-28,0.04634958800271799,0.011649077966214724,4780
2022-11-29,-0.07652998692731476,-0.09258924664300375,4782
2022-11-30,-0.020700880431166406,-0.033422304879479184,4786
2022-12-01,0.04263488176333506,0.06657815372542812,4786
2022-12-02,0.04517593804894175,0.09034838524100042,4788
2022-12-05,-0.01009007639355034,-0.010393192044372892,4786
2022-12-06,0.10507652394587431,0.14338213988157464,4786
2022-12-07,0.06971574881628852,0.11220858475840272,4786
2022-12-08,-0.002530375855462178,-0.028222220905167558,4789
2022-12-09,0.09355439559857279,0.09999509625661511,4792
2022-12-12,0.08279832603479743,0.1314542209873876,4797
2022-12-13,-0.15527298473772888,-0.18061042689899315,4798
2022-12-14,-0.027014068805119962,-0.02814616879062214,4798
2022-12-15,0.10770569884950139,0.1503714234419373,4798
2022-12-16,-0.05899737958272189,-0.051240189012633205,4804
2022-12-19,-0.1376453296926997,-0.1903196958789922,4801
2022-12-20,-0.052812376253638556,-0.06526442985969184,4805
2022-12-21,-0.147288299303919,-0.16329617953906342,4801
2022-12-22,-0.20625153377459182,-0.24827372580772,4809
2022-12-23,-0.1281185235225412,-0.1970698204801664,4814
2022-12-26,-0.12030447185839907,-0.20059525694240826,4814
2022-12-27,-0.09126881097768824,-0.1554979670204061,4818
2022-12-28,-0.17589062935510588,-0.2292017349739127,4818
2022-12-29,-0.20825164564737608,-0.24030486738346643,4824
2022-12-30,-0.22510477421511998,-0.24656376425767804,4823
2023-01-03,-0.18145754110010776,-0.15971419481013946,4826
2023-01-04,-0.1817046492375274,-0.15820717711245919,4830
2023-01-05,-0.17683132403497373,-0.15669307029628599,4832
2023-01-06,-0.09687869319916859,-0.08279523472097043,4831
2023-01-09,-0.1469958013292942,-0.14460730486154405,4828
2023-01-10,-0.15993213773613077,-0.1622485226480035,4834
2023-01-11,-0.16931927994208165,-0.17764134760025774,4838
2023-01-12,-0.21639559067674674,-0.1887268942815565,4835
2023-01-13,-0.21624225204553407,-0.20562233650839173,4834
2023-01-16,-0.12160900932026472,-0.14878772298099896,4835
2023-01-17,-0.11051436091021277,-0.17902478193366805,4836
2023-01-18,-0.049864699288221064,-0.11870330900681217,4839
2023-01-19,-0.014000398532655521,-0.0877342351041631,4837
2023-01-20,0.01311434786393143,-0.021266155758576603,4839
2023-01-30,-0.03019832449530596,-0.04389381564205733,4840
2023-01-31,-0.0094814373127426,-0.004237750592941021,4841
2023-02-01,-0.0491786777302729,-0.0516927975308862,4842
2023-02-02,0.0234563351749379,0.06420053237534515,4844
2023-02-03,-0.014425671963522417,-0.016921705248500923,4843
2023-02-06,-0.024271359010996335,-0.06100316047641492,4846
2023-02-07,-0.09187469209056572,-0.14723560586480847,4849
2023-02-08,0.04728302943376037,0.03672740684371099,4850
2023-02-09,-0.0653763542336385,-0.11576224608128992,4852
2023-02-10,-0.10645028252254461,-0.15972122396233673,4853
2023-02-13,-0.06384888761775531,-0.09262646724291476,4855
2023-02-14,-0.030900532529926642,-0.06239800912189454,4853
2023-02-15,-0.1902917149511832,-0.21175431075538803,4858
2023-02-16,-0.1600087982957714,-0.13961108982598525,4859
2023-02-17,-0.007522007429752846,0.02831189298614168,4861
2023-02-20,-0.08146339928987743,-0.06000467781562706,4864
2023-02-21,-0.0799414806626774,-0.09289441430080671,4865
2023-02-22,0.023402735538258453,0.0030030430270005597,4865
2023-02-23,0.11700171907750564,0.07213153735534798,4864
2023-02-24,0.011466249456516277,-0.017057759812571363,4864
2023-02-27,0.004950941374079798,-0.04593605388858176,4863
2023-02-28,-0.002636559060948291,-0.042502804983383574,4865
2023-03-01,0.011652501703563762,-0.030633267917454476,4867
2023-03-02,-0.012183778161888705,-0.03573804087452468,4870
2023-03-03,0.034292157516512274,0.02856389699787006,4871
2023-03-06,0.13606739008090585,0.1481830881435228,4872
2023-03-07,0.13637976479739553,0.15028361202037163,4872
2023-03-08,0.06452592063604033,0.10242886973747171,4871
2023-03-09,0.06678351712781401,0.07393996741067321,4873
2023-03-10,0.1477837261804478,0.14762252165882933,4875
2023-03-13,0.08055402814291236,0.11212854395993477,4879
2023-03-14,-0.010978117920923052,-0.004694617269967843,4880
2023-03-15,0.020124725406751687,0.039763539399625396,4880
2023-03-16,0.019816833849935617,0.04388265705861498,4881
2023-03-17,-0.09024163220865065,-0.0830043714801386,4882
2023-03-20,-0.033119884908658116,-0.07126191627562262,4880
