rule,n,all_final,all_ann,all_mdd,all_sharpe,all_win,all_pl,all_mean,train_n,train_ann,train_mdd,train_sharpe,test_n,test_ann,test_mdd,test_sharpe,test_final,score
"turnover_rate in [13.12,55.09] AND sell_reason == 未涨停卖出",1015,87.0553334520412,5.996791684022509,-0.13931891685587627,6.101407076771053,0.5507389162561577,2.063058326236512,1.2512500152965937,878,5.354234895466489,-0.13931891685587627,5.714195854298306,133,12.850221784042573,-0.03609191759047192,8.761869231466068,2.2400371197920337,16.729574688334793
"avg_limit_turnover_5 in [11.76,51.68] AND sell_reason == 未涨停卖出",808,42.323243116465356,4.212314004936932,-0.15776049842838902,5.362746050653324,0.5470297029702971,2.057858602940053,1.1644839046490485,694,3.5124653260005303,-0.15776049842838902,4.951990892584721,111,13.574338619074314,-0.039195297041802024,7.800335633793442,2.1143033438828067,16.383522843684343
"turnover_rate in [27.62,55.09] AND sell_reason == 未涨停卖出",202,32.56560897363195,3.786261690804335,-0.1375432979939426,9.860911650941762,0.7277227722772277,2.4901028767199715,2.7456622937042674,170,3.2245349436103083,-0.1375432979939426,9.014657828664777,29,12.516367032210445,-0.026219039924219367,17.90986838544656,1.8601477722043214,16.08770731424184
"mv_A_free_float in [76.14,217] AND turnover_rate in [19.06,55.09]",218,7.4708853452201005,1.437080699333789,-0.19739235205935113,5.424436475164116,0.555045871559633,1.575403689106895,1.0543499320042835,170,0.8983638202754691,-0.19739235205935113,4.607856781289523,46,13.903759312197584,-0.06527106527911819,7.663137265718016,2.0654842782726788,15.405192984728583
"limit_days in [4,6] AND sell_reason == 未涨停卖出",636,15.688323393935738,2.2750129971625284,-0.14839913297897367,4.360083946699638,0.47955974842767296,2.0739069707470312,0.8143799445026564,540,1.5780302087074278,-0.14839913297897367,3.765813384154737,93,13.24253453311431,-0.0503983097985603,6.890808665126697,2.412248721966946,14.87836727190867
"open_pct in [-5,-3.287] AND limit_days in [5,16]",358,2.514802555671815,0.5105912402950374,-0.2934195497179153,1.7922723289984426,0.43575418994413406,1.6185138473985952,0.3837572571676175,313,0.07612445255501132,-0.2934195497179153,0.6617942153795855,44,14.451572704783624,-0.06945237864371945,7.0844403809801415,2.1013020439934746,14.813363207538957
"mv_A_free_float in [53.22,217] AND turnover_rate in [19.06,55.09]",382,4.560667461419618,0.9585018719552172,-0.26318482498428986,3.096823818487767,0.5445026178010471,1.3664532699152003,0.7658236347382193,302,0.494066306700746,-0.26318482498428986,2.182159553993869,77,13.552359318088245,-0.13244698999895876,6.20738444075509,2.052294376625076,14.352533740136693
"open_pct in [-5,-3.768] AND limit_days in [5,16]",244,2.823917866357079,0.5973969770414873,-0.2623600704333584,2.3582606344724555,0.4385245901639344,1.6835924853454658,0.48749629527727745,211,0.17514666910318666,-0.2623600704333584,1.2116705756795032,33,13.581420043862254,-0.0824047501891505,6.870169189113508,2.0685249961856758,14.099443130213762
"open_pct in [-5,-3.511] AND sell_reason == 未涨停卖出",1040,29.341652806518862,3.2893066419155,-0.1075784384738444,4.5376452467391655,0.4913461538461538,1.9943415605769703,0.8304647104560218,901,2.6121861041496963,-0.1075784384738444,4.007016570599161,139,11.81583719704055,-0.03955258412027185,7.732642977501923,2.3293015290817016,14.009683006403094
"price_lowest_30 in [1.288,1.968] AND sell_reason == 未涨停卖出",1454,56.185295038456495,4.698416242530911,-0.13314074358287697,5.3474203888673895,0.49449793672627235,1.9461738131823885,0.8138248507843996,1253,4.06872174316054,-0.13314074358287697,4.961489961109965,197,10.886034376898555,-0.04996118932484195,7.505989176495423,2.27186291734876,13.964898731589882
"avg_limit_turnover_5 in [7.845,51.68] AND sell_reason == 未涨停卖出",1234,42.69386148219263,4.110137670515045,-0.13425861666816918,5.039128365717957,0.5194489465153971,1.9131712647181804,0.9141663794362362,1064,3.45643891810529,-0.13425861666816918,4.613127654058258,167,11.232021024034422,-0.052592535679272245,7.552140465325631,2.186034330070577,13.941769888391022
