rule,n,all_final,all_ann,all_mdd,all_sharpe,all_win,all_pl,all_mean,train_n,train_ann,train_mdd,train_sharpe,test_n,test_ann,test_mdd,test_sharpe,test_final,score
"mv_A_free_float in [76.14,217] AND turnover_rate in [15.85,27.62]",205,4.20590604283305,0.8894941882873517,-0.1376396569398871,3.722464717366305,0.4926829268292683,1.632121476310687,0.7042026347690189,164,0.5719772563213004,-0.1376396569398871,3.0719879922050484,41,6.59066731608312,-0.08481364083559073,6.0170331205234655,1.7232533811876984,7.5787420672992365
"mv_A_free_float in [45.25,983.4] AND turnover_rate in [19.06,27.62]",319,2.2892577403752026,0.4432141541628676,-0.37447323035902613,1.8531174451368397,0.49216300940438873,1.2644529922902614,0.3100700300185215,265,0.16023833855532477,-0.37447323035902613,1.0002613525275854,53,7.183412761439865,-0.13247226051852878,5.124568429059395,1.7482979907019989,7.56791928948563
"open_pct in [-4.306,-2.881] AND sell_reason == 未涨停卖出",1248,19.666349685728743,2.643219522283416,-0.15498683410542857,3.958015950856312,0.4831730769230769,1.836542542020588,0.6497276673921474,1079,2.2725052261565817,-0.15498683410542857,3.630537597606019,167,5.675802977492095,-0.07221606851960627,5.608785238238033,1.8187586790598496,7.567550746481845
"mv_A_free_float in [25,217] AND turnover_rate in [27.62,55.09]",222,13.433099988627887,2.1871597105070624,-0.16913965686079002,6.065334198409225,0.6306306306306306,1.596005763560036,1.6427980490076897,186,1.9075546980090907,-0.16913965686079002,5.57717158703775,34,5.426743946980105,-0.057016502875694486,9.3313154960003,1.6064665192012508,7.565079884228648
"avg_limit_turnover_5 in [9.603,14.33] AND sell_reason == 未涨停卖出",419,4.59846985680081,0.9656761976937316,-0.16636563375089697,3.1171848689406367,0.5011933174224343,1.6454367569024966,0.5827315573488895,361,0.6408576526397121,-0.16636563375089697,2.362351046430598,58,6.60306621999355,-0.04839338966231688,8.488502804764396,1.7336168491264872,7.522735325270374
"mv_A_free_float in [53.22,134] AND turnover_rate in [15.85,55.09]",419,3.5232162147066552,0.7469193998773849,-0.2264474830095905,2.2935544072241836,0.5107398568019093,1.4883909049563113,0.6903983518222248,340,0.42412157029557784,-0.2264474830095905,1.62309881557281,76,6.91484748384536,-0.14468642771521223,5.775413064002552,1.7427121983774057,7.51327593658038
"pre_close_sma7_pct in [0.01286,7.04] AND price_lowest_30 in [1.337,1.968]",337,2.8512282090536076,0.5888154459779424,-0.37805726673873763,2.5044580183067904,0.49258160237388726,1.6379101232508575,0.6695726240373204,303,0.2247799915530102,-0.37805726673873763,1.3529244111760779,33,6.876265202916584,-0.04286852589641432,8.03304783398298,1.8731804111390633,7.46811253940624
"pre_close_sma7_pct in [3.427,15.9] AND turnover_rate in [19.06,55.09]",457,5.369735019587303,1.1054298074029605,-0.22759764857838494,3.019294519817219,0.5339168490153173,1.4400111678850014,0.7661687269562927,388,0.7732350802072385,-0.22759764857838494,2.4832570439455215,66,6.517120734578609,-0.0807811884211701,5.498322962698685,1.709281897282902,7.467206584435086
"open_pct in [-4.053,-2.881] AND sell_reason == 未涨停卖出",1043,21.862506865166754,2.814515114369429,-0.1490988488710182,4.084084058209635,0.48897411313518696,1.8350555170131877,0.676142292454643,900,2.470631473689533,-0.1490988488710182,3.787488097644647,141,5.465461752573546,-0.10380686512088266,5.665728078738559,1.800505190921262,7.465690868499799
"price_lowest_30 in [1.537,2.972] AND sell_reason == 未涨停卖出",787,35.32533635551468,3.732508468267908,-0.09768187380572502,5.337771292231366,0.5095298602287166,2.15940566482625,1.0577071617413836,672,3.6156538917699876,-0.09768187380572502,5.481385334954414,113,4.625410459474949,-0.08141432154104278,4.475920432380088,1.7070235965931928,7.460084503035695
"avg_limit_turnover_5 in [3.034,51.68] AND turnover_rate in [22.44,55.09]",464,10.520982329955187,1.8469875100085487,-0.24632660618043956,3.791548600285401,0.5560344827586207,1.498423812846302,1.053032781933463,394,1.5200647010007255,-0.24632660618043956,3.448435893698713,67,5.9851798289872,-0.13225953491942333,5.438045930315808,1.6585075590070104,7.437392132084931
"mv_A_free_float in [31,217] AND turnover_rate in [19.06,55.09]",596,6.87666313619996,1.3492315451388612,-0.3241592056470983,2.9299611226941358,0.5302013422818792,1.3922331593541397,0.730159201766072,502,1.0177872861608575,-0.3241592056470983,2.555339038414175,91,6.385463078924472,-0.1295536175068046,4.611019219785085,1.7106197153495284,7.415572137790326
"mv_A_free_float in [53.22,983.4] AND turnover_rate in [22.44,55.09]",288,7.92738662724537,1.51035439117635,-0.18770229803496685,4.6928754599065,0.59375,1.4411224163859389,1.1984762930718231,229,1.1865076619398303,-0.18770229803496685,4.300852056615103,56,5.905658529392844,-0.13225953491942322,5.933925709210695,1.6535725153026666,7.371357684884347
"pre_close_sma7_pct in [0.01286,15.9] AND sell_reason == 未涨停卖出",1702,16.73515307844549,2.3674569338342604,-0.16119375436697925,3.8839041520777067,0.47767332549941244,1.9074488729309649,0.6555660606060956,1476,2.001280057320155,-0.16119375436697925,3.489834533873086,222,5.617996135273783,-0.05484934785435058,6.235541914877413,1.8710115101569722,7.367992320422227
"open_pct in [-4.645,-3.511] AND limit_days in [5,16]",237,1.555155406890706,0.2183755367397915,-0.28524136696740066,1.2904499878960205,0.4177215189873418,1.763348255224527,0.4085837821698316,208,-0.05784163495564598,-0.28524136696740066,0.14151132951094755,29,7.1525247407766415,-0.06418487893809455,6.590367555952731,1.7465418769330028,7.349601481408976
"open_pct in [-4.645,-3.768] AND avg_limit_turnover_5 in [9.603,51.68]",351,2.9921506238912596,0.6240022183853331,-0.19586592833819105,2.189218083275858,0.4757834757834758,1.3992590947167431,0.3763316997976108,304,0.3147279627185078,-0.19586592833819105,1.4268202692282643,47,6.773693152856168,-0.08788840835576262,5.975422580087811,1.744084129277882,7.324956546692712
"open_pct in [-5,-3.057] AND turnover_rate in [19.06,55.09]",508,7.7657083137167495,1.479223305002903,-0.23942860855071468,3.2138498590491644,0.5216535433070866,1.4099508776265532,0.6787392848127255,443,1.1216957261675455,-0.23942860855071468,2.8302082283867263,64,6.177078063573484,-0.1267079730504388,4.703833032592542,1.6975246393896413,7.31734191194187
"open_pct in [-5,-3.287] AND limit_days in [6,16]",233,2.0705166445149943,0.38925858076935826,-0.2947366998925952,1.7540474958113288,0.43776824034334766,1.589855549924921,0.38790352048360077,204,0.07177178223497194,-0.2947366998925952,0.7530237166956408,28,6.97232236130413,-0.08663493958803403,5.499382835869899,1.7461009848089328,7.315700281789865
"mv_A_free_float in [25,97.91] AND turnover_rate in [27.62,55.09]",169,10.011418995216577,1.816632473123624,-0.15239610127461722,6.022591232275898,0.621301775147929,1.700144331016745,1.7027295581843218,149,1.607781058708464,-0.15239610127461722,5.3447776872279915,20,5.308875052869141,-0.022551852592898824,14.502678362558772,1.5434118264729564,7.306007902382103
"mv_A_free_float in [53.22,983.4] AND turnover_rate in [15.85,55.09]",564,5.367611717876481,1.1050609885511666,-0.18559570395701563,2.8333938334554714,0.524822695035461,1.5225585655949576,0.830399397871042,459,0.7737850195872973,-0.18559570395701563,2.3694089500927116,101,6.400012543136747,-0.14466520702231223,4.86931803178779,1.7115238711444056,7.281251216110334
"turnover_rate in [4.861,55.09] AND limit_days in [5,6]",308,2.942385679028267,0.6129307439551188,-0.38305641371091115,1.8941763633753335,0.41233766233766234,1.7325101861255081,0.3280416741575132,268,0.3107523668333956,-0.38305641371091115,1.254172725065333,40,6.7865523013883795,-0.09773037681538221,5.6708552714243545,1.725353307737043,7.2718985690724525
"avg_limit_turnover_5 in [4.7,51.68] AND turnover_rate in [19.06,55.09]",678,6.041956592101011,1.218356498136277,-0.3322975011006922,2.685094600989369,0.523598820058997,1.4112752618559379,0.6975234075581718,580,0.8738141781667654,-0.3322975011006922,2.235319723818072,95,6.3557551444985165,-0.1295536175068045,4.80200233183702,1.7087695038488007,7.2649043450263715
"mv_A_free_float in [62.52,983.4] AND turnover_rate in [15.85,27.62]",325,3.132020492220076,0.6581775853730127,-0.293324310409394,2.5278034575011783,0.5046153846153846,1.4769266270357349,0.6093918245921083,262,0.36896992294306985,-0.293324310409394,1.8352798869146105,62,6.634488946987231,-0.13247226051852878,5.510898526321667,1.7259188646037402,7.258298469699737
"pre_pct in [-0.09895,0.04292] AND turnover_rate in [19.06,55.09]",484,4.755522157007502,0.9951360128159152,-0.3233281627309019,2.6649406464785064,0.5165289256198347,1.3990680975880012,0.6319414319144873,423,0.6563979282331258,-0.3233281627309019,2.110512125774691,60,6.450226010789337,-0.11281067170467818,5.214943557080666,1.7052262819194046,7.255007768349262
"open_pct in [-4.645,-3.287] AND turnover_rate in [19.06,55.09]",357,6.352120638781508,1.2680980198833063,-0.1986438486720885,3.4608889090756643,0.5238095238095238,1.601642844475673,0.9105346573605141,315,0.9178309545021677,-0.1986438486720885,2.994944399558207,41,6.132973304436141,-0.10732721173167359,5.134527805214263,1.694717489564925,7.230402957636521
"mv_A_free_float in [62.52,134] AND turnover_rate in [15.85,55.09]",307,3.7898602964443127,0.8042952561800354,-0.2497139186892442,3.1910990394939867,0.5276872964169381,1.5039859072198922,0.7833376228589108,243,0.49110107926644364,-0.2497139186892442,2.4316796077014535,61,6.409755645373776,-0.14468642771521212,6.307239329208917,1.712128615667946,7.221182779048188
"pre_close_sma7_pct in [3.427,8.534] AND turnover_rate in [19.06,55.09]",163,2.850669898918173,0.5904639222412427,-0.18937524630881752,3.567523715469951,0.5214723926380368,1.4758715054038096,0.7482236050019307,137,0.28621781995382545,-0.18937524630881752,2.2718935321123235,25,6.362461627890534,-0.06809566057773875,7.952710161052444,1.6998646530843067,7.1850274506725675
"pre_close_sma7_pct in [3.427,7.04] AND avg_limit_turnover_5 in [6.449,51.68]",353,2.8516294361823915,0.5907010397812087,-0.22688453084178195,2.4646602412897494,0.45609065155807366,1.7108405134236426,0.48687699893564057,314,0.27473363187660516,-0.22688453084178195,1.4838175667260731,38,6.572699771467016,-0.054342237659068315,7.473845877533799,1.722157237541533,7.175827516833735
prev_limit_status == 断板 AND sell_reason == 未涨停卖出,1604,17.267108120297053,2.4131737025845412,-0.12717922991366049,3.819832490695738,0.4775561097256858,1.8637131902676056,0.6228096800602103,1373,2.0410638929644995,-0.12717922991366049,3.4618292241124724,228,5.425880353319518,-0.07728230665423186,5.636298815868727,1.8528284142543476,7.1717376446138
"mv_A_free_float in [25,134] AND turnover_rate in [22.44,55.09]",398,8.277037931098354,1.5619242626544243,-0.2850136428489135,3.4636889319406428,0.5402010050251256,1.472337423999723,0.8964349702954945,340,1.2438347906162313,-0.2850136428489135,3.077697927156517,56,5.9159902893641165,-0.11861960409389571,5.444400285093793,1.6454749063607614,7.171335669013414
"mv_A_free_float in [37.47,217] AND turnover_rate in [22.44,55.09]",367,12.210390834290884,2.0418513837898264,-0.2207453682681959,4.208931836619538,0.5613079019073569,1.4728006522009567,1.0542945393554513,304,1.7470702572614898,-0.2207453682681959,3.960109681370991,61,5.512407215031414,-0.13225953491942322,5.2400146068690345,1.6285299333757648,7.161598943526354
"pre_pct in [-0.102,0.02932] AND sell_reason == 未涨停卖出",1478,24.292090106314312,2.9930214557080377,-0.15446068906794275,4.189156972302446,0.4783491204330176,1.9219829029685291,0.6792964307283816,1298,2.7136514877082933,-0.15446068906794275,3.8942788259207055,177,4.988424014106498,-0.05807494398572888,6.100525692788413,1.7575459641509337,7.154043680428271
"open_pct in [-5,-3.057] AND avg_limit_turnover_5 in [9.603,51.68]",832,3.0038492793822393,0.6268083326689065,-0.27116105071244756,1.617092922729767,0.47596153846153844,1.3025947145092416,0.25051990888372555,714,0.2945100374641285,-0.27116105071244756,1.0106938828731276,117,6.709434365797556,-0.07869435710244632,4.8636787287999255,1.7401619513318822,7.14076079052435
"avg_limit_turnover_5 in [7.845,51.68] AND turnover_rate in [22.44,55.09]",432,11.382657646691259,1.9483876334970223,-0.18481305683457416,4.046997309314955,0.5601851851851852,1.502309903666825,1.0946466837935445,367,1.6433764430069568,-0.18481305683457416,3.757880605791069,62,5.580914308770761,-0.15285884083512769,5.2480489001030035,1.6329715157660185,7.135572571719667
"turnover_rate in [15.85,55.09] AND limit_days in [5,6]",174,2.8060779183434845,0.5910085120470994,-0.22611515335968146,2.823097185370002,0.47126436781609193,1.8065675850479952,0.8387920163964177,151,0.3387040127963814,-0.22611515335968146,2.051437095744707,23,6.440610862450374,-0.0822530215493732,6.477598530886274,1.5783430630069917,7.133455795147878
"avg_limit_turnover_5 in [4.7,14.33] AND limit_days in [4,16]",447,1.1614135135272792,0.06818775655795672,-0.5737764765978435,0.5382383342015606,0.4272930648769575,1.5015147427328186,0.166386213156337,387,-0.1991247087843221,-0.5737764765978435,-0.5669458260100149,60,7.1897276750916514,-0.1454427305275896,5.83465982831992,1.799761790666929,7.125091622276008
"open_pct in [-4.053,-3.057] AND turnover_rate in [19.06,55.09]",293,2.307348291632774,0.4482549665290998,-0.43227377192662897,1.9781481981023827,0.5255972696245734,1.355660415701702,0.6256605847843735,248,0.13889857748689405,-0.43227377192662897,0.9515320060057859,44,6.7102568832441785,-0.10730120875316485,5.737735626382426,1.7208443259312247,7.121685207231519
"open_pct in [-4.645,-3.511] AND avg_limit_turnover_5 in [17.79,51.68]",194,4.9898816703438795,1.0487786361281048,-0.16440514385462623,3.649662046183773,0.4948453608247423,1.7927457429780054,1.0056593955890059,168,0.7801163283203629,-0.16440514385462623,3.048237529403642,26,5.997707590572165,-0.04130699424524131,7.211685140525298,1.6329585396104094,7.09704466684648
"pre_pct in [-0.09895,-0.02166] AND turnover_rate in [19.06,55.09]",200,2.3226792923295503,0.45316861363404803,-0.26676497794291754,2.3118361094392275,0.53,1.2878549112982705,0.5844854659685008,171,0.14900536393491182,-0.26676497794291754,0.9397012495780924,28,6.599505211001515,-0.08993654941284757,8.599078996421692,1.7142403541542506,7.091406840150392
"limit_days in [5,6] AND prev_limit_status == 断板",252,2.499093059795689,0.49817650607408526,-0.34900645955355836,1.911276934337144,0.43253968253968256,1.6699163422899246,0.3704924578920274,217,0.19627050309871907,-0.34900645955355836,0.9679429343598258,35,6.646764959103276,-0.07234440687926902,6.949551172591147,1.7557763029676852,7.090983394080429
"pre_pct in [-0.102,0.06225] AND limit_days in [5,16]",521,4.430943820531048,0.9214060124986481,-0.3954735875209481,1.9921781834102275,0.44337811900191937,1.5218865091556222,0.31789351154918477,450,0.5523537661259965,-0.3954735875209481,1.5024453765978627,70,6.480466115087182,-0.1532754870444848,4.192531654222444,1.7939009512839335,7.078440891309984
"pre_pct in [-0.02166,0.099] AND sell_reason == 未涨停卖出",1245,25.588679076159185,3.04365294659587,-0.1872597735523973,4.575943143039086,0.4835341365461847,1.8038066498502536,0.6266975135102603,1065,2.873539647430545,-0.1872597735523973,4.409084806450585,178,4.749847061002761,-0.0874684534132869,5.574600148789656,1.7857936086762793,7.058071286619207
"mv_A_free_float in [25,217] AND turnover_rate in [22.44,55.09]",447,10.332794699210114,1.8242343274684938,-0.25790443488811843,3.6315775096323333,0.5503355704697986,1.4592888839333498,0.9528541290108473,379,1.5183060456340467,-0.25790443488811843,3.328651642159329,66,5.627264567572877,-0.13225953491942333,5.0678823898025085,1.6359572220174796,7.046603324856655
"pre_close_sma7_pct in [8.534,30.35] AND sell_reason == 未涨停卖出",1226,40.94709472419693,3.9517607882276344,-0.1618211788238786,5.2633629298143285,0.48694942903752036,1.950255636709403,0.7687845898268048,1052,3.9882725371033105,-0.1618211788238786,5.205340591634079,171,4.031530905542921,-0.06434248165067868,5.519243728187404,1.7085134580601737,7.046168519232102
"pre_pct in [-0.02166,0.06225] AND sell_reason == 未涨停卖出",1044,17.858433240536716,2.4938877415531984,-0.17794812674214233,4.27458095089383,0.48084291187739464,1.7546979683090493,0.5697740957445907,899,2.2282569737839633,-0.17794812674214233,4.016885778537467,145,5.118698840538923,-0.09335987955764846,5.695407426728863,1.7695037620857474,7.0410635778308475
"open_pct in [-4.645,-3.768] AND sell_reason == 未涨停卖出",628,9.450228035899885,1.6323884860009978,-0.18677384281617404,3.905357193669055,0.4968152866242038,2.004384592663213,0.8473779828353281,545,1.2718609993930716,-0.18677384281617404,3.4784575272176435,83,5.634850834508877,-0.04576951235830129,5.846001552971571,1.8725898267847467,7.028968016760073
"pre_close_sma7_pct in [0.01286,7.04] AND turnover_rate in [15.85,55.09]",224,3.1455173370904914,0.6613390181643075,-0.19787481715751865,3.309877564306417,0.5133928571428571,1.5743606924324327,0.8081632729558875,198,0.3534540247647593,-0.19787481715751865,2.168644671267364,25,6.210422921767134,-0.05302163892545497,9.734305869736938,1.6996385852244462,7.022614627548069
"pre_pct in [-0.0638,0.099] AND turnover_rate in [27.62,55.09]",195,15.084169074639384,2.3563585352002745,-0.12609167562057677,7.24001993121858,0.6615384615384615,1.7103949394460496,2.0275492936094173,163,2.170102221544597,-0.12609167562057677,7.063383468443811,31,4.522615741354937,-0.08069054743291659,7.923783619724868,1.5455904841736117,7.015325564654492
"mv_A_free_float in [76.14,134] AND sell_reason == 未涨停卖出",415,13.949105537871981,2.142915064240176,-0.14359952959464273,5.3267333180538285,0.4987951807228916,2.049389842162215,0.8994250747874389,331,1.8299101754585005,-0.14359952959464273,5.199849663954504,82,5.049803033755847,-0.052998653146282604,5.601463243785136,1.7545278903660129,7.003605458522722
"price_lowest_30 in [1.224,1.537] AND sell_reason == 未涨停卖出",1079,12.1644655068799,1.9424481868773036,-0.13864810315900467,3.815919449654552,0.4726598702502317,1.7790428722349179,0.5528476938359614,937,1.5748832185126713,-0.13864810315900467,3.3322490514203067,139,5.480811044270391,-0.05602062350580084,6.766300865341217,1.85806409733555,7.003426231704737
"mv_A_free_float in [37.47,983.4] AND turnover_rate in [19.06,55.09]",573,10.148683518154776,1.7912608061194701,-0.2604892013727642,3.5243229791453867,0.5410122164048866,1.4645509786972402,0.885670789469919,479,1.48724780522266,-0.2604892013727642,3.2737965305317887,90,5.620175766509539,-0.13244698999895876,4.519016168546814,1.661107900342715,7.002440769950467
"open_pct in [-4.645,-3.057] AND avg_limit_turnover_5 in [7.845,51.68]",856,3.3787798796269777,0.6973006040408505,-0.45980837516171946,1.8052087589470565,0.46845794392523366,1.382655867580043,0.28568461110228166,734,0.32205833243899873,-0.45980837516171946,1.1014400810362905,121,6.517979746504941,-0.07869435710244632,5.264535487528463,1.877723287789596,7.000703485962629
"turnover_rate in [4.861,55.09] AND limit_days in [5,16]",531,3.0748844490778136,0.6447095480035974,-0.3726291969025146,1.5411608935537653,0.4256120527306968,1.6119544356829827,0.31125700454414623,462,0.3160335179288509,-0.3726291969025146,1.034709377790994,68,6.607894730284334,-0.1532754870444849,4.0047902146780885,1.7243025909057677,6.99750592443727
"pre_pct in [-0.09895,0.04292] AND sell_reason == 未涨停卖出",1475,18.182009047279607,2.521223228583803,-0.13499158180174498,4.005225852144082,0.4732203389830508,1.9008797575797987,0.6482909514769756,1288,2.1943072746109626,-0.13499158180174498,3.6317530917194434,185,5.11780593026466,-0.05121003316296757,6.40028320100809,1.769422399093094,6.990399721417473
"open_pct in [-4.645,-3.287] AND avg_limit_turnover_5 in [7.845,51.68]",720,4.435886824942436,0.9104180508818418,-0.34533151789445016,2.1926571079611756,0.4625,1.4917773345813221,0.36666171881268456,623,0.5239781312480727,-0.34533151789445016,1.5550557247145698,96,6.324071032174783,-0.0854809832679152,5.33930713279152,1.862460612734534,6.981851027757097
"mv_A_free_float in [53.22,217] AND turnover_rate in [15.85,27.62]",368,1.8726926752986357,0.32035916243921614,-0.3326824125958858,1.3782730234112006,0.4673913043478261,1.4820650624826013,0.41311595133357254,300,0.05292220616023924,-0.3326824125958858,0.5144657042768338,67,6.734257282799074,-0.13247226051852856,5.617216459446437,1.731945864171781,6.970136860302169
"pre_close_sma7_pct in [10.15,30.35] AND sell_reason == 未涨停卖出",1015,36.15365300229318,3.7102936779096565,-0.16620905716403644,5.1878407998613225,0.47783251231527096,1.9837524777272142,0.7633642251286555,864,3.691748035258697,-0.16620905716403644,5.099590543772195,148,4.105794220253762,-0.06227780918582926,5.608589078564354,1.7168321448369697,6.958097493262461
"pre_pct in [-0.04105,0.04292] AND sell_reason == 未涨停卖出",1048,15.492923913693074,2.2849319804543207,-0.15889179133907405,4.032700448277651,0.4732824427480916,1.8550265084156676,0.612585083016396,908,2.0005330680640845,-0.15889179133907405,3.7168417589447493,140,5.161732437573177,-0.07183305638956727,5.94637600322265,1.7734154288820458,6.932622533065966
"open_pct in [-4.053,-3.511] AND sell_reason == 未涨停卖出",417,7.047011030340726,1.3383931463052083,-0.12628413237874403,3.8245362614849823,0.49160671462829736,2.064809565853038,0.883870786413294,362,0.9972430248799413,-0.12628413237874403,3.1483090149821487,55,5.681607674030245,-0.05070271816440319,8.398053443910134,1.8004211620506037,6.91978507968501
"avg_limit_turnover_5 in [9.603,51.68] AND turnover_rate in [13.12,27.62]",666,1.3556499234260349,0.14429034722674072,-0.4699130075779684,0.6802618768028286,0.44594594594594594,1.3686493974973222,0.14218468234560835,574,-0.11935135907130023,-0.4699130075779684,-0.14604391127798808,92,6.901574257630527,-0.11826502891753754,4.598029404565502,1.741927036170073,6.918818438996674
"mv_A_free_float in [62.52,97.91] AND sell_reason == 未涨停卖出",415,4.482080809163879,0.9190373763086623,-0.22679706968168944,3.346817566195959,0.4819277108433735,1.7933635425550387,0.6205614391460221,347,0.5974295913136369,-0.22679706968168944,2.4723098118909417,67,5.938995238716097,-0.023947482809323906,10.109450906855017,1.8216133667758785,6.895099806207445
"pre_pct in [-0.0638,0.04292] AND sell_reason == 未涨停卖出",1267,14.861108511939358,2.2261056438805618,-0.16709008217924493,3.8581974507794756,0.47750591949486976,1.8706298374791017,0.6434594012314506,1099,1.937929857054813,-0.16709008217924493,3.497886778429284,168,5.160873743166059,-0.048402993987281207,6.41088576666801,1.773337558557464,6.87727666485572
"pre_pct in [0.01568,0.06225] AND sell_reason == 未涨停卖出",631,8.954603339996325,1.592309241168521,-0.23194965320930638,4.081643043525506,0.4849445324881141,1.8306036119566176,0.6484946425332644,537,1.2609810001342936,-0.23194965320930638,3.5012303668904754,94,5.464781828958575,-0.08605199845380174,7.743629819214156,1.791262738387369,6.868574938503922
"open_pct in [-4.306,-3.057] AND turnover_rate in [19.06,55.09]",356,3.1600533279835603,0.6647354154116409,-0.40404679998004744,2.2230646664973586,0.5084269662921348,1.4096470917813877,0.595533040155055,302,0.3412927769734959,-0.40404679998004744,1.5156922452947637,53,6.324818180122969,-0.15009582366909568,4.676035384961651,1.7068369290529124,6.8650295900746405
"mv_A_free_float in [45.25,983.4] AND turnover_rate in [22.44,55.09]",337,10.114930178886366,1.7976036181930377,-0.1877022980349673,4.445023629595795,0.5816023738872403,1.4352610714514047,1.143071030743384,272,1.5048652267545366,-0.1877022980349673,4.203374442621429,62,5.286592606925537,-0.13225953491942333,5.1476194725641555,1.6136402806752983,6.861900178762253
"mv_A_free_float in [37.47,134] AND turnover_rate in [22.44,55.09]",318,9.633847265498657,1.7410115611890475,-0.24597098899410352,4.106109132184643,0.550314465408805,1.4925653852599188,0.9993126366453101,265,1.449450578282387,-0.24597098899410352,3.7802395842318117,51,5.3705839139779865,-0.1186196040938956,5.632156397049876,1.6110302488696255,6.857221227509162
"pre_close_sma7_pct in [3.427,8.534] AND limit_days in [5,16]",157,1.3306099298182859,0.13575625494471,-0.27149109125205517,1.1568940729103796,0.4267515923566879,1.5825431782033255,0.2442920387280175,134,-0.10971465499882216,-0.27149109125205517,-0.6504277113066003,23,6.711637111140863,-0.06496437826725865,5.894559289938003,1.673437705203985,6.855676409089899
"pre_close_sma7_pct in [3.427,19.12] AND sell_reason == 未涨停卖出",1683,20.226775353704785,2.653982832012007,-0.14858335775655196,4.142520599944837,0.47474747474747475,1.895693240268852,0.6451184096285089,1451,2.3711265440240195,-0.14858335775655196,3.859244250350906,228,4.870418329706266,-0.0730558690313936,5.6676470800329675,1.798121587728129,6.847957787191547
"pre_pct in [-0.0638,0.06225] AND limit_days in [4,6]",526,2.0814775784595225,0.37048282470539595,-0.36330876716406335,1.3461625750497488,0.4372623574144487,1.4294706929809735,0.154397707439764,446,0.0247247480806978,-0.36330876716406335,0.3772262452994741,80,6.632566305993827,-0.1493415528938179,5.295799300425861,1.9835716659286071,6.839490418597218
"open_pct in [-5,-3.511] AND limit_days in [6,16]",200,2.540148750212469,0.5236601387537791,-0.24112707517949805,2.310659429995918,0.455,1.5933154111681662,0.5401023374442684,174,0.2293920090384094,-0.24112707517949805,1.5057681018954505,26,6.3044467158893065,-0.09306260968853175,5.535770732358926,1.70556109880047,6.834743301563429
"mv_A_free_float in [76.14,217] AND turnover_rate in [13.12,27.62]",269,4.257636188819747,0.8794950818225189,-0.19521815272348664,3.3447176267473484,0.4944237918215613,1.5020317839999662,0.5890672576281701,216,0.5426628139870293,-0.19521815272348664,2.622692459664493,53,5.919930259003114,-0.06529829253274444,5.954776618922464,1.8104420852892655,6.827556045079726
"mv_A_free_float in [31,217] AND turnover_rate in [27.62,55.09]",206,11.15803955030186,1.9494531458387727,-0.16913965686079035,6.0313443997494485,0.6359223300970874,1.610784794837351,1.701283361730375,171,1.6965563518631481,-0.16913965686079035,5.623880185835866,33,4.796751752670749,-0.08148195274145176,8.228077569151719,1.564787183129737,6.810557832181487
"pre_close_sma7_pct in [0.01286,19.12] AND turnover_rate in [22.44,55.09]",403,8.611902211323088,1.607552921569594,-0.25891442988268376,3.924970224032412,0.5632754342431762,1.4589594979217926,1.0530620975098344,339,1.3040750382721034,-0.25891442988268376,3.5960552868820153,62,5.406046788656848,-0.11861960409389571,5.093860792265702,1.6051467339001348,6.783768550552434
"mv_A_free_float in [31,217] AND turnover_rate in [22.44,55.09]",403,10.98232108331097,1.9018273600089697,-0.2677340184521553,3.843173425772899,0.5583126550868487,1.4654762785487447,1.029086128999927,337,1.6164869099119663,-0.2677340184521553,3.5962420986481995,64,5.268626897752581,-0.13225953491942333,4.853084101666121,1.612438774304655,6.779375270403432
"mv_A_free_float in [37.47,134] AND turnover_rate in [27.62,55.09]",172,9.764360392968877,1.7781724352930737,-0.1523961012746171,6.115578171178716,0.627906976744186,1.6702727568474374,1.6846538366513986,142,1.5181838693092402,-0.1523961012746171,5.56251074623337,28,4.8113634009636685,-0.048179604593619696,10.280205046999793,1.5657912263008145,6.769481167557222
"open_pct in [-4.645,-3.057] AND turnover_rate in [22.44,55.09]",295,8.226086904539624,1.5666671313987042,-0.17154601936388525,4.370892334454186,0.5796610169491525,1.5773191462284184,1.207648161520712,251,1.252992535661074,-0.17154601936388525,3.9480278087456067,43,5.3097174299601635,-0.10908009979903865,5.939993588648598,1.615183083976028,6.7558521147820185
"pre_pct in [0.01568,0.099] AND sell_reason == 未涨停卖出",832,15.318713895673543,2.241537516416542,-0.23285867279277606,4.441245013350018,0.4879807692307692,1.8846269108534448,0.7146566920690038,703,1.9731633003708149,-0.23285867279277606,4.059799333120454,127,4.903845774171158,-0.054458969992224326,7.055454631818374,1.8015094124327968,6.751446942030457
"mv_A_free_float in [62.52,983.4] AND turnover_rate in [15.85,55.09]",452,7.564518106676498,1.45056357411976,-0.23770608517328728,3.6628387165257394,0.5398230088495575,1.5426749649775446,0.9282146044323918,362,1.1485452743554587,-0.23770608517328728,3.3493249840513517,86,5.495266726326013,-0.13394689008998528,4.96581656232404,1.6526341625763317,6.735133661763896
"avg_limit_turnover_5 in [9.603,51.68] AND turnover_rate in [22.44,55.09]",404,8.649691506694323,1.6095854938635559,-0.19829385770429064,3.814897982907683,0.556930693069307,1.4871397530728665,1.054907571345222,342,1.3096044009466223,-0.19829385770429064,3.477245659437668,59,5.3742706415263966,-0.15285884083512757,5.188804330523245,1.6194678161577265,6.71562301816368
