week_id,week_end_date,trading_days_in_week,max_daily_stock_count,limit_up_count,limit_down_count,limit_up_next_ret,limit_down_next_ret,limit_up_event_count,limit_down_event_count,limit_up_ratio,limit_down_ratio,net_limit_ratio,market_week_end_date,benchmark_value_weight_ret,future_return_1d,future_return_3d,future_return_5d,future_return_10d,chase_ret,chase_trade_count,signal_net_limit_ratio,signal_limit_down_next_ret,signal_limit_up_ratio,signal_limit_down_ratio,signal_chase_ret,total_signal_count,base_position,next_week_ret,return_week_end_date,base_model_ret,weighted_signal_value,weighted_position,weighted_model_ret,benchmark_nav,ma_10,ma_20,ma_60,signal_ma20,market_trend,trend_buy_signal,trend_position,trend_model_ret
2020-14,2020-04-03,5,3659,289,70,0.023299150816960348,-0.03654572926111875,228,66,0.07898332877835475,0.0191309100847226,0.05985241869363214,2020-04-03,-0.002700435506630905,0.025357957229659167,0.029269976296173228,0.007673796581634473,0.03822806244557664,-0.0008523717974228359,484,1,0,0,0,1,2,0.75,0.014133760962537378,2020-04-10,0.010600320721903034,0.44999999999999996,0.0,0.0,0.8932599624336245,0.937586698386718,0.9329632923461958,0.9075045962413967,2.45,up,true,1.0,0.014133760962537378
2020-15,2020-04-10,4,3658,352,54,0.006697698993843854,-0.07635167678221695,317,17,0.09622744669218151,0.014762165117550574,0.08146528157463094,2020-04-10,0.014133760962537378,-0.006369933266763272,0.00702060541219951,0.01642251379688675,0.007925566978682186,0.002147388676974049,545,1,0,1,0,1,3,1.0,0.016422513796886973,2020-04-17,0.016422513796886973,0.7,1.0,0.016422513796886973,0.9058850852200665,0.93341942033041,0.9336124492175262,0.9098872319851741,2.55,sideways,true,1.0,0.016422513796886973
2020-16,2020-04-17,5,3667,301,37,0.01906836346207266,0.014885832074300774,251,33,0.08208344695936733,0.010089991818925552,0.07199345514044178,2020-04-17,0.016422513796886973,0.00721746179733973,0.006675673319288977,-0.008359660183503537,0.02057070331964206,0.005397641060658935,508,1,1,1,0,1,4,1.0,-0.008359660183503537,2020-04-24,-0.008359660183503537,0.8,1.0,-0.008359660183503537,0.9207619955304872,0.9327831283255327,0.9350553353662701,0.9120292379986512,2.6,sideways,true,1.0,-0.008359660183503537
2020-17,2020-04-24,5,3669,338,61,0.017330147170704583,-0.03344461444492993,305,18,0.09212319433088034,0.016625783592259472,0.07549741073862087,2020-04-24,-0.008359660183503537,0.0015049985178272607,0.0003397954688630911,0.02917425032194565,0.04209919313058208,0.004526333144400176,517,1,0,1,0,1,3,1.0,0.017144977808467576,2020-04-30,0.017144977808467576,0.7,1.0,0.017144977808467576,0.9130647381379677,0.9295803231763786,0.9363847290102767,0.9133491396994965,2.7,sideways,true,1.0,0.017144977808467576
2020-18,2020-04-30,4,3665,217,150,0.02215973178662646,-0.04245918868750513,132,140,0.0592087312414734,0.040927694406548434,0.018281036834924966,2020-04-30,0.017144977808467576,0.011826507308128509,0.01988359375322757,0.019767647796619547,0.026822891091871304,0.005680527841098505,437,0,0,0,0,1,1,0.5,0.019883593753227347,2020-05-08,0.009941796876613673,0.3,0.0,0.0,0.9287192128110374,0.9229000849598993,0.9376066809883747,0.9140297628839023,2.6,sideways,false,0.0,0.0
2020-19,2020-05-08,3,3621,225,23,0.019934387608016937,-0.04393403767449339,153,19,0.06213753106876554,0.0063518365092515875,0.055785694559513946,2020-05-08,0.019883593753227347,-0.0011542472197827447,0.004559337736158353,-0.0036029116077442858,-0.027189154097174928,0.01392742395471092,367,1,0,0,1,1,3,1.0,-0.0036029116077441747,2020-05-15,-0.0036029116077441747,0.6499999999999999,0.8,-0.00288232928619534,0.9471854883493892,0.9235330042705833,0.9389728092309255,0.9149351265538735,2.6,sideways,true,1.0,-0.0036029116077441747
2020-20,2020-05-15,5,3626,295,17,0.03361942697214561,-0.021643746442933917,234,13,0.08135686707115279,0.004688361831218974,0.0766685052399338,2020-05-15,-0.0036029116077441747,-0.0008928666293657184,0.0033659060833244325,-0.02367152891573432,-0.006884562427434848,0.012443719382175767,465,1,0,1,1,1,4,1.0,-0.023671528915733986,2020-05-22,-0.023671528915733986,0.9000000000000001,1.0,-0.023671528915733986,0.9437728627587284,0.9184173095082675,0.9393539062921106,0.9154934590216895,2.65,sideways,true,1.0,-0.023671528915733986
2020-21,2020-05-22,5,3628,325,77,0.02254934193349524,-0.03701677656541719,279,52,0.08958103638368246,0.021223814773980155,0.06835722160970231,2020-05-22,-0.023671528915733986,0.000047998795074777334,0.010713628913215478,0.017193974144435797,0.05139517191515508,0.011142673693517086,562,1,0,1,0,1,3,1.0,0.017193974144435797,2020-05-29,0.017193974144435797,0.7,1.0,0.017193974144435797,0.9214323161480501,0.9164083193269658,0.9386284580449333,0.9152076785547817,2.7,sideways,true,1.0,0.017193974144435797
2020-22,2020-05-29,5,3632,347,57,0.03529555345493464,-0.024755383147132045,275,50,0.0955396475770925,0.015693832599118943,0.07984581497797356,2020-05-29,0.017193974144435797,0.026940973826691916,0.029748169787077394,0.03362308334502839,0.03581406972965273,0.008661233617086074,617,1,0,1,0,1,3,1.0,0.03362308334502839,2020-06-05,0.03362308334502839,0.7,1.0,0.03362308334502839,0.9372753995677473,0.9207035745914114,0.9372661940217013,0.9152403416676838,2.7,sideways,true,1.0,0.03362308334502839
2020-23,2020-06-05,5,3634,439,42,0.022907079588558116,-0.04732078190678745,381,20,0.12080352228948817,0.011557512383048982,0.10924600990643918,2020-06-05,0.03362308334502839,0.0011364295684608283,0.007188193224579198,0.0021197150295191314,0.026790700540656687,0.011097201483129555,723,1,0,1,0,1,3,1.0,0.0021197150295191314,2020-06-12,0.0021197150295191314,0.7,1.0,0.0021197150295191314,0.9687894884446585,0.9280146549401757,0.9369580280839536,0.9150074820873063,2.65,sideways,true,1.0,0.0021197150295191314
2020-24,2020-06-12,5,3642,253,39,0.03560289383004354,-0.015435989466748684,191,35,0.06946732564524986,0.01070840197693575,0.05875892366831411,2020-06-12,0.0021197150295191314,-0.006623957062877994,0.011593985884022606,0.024618800669350183,0.043193377956143975,0.005940724676232258,493,1,0,0,0,1,2,0.75,0.02461880066934996,2020-06-19,0.01846410050201247,0.44999999999999996,0.0,0.0,0.9708430460837548,0.9357729633051888,0.9366798308459534,0.9151364314991839,2.6,sideways,false,0.0,0.0
2020-25,2020-06-19,5,3648,327,37,0.01946555767917952,-0.024826043606626956,265,33,0.08963815789473684,0.010142543859649123,0.07949561403508772,2020-06-19,0.02461880066934996,0.0017875505380204881,0.008788253976202531,0.018128280756374737,0.1289594790112807,0.0030878340958835205,659,1,0,1,0,1,3,1.0,0.00878825397620231,2020-06-24,0.00878825397620231,0.7,1.0,0.00878825397620231,0.9947440375165153,0.9446588585348336,0.9390391394326218,0.9152639434727231,2.7,up,true,1.0,0.00878825397620231
2020-26,2020-06-24,3,3646,136,17,0.02355148577259866,-0.046038016748513,97,10,0.03730115194733955,0.004662643993417444,0.032638507953922105,2020-06-24,0.00878825397620231,-0.005292354200133964,0.020322469078948968,0.05506858852405028,0.15079876899390987,0.020267358205692584,283,0,0,0,1,1,2,0.75,0.0550685885240505,2020-07-03,0.041301441393037874,0.5,0.0,0.0,1.0034861007595233,0.9529312690577372,0.942857198691635,0.9165055710748171,2.7,up,true,1.0,0.0550685885240505
2020-27,2020-07-03,5,3644,391,23,0.04355259681987704,-0.012075487038806834,294,21,0.10729967069154775,0.006311745334796927,0.10098792535675083,2020-07-03,0.0550685885240505,0.05014084541993036,0.08028654115363265,0.09073360870668878,0.03973435635807432,0.02399301018399481,646,1,0,1,1,1,4,1.0,0.09073360870668856,2020-07-10,0.09073360870668856,0.9000000000000001,1.0,0.09073360870668856,1.0587466639318532,0.9674994616371257,0.9485398924067523,0.9187988504850786,2.75,up,true,1.0,0.09073360870668856
2020-28,2020-07-10,5,3650,841,4,0.03913607192637326,-0.023662277813239818,706,2,0.2304109589041096,0.001095890410958904,0.2293150684931507,2020-07-10,0.09073360870668856,0.02660489730274196,-0.0006193219623942259,-0.04675683589605861,-0.053389699512579325,0.02900273715055991,1545,1,0,1,1,1,4,1.0,-0.046756835896058724,2020-07-17,-0.046756835896058724,0.9000000000000001,1.0,-0.046756835896058724,1.1548105694565578,0.9901085973016779,0.9565043411307886,0.9233591397794648,2.75,up,true,1.0,-0.046756835896058724
2020-29,2020-07-17,5,3658,533,360,0.005753935606570158,-0.03888098106737467,470,327,0.14570803717878622,0.09841443411700383,0.047293603061782395,2020-07-17,-0.046756835896058724,0.02850763247334087,0.040095627888808716,-0.006958207376976833,0.03837038845890017,0.012878266065726028,978,1,0,1,0,1,3,1.0,-0.006958207376976833,2020-07-24,-0.006958207376976833,0.7,1.0,-0.006958207376976833,1.1008152811694434,1.0054715765836832,0.9645022904271332,0.9273161207806212,2.85,up,true,1.0,-0.006958207376976833
2020-30,2020-07-24,5,3672,456,108,0.02385628666774204,-0.015400341303100673,412,17,0.12418300653594772,0.029411764705882353,0.09477124183006536,2020-07-24,-0.006958207376976833,0.0020223754741675037,0.037859242835217355,0.045646211642458745,0.056313178356248494,0.01851334087405391,860,1,0,1,0,1,3,1.0,0.045646211642458745,2020-07-31,0.045646211642458745,0.7,1.0,0.045646211642458745,1.0931555801593213,1.0204098483237425,0.969413578916005,0.9313697079923221,2.8,up,true,1.0,0.045646211642458745
2020-31,2020-07-31,5,3689,488,28,0.03770339514849606,0.0009620174856319856,365,28,0.1322851721333695,0.007590132827324478,0.124695039306045,2020-07-31,0.045646211642458745,0.02189994002933604,0.024159414403138513,0.010201315315851112,0.004652014947359007,0.028406855498518926,805,1,1,1,1,1,5,1.0,0.010201315315851334,2020-08-07,0.010201315315851334,1.0,1.0,0.010201315315851334,1.1430539911294084,1.0425720158218783,0.9794901675744221,0.935968878683927,2.9,up,true,1.0,0.010201315315851334
2020-32,2020-08-07,5,3698,638,44,0.02381651066186589,-0.009850112681559466,563,31,0.17252568956192538,0.011898323418063819,0.16062736614386156,2020-08-07,0.010201315315851334,0.0049359383372116206,-0.017518462857334494,-0.005493261872023147,-0.002238477054676835,0.01079589902366685,1072,1,1,1,0,1,4,1.0,-0.005493261872022814,2020-08-14,-0.005493261872022814,0.8,1.0,-0.005493261872022814,1.1547146453159618,1.0643159403966997,0.9925097574940555,0.9412132763105279,3.05,up,true,1.0,-0.005493261872022814
2020-33,2020-08-14,5,3707,347,95,0.00951320638693601,-0.04088716587414579,293,70,0.09360669004585918,0.025627191799298624,0.06797949824656056,2020-08-14,-0.005493261872022814,0.02114749753041334,0.008957493670342709,0.0032727629613378273,0.015208054817517302,-0.003555017351756545,669,1,0,1,0,1,3,1.0,0.0032727629613378273,2020-08-21,0.0032727629613378273,0.7,1.0,0.0032727629613378273,1.1483714953817812,1.082274141090412,1.0051443980152939,0.9460178886914071,3.1,up,true,1.0,0.0032727629613378273
2020-34,2020-08-21,5,3716,359,44,0.015907485677326545,-0.030800965327570134,298,38,0.09660925726587728,0.011840688912809472,0.08476856835306781,2020-08-21,0.0032727629613378273,0.005726995364152776,-0.012269928062958124,0.01189635789668042,0.0011272679073477399,0.019579153176329623,676,1,0,1,0,1,3,1.0,0.01189635789668042,2020-08-28,0.01189635789668042,0.7,1.0,0.01189635789668042,1.1521298430777227,1.1004028207898089,1.018087892047499,0.9502224643945538,3.15,up,true,1.0,0.01189635789668042
2020-35,2020-08-28,5,3726,201,54,0.02282757551871714,-0.03402751353545054,157,46,0.05394524959742351,0.014492753623188406,0.039452495974235106,2020-08-28,0.01189635789668042,-0.00278235209252653,0.002754691402472087,-0.010642483200272723,-0.05151318785359682,0.04627793812279985,667,0,0,0,0,1,1,0.5,-0.010642483200272723,2020-09-04,-0.005321241600136362,0.3,0.0,-0.0,1.1658359920344215,1.1175120162415992,1.0310854373882166,0.9547568538106963,3.05,up,true,1.0,-0.010642483200272723
2020-36,2020-09-04,5,3750,198,30,0.030829227159538525,-0.06337892249177246,167,21,0.0528,0.008,0.0448,2020-09-04,-0.010642483200272723,-0.020744035174102282,-0.040248250584570266,-0.04131034935230338,-0.016511758576485347,0.02624547908577104,637,1,0,0,1,1,3,1.0,-0.04131034935230349,2020-09-11,-0.04131034935230349,0.6499999999999999,0.8,-0.033048279481842795,1.1534286020749218,1.1325062663731393,1.0427187677154381,0.9588093241947072,3.0,up,true,1.0,-0.04131034935230349
2020-37,2020-09-11,5,3762,183,132,0.0006514248604930554,-0.027370233124038443,143,125,0.04864433811802233,0.03508771929824561,0.013556618819776715,2020-09-11,-0.04131034935230349,0.008514858717621587,0.008903240376303412,0.02586717271753569,-0.009886972096113888,-0.0021405340964883316,627,0,0,0,0,1,1,0.5,0.02586717271753569,2020-09-18,0.012933586358767846,0.3,0.0,0.0,1.1057800635702677,1.1372096063369805,1.0523545339870533,0.9624421490768361,2.9,up,true,1.0,0.02586717271753569
2020-38,2020-09-18,5,3777,200,18,0.01976390342113651,-0.024635738291360513,150,17,0.052952078369075985,0.004765687053216839,0.048186391315859146,2020-09-18,0.02586717271753569,-0.005954179519411129,-0.012333552883336263,-0.0348526064236333,0.017709848599499978,0.02903738082848032,666,1,0,0,1,1,3,1.0,-0.03485260642363319,2020-09-25,-0.03485260642363319,0.6499999999999999,0.8,-0.027882085138906554,1.1343834674622475,1.1351668961375496,1.0626377467196138,0.9665394456690511,3.0,up,true,1.0,-0.03485260642363319
2020-39,2020-09-25,5,3795,156,49,0.032484065418296605,-0.06591345714142728,127,24,0.04110671936758893,0.012911725955204217,0.028194993412384718,2020-09-25,-0.03485260642363319,-0.004580270568843248,0.0005732116284962174,0.05446054703454406,0.03763808559543591,0.029401314887907454,378,0,0,0,0,1,1,0.5,0.0005732116284962174,2020-09-30,0.0002866058142481087,0.3,0.0,0.0,1.0948472469373094,1.1345700927143363,1.0700208346490097,0.969863080790938,2.9,up,true,1.0,0.0005732116284962174
2020-40,2020-09-30,3,3801,76,56,0.031701779056322266,-0.04601133848356531,51,51,0.019994738226782424,0.014732965009208104,0.005261773217574322,2020-09-30,0.0005732116284962174,0.023475381569650455,0.05730413205659324,0.04610685038502216,0.03525373260594544,0.07255096215623136,210,0,0,0,0,1,1,0.5,0.023475381569650455,2020-10-09,0.011737690784825228,0.3,0.0,0.0,1.095474826110681,1.1348020173094722,1.0776059328166074,0.9735063698445964,2.75,up,true,1.0,0.023475381569650455
2020-41,2020-10-09,1,3807,91,2,,,0,0,0.02390333596007355,0.0005253480430785396,0.02337798791699501,2020-10-09,0.023475381569650455,0.029684233965865614,0.027137050198201118,0.020580437683155095,-0.003286845563898133,0.02519465335391934,233,0,0,0,1,1,2,0.75,0.020580437683154873,2020-10-16,0.015435328262366155,0.5,0.0,0.0,1.1211915156535757,1.1326157697618888,1.0875938927918836,0.9780976270903192,2.7,up,true,1.0,0.020580437683154873
2020-42,2020-10-16,5,3816,206,23,0.02411673740402986,-0.054609188996291164,183,18,0.053983228511530396,0.006027253668763103,0.0479559748427673,2020-10-16,0.020580437683154873,-0.00717571397214023,-0.00447357427750017,-0.023385989350565017,-0.03246092671871459,0.011812644104400744,598,1,0,0,1,1,3,1.0,-0.023385989350565017,2020-10-23,-0.023385989350565017,0.6499999999999999,0.8,-0.018708791480452014,1.144266127772366,1.1315709180075293,1.0979434292021146,0.9827522709320917,2.7,up,true,1.0,-0.023385989350565017
2020-43,2020-10-23,5,3829,121,22,0.03456802894666983,-0.0295554774360584,102,16,0.03160094019326195,0.00574562548968399,0.025855314703577957,2020-10-23,-0.023385989350565017,-0.0019196213831358389,0.006478962291709189,-0.009292245727782422,0.023165634143326397,0.002142971760540127,378,0,0,0,1,1,2,0.75,-0.009292245727782311,2020-10-30,-0.006969184295836733,0.5,0.0,-0.0,1.1175063322940693,1.1284844016987583,1.1053792713945851,0.9865645720481164,2.65,up,true,1.0,-0.009292245727782311
2020-44,2020-10-30,5,3835,105,50,0.01355133001243562,-0.045788867436853474,97,30,0.027379400260756193,0.01303780964797914,0.014341590612777053,2020-10-30,-0.009292245727782311,0.004813350958293494,0.022412962364136257,0.03276231535600793,0.02986290551320847,0.016539952447306903,407,0,0,0,0,1,1,0.5,0.03276231535600793,2020-11-06,0.016381157678003966,0.3,0.0,0.0,1.10712218885204,1.12398363627619,1.1121932285329994,0.9902180218485969,2.6,up,true,1.0,0.03276231535600793
2020-45,2020-11-06,5,3841,184,24,0.022297888302171484,0.00034085833310653935,163,23,0.04790419161676647,0.006248372819578235,0.04165581879718823,2020-11-06,0.03276231535600793,0.021311816983634158,0.0014454993057291254,-0.0028074318743901427,0.012223325912847471,0.016902727080919784,524,1,1,0,1,1,4,1.0,-0.0028074318743901427,2020-11-13,-0.0028074318743901427,0.75,1.0,-0.0028074318743901427,1.1433940751408442,1.1217394445868323,1.1196257304142159,0.9938399409999665,2.65,up,true,1.0,-0.0028074318743901427
2020-46,2020-11-13,5,3853,197,38,0.002721384845975271,-0.042384820576340757,167,23,0.05112899039709318,0.009862444848170258,0.041266545548922916,2020-11-13,-0.0028074318743901427,0.010190758879177197,0.004769995294098939,0.015073074416800392,0.01288476869250088,0.008890593251437059,492,1,0,0,1,1,3,1.0,0.015073074416800392,2020-11-20,0.015073074416800392,0.6499999999999999,0.8,0.012058459533440313,1.140184074169305,1.1204149917962707,1.126460629084705,0.9972260310544067,2.7,sideways,true,1.0,0.015073074416800392
2020-47,2020-11-20,5,3857,192,28,0.02512566756231219,-0.03527584671741051,146,22,0.04977962146746176,0.007259528130671506,0.04252009333679025,2020-11-20,0.015073074416800392,0.008301611274094345,-0.009222360121709183,-0.0021558110243015127,0.01324624491060078,0.01393301264074994,480,1,0,0,1,1,3,1.0,-0.0021558110243016237,2020-11-27,-0.0021558110243016237,0.6499999999999999,0.8,-0.0017246488194412992,1.1573701535681096,1.1255740007960546,1.1313918035665178,1.0009914015695816,2.65,sideways,true,1.0,-0.0021558110243016237
2020-48,2020-11-27,5,3864,166,47,0.011538470631853119,-0.042341540438056005,137,40,0.04296066252587992,0.012163561076604554,0.030797101449275364,2020-11-27,-0.0021558110243016237,-0.0031270978803662475,0.014473004945996903,0.015435331592914103,-0.015580501499531385,0.0039971768976230174,402,0,0,0,0,1,1,0.5,0.015435331592914103,2020-12-04,0.007717665796457052,0.3,0.0,0.0,1.1548750822318499,1.1276231622730148,1.1313950292052823,1.0051798615411967,2.5,sideways,false,0.0,0.0
2020-49,2020-12-04,5,3866,205,43,0.029475613645977117,-0.0634370840678078,167,28,0.05302638385928608,0.011122607346094155,0.04190377651319193,2020-12-04,0.015435331592914103,-0.005620916044995261,-0.021424381005751503,-0.030544370603877713,-0.0158326838582028,0.012334231658807655,432,1,0,0,0,1,2,0.75,-0.030544370603877713,2020-12-11,-0.022908277952908285,0.44999999999999996,0.0,-0.0,1.1727009620744924,1.1354085337867332,1.1349893132505349,1.0098202564811996,2.45,up,true,1.0,-0.030544370603877713
2020-50,2020-12-11,5,3875,158,78,0.014287780348763471,-0.05753944738466029,136,57,0.0407741935483871,0.020129032258064516,0.02064516129032258,2020-12-11,-0.030544370603877713,0.008419492411233742,0.007590908185413525,0.015175203794359327,0.016897320114449332,0.01515909953755722,340,0,0,0,0,1,1,0.5,0.015175203794359104,2020-12-18,0.007587601897179552,0.3,0.0,0.0,1.136881549281365,1.1395492061038017,1.137175611706637,1.0135039594294482,2.35,up,true,1.0,0.015175203794359104
2020-51,2020-12-18,5,3888,204,75,0.022300250565446676,-0.03794225453065694,162,67,0.05246913580246913,0.019290123456790122,0.033179012345679014,2020-12-18,0.015175203794359104,0.012485005732685295,0.0013944510164922708,0.0016963735064188246,0.04071714220332945,0.023638213725660964,415,0,0,0,0,1,1,0.5,0.0016963735064188246,2020-12-25,0.0008481867532094123,0.3,0.0,0.0,1.1541339584817565,1.1428434503866198,1.1377296100742544,1.017661047877933,2.15,up,true,1.0,0.0016963735064188246
2020-52,2020-12-25,5,3891,260,84,0.028778385020612973,-0.05032901778986068,185,69,0.06682086867129272,0.02158828064764842,0.045232588023644306,2020-12-25,0.0016963735064188246,-0.0007281276971919937,0.004999128529017405,0.03895468699793625,0.039155470055572295,0.019769290658051275,568,1,0,0,0,1,2,0.75,0.022841436671751092,2020-12-31,0.01713107750381332,0.44999999999999996,0.0,0.0,1.1560918007517833,1.1440260176845614,1.1377984678460455,1.021741312878478,2.05,up,true,1.0,0.022841436671751092
2020-53,2020-12-31,4,3908,262,86,0.02086408734146604,-0.013153433009930627,198,80,0.06704196519959059,0.022006141248720572,0.04503582395087001,2020-12-31,0.022841436671751092,0.015753419590251116,0.02920865651566551,0.030536648363954644,0.020008498047541234,0.021576182135627474,520,1,0,0,0,1,2,0.75,0.03053664836395442,2021-01-08,0.022902486272965816,0.44999999999999996,0.0,0.0,1.1824985984053857,1.150525244295693,1.1395048229972258,1.0262483642082536,2.0,up,true,1.0,0.03053664836395442
2021-01,2021-01-08,5,3925,347,86,0.018261372136871158,-0.035146969967769635,292,69,0.08840764331210191,0.021910828025477707,0.0664968152866242,2021-01-08,0.03053664836395442,-0.014154692603359775,-0.001404729624203238,-0.010216182348417702,0.013144130486042904,0.010317688941187068,741,1,0,1,0,1,3,1.0,-0.01021618234841748,2021-01-15,-0.01021618234841748,0.7,1.0,-0.01021618234841748,1.21860814229576,1.161673839640065,1.1428287379581277,1.0312933074506074,2.0,up,true,1.0,-0.01021618234841748
2021-02,2021-01-15,5,3925,313,126,0.02296553540637033,-0.020237299743785072,231,114,0.0797452229299363,0.03210191082802548,0.04764331210191083,2021-01-15,-0.01021618234841748,0.011235033087286794,0.011714071789861835,0.023601429340284197,-0.01911082615143722,-0.0007884298880105242,739,1,0,0,0,1,2,0.75,0.023601429340284197,2021-01-22,0.017701072005213148,0.44999999999999996,0.0,0.0,1.2061586193028002,1.1679502940562607,1.1448448693215465,1.036514251975763,2.05,up,true,1.0,0.023601429340284197
2021-03,2021-01-22,5,3928,393,39,0.0211100318549602,-0.03874868102475229,338,18,0.10005091649694502,0.009928716904276986,0.09012219959266803,2021-01-22,0.023601429340284197,0.003577381129050927,-0.011965365616450896,-0.041727428535586975,-0.04216607304545483,0.018593436745614922,854,1,0,1,1,1,4,1.0,-0.041727428535586863,2021-01-29,-0.041727428535586863,0.9000000000000001,1.0,-0.041727428535586863,1.23462568672945,1.1773944553122753,1.1489047235542729,1.042226275545327,2.1,up,true,1.0,-0.041727428535586863
2021-04,2021-01-29,5,3943,262,149,0.005815051316156607,-0.04691752300515798,225,105,0.06644686786710627,0.03778848592442303,0.028658381942683237,2021-01-29,-0.041727428535586863,0.008963982997026942,0.013020527257773473,-0.0004577450330207622,0.05705204869301972,-0.004035793252431862,613,0,0,0,0,1,1,0.5,-0.00045774503302065117,2021-02-05,-0.00022887251651032559,0.3,0.0,-0.0,1.1831079316182471,1.179968233117289,1.152771116956672,1.047170126651334,2.1,up,true,1.0,-0.00045774503302065117
2021-05,2021-02-05,5,3951,301,194,0.00554171578744526,-0.03724818708836463,250,142,0.07618324474816503,0.04910149329283726,0.027081751455327766,2021-02-05,-0.00045774503302065117,0.010813415146478045,0.04880469637403917,0.05753613060404361,-0.00439891520101654,0.00667728090150014,650,0,0,0,0,1,1,0.5,0.04880469637403917,2021-02-10,0.024402348187019585,0.3,0.0,0.0,1.1825663698390216,1.1827373618780062,1.1551802620755107,1.051808229927833,2.0,up,true,1.0,0.04880469637403917
2021-06,2021-02-10,3,3961,175,43,0.02767733256900553,-0.01700246073449985,131,29,0.04418076243372886,0.010855844483716234,0.03332491795001262,2021-02-10,0.04880469637403917,0.001759853484041285,-0.008840377875079075,-0.032837496787213594,-0.027789606315514193,0.039286832986141426,415,0,0,0,0,1,1,0.5,0.008325128844475227,2021-02-19,0.0041625644222376135,0.3,0.0,0.0,1.2402811624611647,1.1894953819166734,1.1624519578517034,1.0571485339105462,2.0,up,true,1.0,0.008325128844475227
2021-07,2021-02-19,2,3957,210,10,0.0489872882511564,-0.03491158817398636,106,5,0.05307050796057619,0.0025271670457417236,0.05054334091483447,2021-02-19,0.008325128844475227,-0.017023781544773797,-0.040822770804949116,-0.058565418251652734,-0.058618050700315893,0.009682340835853589,452,1,0,0,1,1,3,1.0,-0.05856541825165262,2021-02-26,-0.05856541825165262,0.6499999999999999,0.8,-0.0468523346013221,1.2506066629420294,1.2008678932827397,1.1702085496932708,1.0623894629339963,2.1,up,true,1.0,-0.05856541825165262
2021-08,2021-02-26,5,3971,283,36,0.010700490352948165,-0.015283488821383143,241,32,0.0712666834550491,0.009065726517250064,0.06220095693779904,2021-02-26,-0.05856541825165262,0.017535507226853042,0.0241640375128922,-0.00005590664469257156,-0.024135592583456766,-0.0050459211877535255,727,1,0,0,1,0,2,0.75,-0.00005590664469257156,2021-03-05,-0.00004192998351942867,0.35,0.0,-0.0,1.1773643606585258,1.2031909335004167,1.1730171919435182,1.0664131809267785,2.1,up,true,1.0,-0.00005590664469257156
2021-09,2021-03-05,5,3976,318,42,0.018079741082061302,-0.013717441791174956,257,31,0.07997987927565392,0.01056338028169014,0.06941649899396378,2021-03-05,-0.00005590664469257156,-0.02730878507043144,-0.04927007827002028,-0.024081032228476795,-0.036328493805304896,0.012262887331514137,630,1,0,0,0,1,2,0.75,-0.024081032228476684,2021-03-12,-0.018060774171357513,0.44999999999999996,0.0,-0.0,1.1772985381675407,1.2053116072419925,1.1746688124632771,1.0699594785623643,2.05,up,true,1.0,-0.024081032228476684
2021-10,2021-03-12,5,3981,251,81,0.011675858565368931,-0.04166554790399326,201,77,0.06304948505400654,0.020346646571213264,0.04270283848279327,2021-03-12,-0.024081032228476684,-0.015037292915888179,-0.0019438972576820701,-0.012549670598978935,-0.006626172683720788,0.005680415564912212,566,1,0,0,0,1,2,0.75,-0.012549670598978824,2021-03-19,-0.009412252949234118,0.44999999999999996,0.0,-0.0,1.1489479741273896,1.201956544814193,1.1762408945549432,1.0728593980111607,2.05,up,true,1.0,-0.012549670598978824
2021-11,2021-03-19,5,3988,284,25,0.024365558390671505,-0.016636243816997923,229,22,0.0712136409227683,0.0062688064192577735,0.06494483450351053,2021-03-19,-0.012549670598978824,0.012204032679476562,-0.01161384477050409,0.005998780636238488,0.02652723975189386,0.007663571460122643,574,1,0,0,1,1,3,1.0,0.005998780636238488,2021-03-26,0.005998780636238488,0.6499999999999999,0.8,0.00479902450899079,1.134529055516727,1.1935486361362897,1.1776112378881773,1.0754947657557101,2.15,up,true,1.0,0.005998780636238488
2021-12,2021-03-26,5,4004,322,89,0.014535367115770567,-0.018859810488605196,247,88,0.08041958041958042,0.022227772227772228,0.05819180819180819,2021-03-26,0.005998780636238488,0.0033445813944898983,0.003775988341145897,0.020406047711779784,-0.00500773316669989,0.009346007808792597,649,1,0,1,0,1,3,1.0,0.020406047711779784,2021-04-02,0.020406047711779784,0.7,1.0,0.020406047711779784,1.1413348464462105,1.1870662588506307,1.1775082764534457,1.0787243821000945,2.1,up,true,1.0,0.020406047711779784
2021-13,2021-04-02,5,4016,351,41,0.021465404356069567,-0.052459550772837205,280,35,0.08740039840637451,0.010209163346613545,0.07719123505976096,2021-04-02,0.020406047711779784,0.0009184422664121339,-0.0003739694763430501,-0.024905556896168024,0.0023143885033911626,0.024702708173752707,632,1,0,1,0,1,3,1.0,-0.00938577798368423,2021-04-09,-0.00938577798368423,0.7,1.0,-0.00938577798368423,1.1646249797779087,1.1800661881554766,1.1787303217338758,1.0826827165034054,2.1,up,true,1.0,-0.00938577798368423
