week_id,week_end_date,trading_days_in_week,max_daily_stock_count,limit_up_count,limit_down_count,limit_up_next_ret,limit_down_next_ret,limit_up_event_count,limit_down_event_count,limit_up_ratio,limit_down_ratio,net_limit_ratio,market_week_end_date,benchmark_value_weight_ret,future_return_1d,future_return_3d,future_return_5d,future_return_10d,chase_ret,chase_trade_count,signal_net_limit_ratio,signal_limit_down_next_ret,signal_limit_up_ratio,signal_limit_down_ratio,signal_chase_ret,total_signal_count,base_position,next_week_ret,return_week_end_date,base_model_ret,weighted_signal_value,weighted_position,weighted_model_ret,benchmark_nav,ma_10,ma_20,ma_60,signal_ma20,market_trend,trend_buy_signal,trend_position,trend_model_ret
2018-11,2018-03-16,5,3182,182,15,0.01823028743939928,-0.05269551200965551,136,13,0.05719673161533627,0.004714016341923318,0.05248271527341295,2018-03-16,-0.011568741734778287,0.0028152174542226405,0.0010523844147090067,-0.04232829346297162,-0.020115857599072307,-0.011556412754743185,371,1,0,0,1,0,2,0.75,-0.04232829346297173,2018-03-23,-0.0317462200972288,0.35,0.0,-0.0,0.976970249170291,0.9831793366774713,,,,sideways,false,0.0,-0.0
2018-12,2018-03-23,5,3192,236,488,0.0285242853794772,-0.05401642055384919,201,16,0.07393483709273183,0.15288220551378445,-0.07894736842105263,2018-03-23,-0.04232829346297173,0.001895537309385853,0.004858720788537774,0.023194207067284367,0.024681126086453453,-0.01167720431704809,430,0,0,0,0,0,0,0.0,0.023194207067284145,2018-03-30,0.0,0.0,0.0,0.0,0.9356167657588182,0.9746486382244639,,,,sideways,false,0.0,0.0
2018-13,2018-03-30,5,3193,350,26,0.030663513083620458,-0.02683286048472669,276,25,0.1096147823363608,0.008142812402129659,0.10147196993423113,2018-03-30,0.023194207067284145,-0.0003398690604737853,-0.011707708458743804,0.0014532128982933656,-0.033801014895190606,0.004641623513465517,646,1,0,1,1,1,4,1.0,-0.011707708458743693,2018-04-04,-0.011707708458743693,0.9000000000000001,1.0,-0.011707708458743693,0.957317654759451,0.9678149679528376,,,,sideways,true,1.0,-0.011707708458743693
2018-14,2018-04-04,3,3198,182,13,0.03595118750543294,-0.08993788275628363,123,8,0.056910569105691054,0.0040650406504065045,0.052845528455284556,2018-04-04,-0.011707708458743693,0.001441545208409556,0.018884417661030994,0.00606467990338766,-0.02272151916018339,-0.00441001646236716,358,1,0,0,1,1,3,1.0,0.006064679903387438,2018-04-13,0.006064679903387438,0.6499999999999999,0.8,0.0048517439227099505,0.9461096587551191,0.9579488081737455,,,,sideways,true,1.0,0.006064679903387438
2018-15,2018-04-13,5,3210,265,70,0.013570528174170765,-0.033386862501962364,237,52,0.08255451713395638,0.021806853582554516,0.06074766355140187,2018-04-13,0.006064679903387438,-0.011045054288851608,-0.01927087021759155,-0.028612672364499714,-0.026710956417843934,-0.004954392136531564,488,1,0,1,0,1,3,1.0,-0.028612672364499714,2018-04-20,-0.028612672364499714,0.7,1.0,-0.028612672364499714,0.951847510988972,0.9530788004771615,,,,sideways,true,1.0,-0.028612672364499714
2018-16,2018-04-20,5,3207,161,84,0.008452239425401003,-0.026350231822647865,140,49,0.050202681633925786,0.026192703461178673,0.024009978172747116,2018-04-20,-0.028612672364499714,-0.0038864576036401477,0.016300459018665503,0.0019577318877372907,0.03137859466991144,-0.008560178966596476,339,0,0,0,0,0,0,0.0,0.0019577318877372907,2018-04-27,0.0,0.0,0.0,0.0,0.92461261001608,0.9543335751294091,,,,sideways,false,0.0,0.0
2018-17,2018-04-27,5,3204,228,97,0.021888306773646407,-0.02212390756972149,206,70,0.07116104868913857,0.030274656679151062,0.04088639200998752,2018-04-27,0.0019577318877372907,-0.00047195615844342065,0.004874973500943236,0.029363377162371807,0.03669818682945758,-0.0020693004886482833,383,1,0,0,0,1,2,0.75,0.004874973500943014,2018-05-04,0.0036562301257072605,0.44999999999999996,0.0,0.0,0.9264227536065125,0.9532849120771824,,,,sideways,false,0.0,0.0
2018-18,2018-05-04,3,3207,119,61,0.023779015153195377,-0.024517357119588606,84,53,0.037106329903336455,0.019020891799189272,0.01808543810414718,2018-05-04,0.004874973500943014,0.016332357357353722,0.023652946459454816,0.022535984256946584,0.02993487759281921,-0.009146571264991821,206,0,0,0,0,0,0,0.0,0.022535984256946584,2018-05-11,0.0,0.0,0.0,0.0,0.9309390399810149,0.9503425821046182,,,,sideways,false,0.0,0.0
2018-19,2018-05-11,5,3227,268,27,0.022612636172495596,-0.06814594304250403,240,16,0.08304927176944531,0.00836690424542919,0.07468236752401611,2018-05-11,0.022535984256946584,0.0016815833553653903,0.0031574464126147284,0.007235826855765293,-0.005033819355154234,0.0018486389836762458,419,1,0,1,1,1,4,1.0,0.007235826855765293,2018-05-18,0.007235826855765293,0.9000000000000001,1.0,0.007235826855765293,0.951918667530204,0.9490159760171233,,,,sideways,true,1.0,0.007235826855765293
2018-20,2018-05-18,5,3244,183,42,0.026750789187282256,-0.03491596173235736,141,32,0.056411837237977804,0.012946979038224414,0.04346485819975339,2018-05-18,0.007235826855765293,0.008362607629101682,-0.002720699020779316,-0.012181502964624391,-0.03820275849496346,0.003698701052828097,297,1,0,0,0,1,2,0.75,-0.012181502964624613,2018-05-25,-0.00913612722346846,0.44999999999999996,0.0,-0.0,0.9588065861892234,0.9460561496755686,0.9663997396518728,,2.1,sideways,false,0.0,-0.0
