参数组合,参数结果,综合得分
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 68, '调整正确率(%)': '61.21', '预计平均亏损改善(%)': '2.6659'}",443.7
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 91, '调整正确率(%)': '53.87', '预计平均亏损改善(%)': '2.1713'}",443.4
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 86, '调整正确率(%)': '56.72', '预计平均亏损改善(%)': '2.1445'}",442.8
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 100, '调整正确率(%)': '55.17', '预计平均亏损改善(%)': '1.6623'}",442.7
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 78, '调整正确率(%)': '59.54', '预计平均亏损改善(%)': '2.2823'}",442.5
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 97, '调整正确率(%)': '57.14', '预计平均亏损改善(%)': '1.6204'}",442.5
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 99, '调整正确率(%)': '53.83', '预计平均亏损改善(%)': '1.7934'}",441.7
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 90, '调整正确率(%)': '54.35', '预计平均亏损改善(%)': '2.1305'}",441.6
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 88, '调整正确率(%)': '55.52', '预计平均亏损改善(%)': '2.1137'}",441.2
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 87, '调整正确率(%)': '55.17', '预计平均亏损改善(%)': '2.1839'}",441.1
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 94, '调整正确率(%)': '58.02', '预计平均亏损改善(%)': '1.6416'}",441.0
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 77, '调整正确率(%)': '60.24', '预计平均亏损改善(%)': '2.2382'}",441.0
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 90, '调整正确率(%)': '54.16', '预计平均亏损改善(%)': '2.1293'}",440.9
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 95, '调整正确率(%)': '56.87', '预计平均亏损改善(%)': '1.6875'}",440.8
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 90, '调整正确率(%)': '57.96', '预计平均亏损改善(%)': '1.8019'}",440.2
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 102, '调整正确率(%)': '53.96', '预计平均亏损改善(%)': '1.6123'}",439.9
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 95, '调整正确率(%)': '56.83', '预计平均亏损改善(%)': '1.6642'}",439.8
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 74, '调整正确率(%)': '59.92', '预计平均亏损改善(%)': '2.3613'}",439.3
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 95, '调整正确率(%)': '57.08', '预计平均亏损改善(%)': '1.6275'}",439.1
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 102, '调整正确率(%)': '54.00', '预计平均亏损改善(%)': '1.5686'}",438.3
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 98, '调整正确率(%)': '55.39', '预计平均亏损改善(%)': '1.6165'}",438.2
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 83, '调整正确率(%)': '56.49', '预计平均亏损改善(%)': '2.1776'}",438.0
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 94, '调整正确率(%)': '56.70', '预计平均亏损改善(%)': '1.6726'}",437.9
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 75, '调整正确率(%)': '58.40', '预计平均亏损改善(%)': '2.3948'}",437.8
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 98, '调整正确率(%)': '54.68', '预计平均亏损改善(%)': '1.6657'}",437.8
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 87, '调整正确率(%)': '59.40', '预计平均亏损改善(%)': '1.7483'}",437.3
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 67, '调整正确率(%)': '65.60', '预计平均亏损改善(%)': '2.2308'}",437.3
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 92, '调整正确率(%)': '57.88', '预计平均亏损改善(%)': '1.6415'}",437.1
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 101, '调整正确率(%)': '53.19', '预计平均亏损改善(%)': '1.6399'}",436.8
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 94, '调整正确率(%)': '57.48', '预计平均亏损改善(%)': '1.5791'}",436.8
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 82, '调整正确率(%)': '55.67', '预计平均亏损改善(%)': '2.2377'}",436.0
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 86, '调整正确率(%)': '54.65', '预计平均亏损改善(%)': '2.1311'}",435.6
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 84, '调整正确率(%)': '53.31', '预计平均亏损改善(%)': '2.3233'}",435.5
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 95, '调整正确率(%)': '56.02', '预计平均亏损改善(%)': '1.6219'}",435.4
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 76, '调整正确率(%)': '57.14', '预计平均亏损改善(%)': '2.3754'}",435.1
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 96, '调整正确率(%)': '54.61', '预计平均亏损改善(%)': '1.6882'}",435.1
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 82, '调整正确率(%)': '56.23', '预计平均亏损改善(%)': '2.1543'}",434.4
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 99, '调整正确率(%)': '54.11', '预计平均亏损改善(%)': '1.5864'}",434.4
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 83, '调整正确率(%)': '60.33', '预计平均亏损改善(%)': '1.7857'}",434.4
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 78, '调整正确率(%)': '54.46', '预计平均亏损改善(%)': '2.4696'}",434.2
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 70, '调整正确率(%)': '61.13', '预计平均亏损改善(%)': '2.3349'}",434.1
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 80, '调整正确率(%)': '62.78', '预计平均亏损改善(%)': '1.7125'}",433.6
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 95, '调整正确率(%)': '53.67', '预计平均亏损改善(%)': '1.7732'}",433.6
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 71, '调整正确率(%)': '60.25', '预计平均亏损改善(%)': '2.3385'}",433.6
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 94, '调整正确率(%)': '54.78', '预计平均亏损改善(%)': '1.7179'}",433.4
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 82, '调整正确率(%)': '53.70', '预计平均亏损改善(%)': '2.3149'}",432.9
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 86, '调整正确率(%)': '58.12', '预计平均亏损改善(%)': '1.7819'}",432.7
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 95, '调整正确率(%)': '53.61', '预计平均亏损改善(%)': '1.7523'}",432.6
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 80, '调整正确率(%)': '54.62', '预计平均亏损改善(%)': '2.3156'}",432.2
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 90, '调整正确率(%)': '54.38', '预计平均亏损改善(%)': '1.8892'}",432.0
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 94, '调整正确率(%)': '54.17', '预计平均亏损改善(%)': '1.7186'}",431.4
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 73, '调整正确率(%)': '58.67', '预计平均亏损改善(%)': '2.2909'}",430.7
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 81, '调整正确率(%)': '58.12', '预计平均亏损改善(%)': '1.9562'}",430.6
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 78, '调整正确率(%)': '63.36', '预计平均亏损改善(%)': '1.6883'}",430.6
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 80, '调整正确率(%)': '61.37', '预计平均亏损改善(%)': '1.7399'}",430.3
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 84, '调整正确率(%)': '54.37', '预计平均亏损改善(%)': '2.0934'}",429.7
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 68, '调整正确率(%)': '60.09', '预计平均亏损改善(%)': '2.3946'}",429.5
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 70, '调整正确率(%)': '59.91', '预计平均亏损改善(%)': '2.3083'}",429.4
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 69, '调整正确率(%)': '61.32', '预计平均亏损改善(%)': '2.2401'}",428.9
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 78, '调整正确率(%)': '57.35', '预计平均亏损改善(%)': '2.1080'}",428.7
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 81, '调整正确率(%)': '60.85', '预计平均亏损改善(%)': '1.6882'}",428.4
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 76, '调整正确率(%)': '56.98', '预计平均亏损改善(%)': '2.2193'}",428.3
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 83, '调整正确率(%)': '58.97', '预计平均亏损改善(%)': '1.7373'}",428.2
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 81, '调整正确率(%)': '54.52', '预计平均亏损改善(%)': '2.1470'}",426.9
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 69, '调整正确率(%)': '57.60', '预计平均亏损改善(%)': '2.4654'}",426.8
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 77, '调整正确率(%)': '56.29', '预计平均亏损改善(%)': '2.1646'}",425.9
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 79, '调整正确率(%)': '53.64', '预计平均亏损改善(%)': '2.2735'}",425.7
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 87, '调整正确率(%)': '57.18', '预计平均亏损改善(%)': '1.6329'}",425.6
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 81, '调整正确率(%)': '53.82', '预计平均亏损改善(%)': '2.1587'}",425.2
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 71, '调整正确率(%)': '54.91', '预计平均亏损改善(%)': '2.5294'}",425.1
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 85, '调整正确率(%)': '57.09', '预计平均亏损改善(%)': '1.7156'}",425.0
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 93, '调整正确率(%)': '53.62', '预计平均亏损改善(%)': '1.6222'}",424.0
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 87, '调整正确率(%)': '56.44', '预计平均亏损改善(%)': '1.6439'}",423.6
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 80, '调整正确率(%)': '53.87', '预计平均亏损改善(%)': '2.1558'}",423.5
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 84, '调整正确率(%)': '58.01', '预计平均亏损改善(%)': '1.6508'}",423.5
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 80, '调整正确率(%)': '54.68', '预计平均亏损改善(%)': '2.0916'}",423.4
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 83, '调整正确率(%)': '54.75', '预计平均亏损改善(%)': '1.9352'}",422.8
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 80, '调整正确率(%)': '57.89', '预计平均亏损改善(%)': '1.8140'}",422.4
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 78, '调整正确率(%)': '58.96', '预计平均亏损改善(%)': '1.8212'}",422.3
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 76, '调整正确率(%)': '54.81', '预计平均亏损改善(%)': '2.2334'}",422.2
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 56, '调整正确率(%)': '62.83', '预计平均亏损改善(%)': '2.6176'}",421.9
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 91, '调整正确率(%)': '53.87', '预计平均亏损改善(%)': '1.6285'}",421.7
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 64, '调整正确率(%)': '60.38', '预计平均亏损改善(%)': '2.3696'}",421.4
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 86, '调整正确率(%)': '56.72', '预计平均亏损改善(%)': '1.6084'}",421.3
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 73, '调整正确率(%)': '53.90', '预计平均亏损改善(%)': '2.4138'}",421.2
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 88, '调整正确率(%)': '54.10', '预计平均亏损改善(%)': '1.7262'}",421.1
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 77, '调整正确率(%)': '54.85', '预计平均亏损改善(%)': '2.1486'}",420.8
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 78, '调整正确率(%)': '54.35', '预计平均亏损改善(%)': '2.1388'}",420.7
