参数组合,参数结果,综合得分
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 78, '调整正确率(%)': '59.54', '预计平均亏损改善(%)': '2.2823'}",0.430456814367217
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 107, '调整正确率(%)': '54.65', '预计平均亏损改善(%)': '2.2261'}",0.4302154163843079
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 111, '调整正确率(%)': '54.94', '预计平均亏损改善(%)': '2.1675'}",0.42956833900879854
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 36, '调整正确率(%)': '60.36', '预计平均亏损改善(%)': '2.6684'}",0.42956422111943315
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 94, '调整正确率(%)': '58.02', '预计平均亏损改善(%)': '2.1888'}",0.42949351656398577
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 69, '调整正确率(%)': '57.60', '预计平均亏损改善(%)': '2.4654'}",0.4293146691082743
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 113, '调整正确率(%)': '62.35', '预计平均亏损改善(%)': '1.7702'}",0.4277076707137888
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 106, '调整正确率(%)': '53.93', '预计平均亏损改善(%)': '2.2597'}",0.4276680480273653
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 108, '调整正确率(%)': '54.71', '预计平均亏损改善(%)': '2.2002'}",0.427614042135341
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 64, '调整正确率(%)': '60.38', '预计平均亏损改善(%)': '2.3696'}",0.42743004989749994
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 77, '调整正确率(%)': '60.24', '预计平均亏损改善(%)': '2.2382'}",0.4264228182123472
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 44, '调整正确率(%)': '68.48', '预计平均亏损改善(%)': '2.1657'}",0.42594099880069
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 95, '调整正确率(%)': '56.83', '预计平均亏损改善(%)': '2.2190'}",0.42567331105111494
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 94, '调整正确率(%)': '56.70', '预计平均亏损改善(%)': '2.2301'}",0.42451904292988835
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 144, '调整正确率(%)': '56.34', '预计平均亏损改善(%)': '1.7346'}",0.42449668517563743
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 102, '调整正确率(%)': '55.49', '预计平均亏损改善(%)': '2.2060'}",0.4241029649822142
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 92, '调整正确率(%)': '57.88', '预计平均亏损改善(%)': '2.1887'}",0.42382571217575454
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 95, '调整正确率(%)': '53.67', '预计平均亏损改善(%)': '2.3643'}",0.4233071566538506
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 70, '调整正确率(%)': '59.91', '预计平均亏损改善(%)': '2.3083'}",0.4226963258880509
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 58, '调整正确率(%)': '59.47', '预计平均亏损改善(%)': '2.4497'}",0.4219531297283532
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 58, '调整正确率(%)': '61.72', '预计平均亏损改善(%)': '2.3367'}",0.42167665537927923
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 85, '调整正确率(%)': '57.09', '预计平均亏损改善(%)': '2.2874'}",0.42128565603526413
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 97, '调整正确率(%)': '57.14', '预计平均亏损改善(%)': '2.1605'}",0.4210313541236272
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 69, '调整正确率(%)': '61.32', '预计平均亏损改善(%)': '2.2401'}",0.42095046065164576
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 76, '调整正确率(%)': '57.14', '预计平均亏损改善(%)': '2.3754'}",0.4208941662325832
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 152, '调整正确率(%)': '54.22', '预计平均亏损改善(%)': '1.7400'}",0.42086251777052003
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 52, '调整正确率(%)': '59.09', '预计平均亏损改善(%)': '2.5245'}",0.42079235004716314
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 114, '调整正确率(%)': '62.83', '预计平均亏损改善(%)': '1.6978'}",0.4198330670386585
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 148, '调整正确率(%)': '55.30', '预计平均亏损改善(%)': '1.7223'}",0.4198007537974842
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 103, '调整正确率(%)': '55.79', '预计平均亏损改善(%)': '2.1590'}",0.41961281398132344
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 71, '调整正确率(%)': '54.91', '预计平均亏损改善(%)': '2.5294'}",0.4192524839214119
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 100, '调整正确率(%)': '55.17', '预计平均亏损改善(%)': '2.2164'}",0.41875734019841393
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 66, '调整正确率(%)': '57.89', '预计平均亏损改善(%)': '2.4283'}",0.4183183754178701
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 18, '调整正确率(%)': '65.00', '预计平均亏损改善(%)': '2.5680'}",0.4182779551409694
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 95, '调整正确率(%)': '57.08', '预计平均亏损改善(%)': '2.1700'}",0.4181524681376287
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 103, '调整正确率(%)': '53.88', '预计平均亏损改善(%)': '2.2460'}",0.41801334314638044
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 124, '调整正确率(%)': '58.26', '预计平均亏损改善(%)': '1.8111'}",0.4176068470596928
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 94, '调整正确率(%)': '54.78', '预计平均亏损改善(%)': '2.2905'}",0.4173507065582135
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 138, '调整正确率(%)': '56.46', '预计平均亏损改善(%)': '1.7551'}",0.4172755171943639
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 78, '调整正确率(%)': '54.46', '预计平均亏损改善(%)': '2.4696'}",0.41714072463958757
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 95, '调整正确率(%)': '53.61', '预计平均亏损改善(%)': '2.3364'}",0.41696116902364966
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 146, '调整正确率(%)': '54.94', '预计平均亏损改善(%)': '1.7461'}",0.4168011644347501
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 153, '调整正确率(%)': '53.94', '预计平均亏损改善(%)': '1.7230'}",0.41662266793417885
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 56, '调整正确率(%)': '60.00', '预计平均亏损改善(%)': '2.4176'}",0.4165418798416042
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 168, '调整正确率(%)': '52.83', '预计平均亏损改善(%)': '1.6236'}",0.41651862759322256
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 114, '调整正确率(%)': '53.17', '预计平均亏损改善(%)': '2.1581'}",0.4159135348385673
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 139, '调整正确率(%)': '56.80', '预计平均亏损改善(%)': '1.7185'}",0.41533074681679943
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 22, '调整正确率(%)': '60.61', '预计平均亏损改善(%)': '2.7300'}",0.4152382113156923
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 22, '调整正确率(%)': '60.61', '预计平均亏损改善(%)': '2.7300'}",0.4152382113156923
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 65, '调整正确率(%)': '59.09', '预计平均亏损改善(%)': '2.3559'}",0.41356755470889206
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 73, '调整正确率(%)': '58.67', '预计平均亏损改善(%)': '2.2909'}",0.412802753662925
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 96, '调整正确率(%)': '54.61', '预计平均亏损改善(%)': '2.2509'}",0.4116976479314495
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 156, '调整正确率(%)': '54.00', '预计平均亏损改善(%)': '1.6644'}",0.4115201439489359
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 94, '调整正确率(%)': '54.17', '预计平均亏损改善(%)': '2.2915'}",0.41133491258547306
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 84, '调整正确率(%)': '58.01', '预计平均亏损改善(%)': '2.2011'}",0.4108223980644608
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 98, '调整正确率(%)': '54.68', '预计平均亏损改善(%)': '2.2210'}",0.41048588037491684
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 135, '调整正确率(%)': '57.46', '预计平均亏损改善(%)': '1.7028'}",0.410396497397008
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 66, '调整正确率(%)': '58.54', '预计平均亏损改善(%)': '2.3566'}",0.41021174156014484
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 142, '调整正确率(%)': '54.75', '预计平均亏损改善(%)': '1.7636'}",0.4100211884703085
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 151, '调整正确率(%)': '55.54', '预计平均亏损改善(%)': '1.6275'}",0.4090941429665967
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 62, '调整正确率(%)': '61.06', '预计平均亏损改善(%)': '2.2669'}",0.40903880094211387
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 52, '调整正确率(%)': '60.37', '预计平均亏损改善(%)': '2.3987'}",0.4079922863819047
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 56, '调整正确率(%)': '59.36', '预计平均亏损改善(%)': '2.4022'}",0.4068495639315464
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 94, '调整正确率(%)': '57.48', '预计平均亏损改善(%)': '2.1054'}",0.406845614053718
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 54, '调整正确率(%)': '61.54', '预计平均亏损改善(%)': '2.3098'}",0.40587350549140633
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 95, '调整正确率(%)': '56.02', '预计平均亏损改善(%)': '2.1626'}",0.40582079687604034
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 145, '调整正确率(%)': '54.99', '预计平均亏损改善(%)': '1.6993'}",0.405582988956815
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 67, '调整正确率(%)': '54.80', '预计平均亏损改善(%)': '2.5075'}",0.405190863914865
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 46, '调整正确率(%)': '62.94', '预计平均亏损改善(%)': '2.3180'}",0.40495957553018114
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 109, '调整正确率(%)': '52.85', '预计平均亏损改善(%)': '2.1707'}",0.40469094383229876
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 98, '调整正确率(%)': '55.39', '预计平均亏损改善(%)': '2.1553'}",0.4042243092998211
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 87, '调整正确率(%)': '57.18', '预计平均亏损改善(%)': '2.1772'}",0.4037744749334377
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 126, '调整正确率(%)': '57.34', '预计平均亏损改善(%)': '1.7687'}",0.4037291691292691
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 115, '调整正确率(%)': '59.56', '预计平均亏损改善(%)': '1.7679'}",0.4029995101623491
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 151, '调整正确率(%)': '54.26', '预计平均亏损改善(%)': '1.6605'}",0.40282179449237426
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 88, '调整正确率(%)': '54.10', '预计平均亏损改善(%)': '2.3015'}",0.4000179800941083
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 46, '调整正确率(%)': '61.49', '预计平均亏损改善(%)': '2.3645'}",0.399727960489236
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.52, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 21, '调整正确率(%)': '63.77', '预计平均亏损改善(%)': '2.5071'}",0.39954617850669594
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 87, '调整正确率(%)': '56.44', '预计平均亏损改善(%)': '2.1919'}",0.3992484738554183
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 52, '调整正确率(%)': '58.93', '预计平均亏损改善(%)': '2.4261'}",0.3989371959857272
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 102, '调整正确率(%)': '53.96', '预计平均亏损改善(%)': '2.1498'}",0.39694836289479446
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 53, '调整正确率(%)': '59.90', '预计平均亏损改善(%)': '2.3543'}",0.3961833556005886
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 132, '调整正确率(%)': '55.44', '预计平均亏损改善(%)': '1.7603'}",0.39528314640958306
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 44, '调整正确率(%)': '62.33', '预计平均亏损改善(%)': '2.3199'}",0.39490934178902415
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 101, '调整正确率(%)': '53.19', '预计平均亏损改善(%)': '2.1865'}",0.39452816784754785
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 152, '调整正确率(%)': '53.61', '预计平均亏损改善(%)': '1.6396'}",0.39400682518847635
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 63, '调整正确率(%)': '55.36', '预计平均亏损改善(%)': '2.4634'}",0.39339991089866766
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 106, '调整正确率(%)': '53.77', '预计平均亏损改善(%)': '2.0931'}",0.39179631521687147
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 137, '调整正确率(%)': '55.39', '预计平均亏损改善(%)': '1.6942'}",0.3917367424944345
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 80, '调整正确率(%)': '54.62', '预计平均亏损改善(%)': '2.3156'}",0.3913416153112568
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 25, '调整正确率(%)': '60.00', '预计平均亏损改善(%)': '2.6131'}",0.3913205248958304
"{'min_weight': 0.1, 'window': 20, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 100, '调整正确率(%)': '60.45', '预计平均亏损改善(%)': '1.8159'}",0.390295982833728
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 82, '调整正确率(%)': '55.67', '预计平均亏损改善(%)': '2.2377'}",0.39025970755386213
"{'min_weight': 0, 'window': 15, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 86, '调整正确率(%)': '56.72', '预计平均亏损改善(%)': '2.1445'}",0.39025272733634403
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 73, '调整正确率(%)': '53.90', '预计平均亏损改善(%)': '2.4138'}",0.3894127197981361
"{'min_weight': 0.1, 'window': 25, 'down_limit_ratio': 0.2, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 115, '调整正确率(%)': '56.97', '预计平均亏损改善(%)': '1.8272'}",0.38877185159720057
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 83, '调整正确率(%)': '56.49', '预计平均亏损改善(%)': '2.1776'}",0.3883806391359015
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 50, '调整正确率(%)': '61.76', '预计平均亏损改善(%)': '2.2548'}",0.38837474757359186
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 84, '调整正确率(%)': '53.31', '预计平均亏损改善(%)': '2.3233'}",0.3880024204905342
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.5}","{'调整天数': 59, '调整正确率(%)': '59.28', '预计平均亏损改善(%)': '2.2823'}",0.38772071786947737
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.43, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 141, '调整正确率(%)': '54.46', '预计平均亏损改善(%)': '1.6793'}",0.3876283313352586
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 68, '调整正确率(%)': '58.82', '预计平均亏损改善(%)': '2.2116'}",0.38748619274946045
"{'min_weight': 0, 'window': 25, 'down_limit_ratio': 0.3, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 76, '调整正确率(%)': '56.98', '预计平均亏损改善(%)': '2.2193'}",0.3871804110887332
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.5, 'win_rate_threshold': 0.45, 'profit_loss_ratio_threshold': 1.8}","{'调整天数': 40, '调整正确率(%)': '62.96', '预计平均亏损改善(%)': '2.2910'}",0.38695623981603533
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.3}","{'调整天数': 151, '调整正确率(%)': '53.46', '预计平均亏损改善(%)': '1.6225'}",0.38685286805722385
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.4, 'win_rate_threshold': 0.48, 'profit_loss_ratio_threshold': 1.55}","{'调整天数': 49, '调整正确率(%)': '61.68', '预计平均亏损改善(%)': '2.2605'}",0.386620606272833
"{'min_weight': 0.1, 'window': 15, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.4}","{'调整天数': 137, '调整正确率(%)': '55.10', '预计平均亏损改善(%)': '1.6820'}",0.3862717033116891
"{'min_weight': 0, 'window': 20, 'down_limit_ratio': 0.35, 'win_rate_threshold': 0.4, 'profit_loss_ratio_threshold': 1.7}","{'调整天数': 82, '调整正确率(%)': '53.70', '预计平均亏损改善(%)': '2.3149'}",0.3860341915426472
